"PREPRINT_DOI","ARTICLE_DOI","COUNTRYCODE"
"10.1101/039255","10.1186/s12977-016-0267-8","BEL"
"10.1101/026005","10.1371/journal.pone.0149575","USA"
"10.1101/076570","10.1091/mbc.e16-09-0644","USA"
"10.1101/116327","10.1371/journal.pone.0181093","NLD"
"10.1101/099440","10.1073/pnas.1700062114","SGP"
"10.1101/102319","10.7554/elife.25364","USA"
"10.1101/095802","10.1016/j.cell.2017.05.004","USA"
"10.1101/101808","10.1534/g3.117.039693","USA"
"10.1101/099606","10.1016/j.molcel.2017.03.001","USA"
"10.1101/080788","10.1007/s10822-017-0020-y","SWE"
"10.1101/029017","10.1371/journal.pcbi.1005339","CHE"
"10.1101/016345","10.1186/s12864-015-1860-2","AUS"
"10.1101/006015","10.1093/bioinformatics/btv272","USA"
"10.1101/012070","10.1016/j.chom.2015.03.008","AUS"
"10.1101/011908","10.1371/journal.pone.0119337","IND"
"10.1101/030536","10.1016/j.mod.2016.08.001","IND"
"10.1101/028555","10.1093/nar/gkw568","USA"
"10.1101/049809","10.1093/nar/gkx1115","ESP"
"10.1101/153445","10.7554/elife.29593","USA"
"10.1101/099614","10.1093/beheco/arx135","IND"
"10.1101/057273","10.1371/journal.pone.0158857","AUS"
"10.1101/047571","10.3390/v8060155","USA"
"10.1101/200592","10.1371/journal.pone.0190384","USA"
"10.1101/136598","10.1074/jbc.m117.819144","USA"
"10.1101/139956","10.7554/elife.28804","PRI"
"10.1101/139956","10.7554/elife.28804","USA"
"10.1101/154872","10.1186/s13068-017-0927-5","USA"
"10.1101/081216","10.1371/journal.pgen.1007023","USA"
"10.1101/030957","10.1104/pp.15.01825","USA"
"10.1101/075192","10.1637/11525-110216-reg.1","USA"
"10.1101/131607","10.1371/journal.pone.0181127","USA"
"10.1101/071282","10.1101/gr.215087.116","USA"
"10.1101/009837","10.1093/gbe/evv203","USA"
"10.1101/005264","10.1093/sysbio/syv055","USA"
"10.1101/018648","10.1093/hmg/ddv309","USA"
"10.1101/021774","10.1016/j.gde.2015.09.001","GBR"
"10.1101/005413","10.1093/nar/gkv137","USA"
"10.1101/030148","10.1371/journal.pgen.1006340","USA"
"10.1101/033175","10.1093/molbev/msw102","USA"
"10.1101/061036","10.1242/jeb.143818","USA"
"10.1101/036012","10.1186/s12864-016-3198-9","USA"
"10.1101/018531","10.1093/bioinformatics/btw360","JPN"
"10.1101/002204","10.1038/srep08790","CHN"
"10.1101/172932","10.1093/nar/gkx1192","GBR"
"10.1101/133074","10.1111/tra.12543","CAN"
"10.1101/137372","10.7554/elife.28629","CHE"
"10.1101/211755","10.1534/genetics.117.300377","MEX"
"10.1101/048215","10.1186/s13073-016-0319-7","USA"
"10.1101/040410","10.1091/mbc.e16-02-0090","USA"
"10.1101/142141","10.1021/acs.biochem.7b01170","USA"
"10.1101/105684","10.1002/ece3.3438","BRA"
"10.1101/128728","10.1371/journal.pgen.1007071","GBR"
"10.1101/111179","10.1016/j.bpj.2017.08.014","EGY"
"10.1101/111179","10.1016/j.bpj.2017.08.014","FRA"
"10.1101/002410","10.1038/nn.3669","USA"
"10.1101/094615","10.1021/acs.jproteome.7b00288","USA"
"10.1101/125781","10.1002/ecs2.1900","USA"
"10.1101/105288","10.1038/s41467-017-00422-w","GBR"
"10.1101/105288","10.1038/s41467-017-00422-w","FRA"
"10.1101/027995","10.1016/j.jtbi.2015.12.008","AUS"
"10.1101/012013","10.1371/journal.pone.0138030","USA"
"10.1101/013490","10.1101/gr.191395.115","USA"
"10.1101/015115","10.1098/rstb.2014.0243","FRA"
"10.1101/012666","10.1890/es14-00198.1","USA"
"10.1101/012666","10.1890/es14-00198.1","DNK"
"10.1101/018762","10.1038/ncomms12915","IRL"
"10.1101/032805","10.1534/genetics.115.185264","USA"
"10.1101/044636","10.1038/srep32065","GBR"
"10.1101/000026","10.1371/journal.pgen.1004507","USA"
"10.1101/000042","10.1038/nrg3742","USA"
"10.1101/000109","10.1371/journal.pgen.1004397","GBR"
"10.1101/000125","10.1016/j.ejca.2014.09.016","NLD"
"10.1101/000141","10.1371/journal.pcbi.1003458","NLD"
"10.1101/000158","10.1186/1471-2164-15-381","AUT"
"10.1101/000208","10.1101/gr.172155.114","USA"
"10.1101/000265","10.1093/nar/gkw1152","USA"
"10.1101/000307","10.1371/journal.pgen.1004278","USA"
"10.1101/000406","10.1016/j.gde.2013.10.005","USA"
"10.1101/000414","10.1016/j.tig.2014.08.004","USA"
"10.1101/000422","10.3389/fgene.2014.00003","USA"
"10.1101/000430","10.1021/sb400152n","GBR"
"10.1101/000448","10.1021/sb500225r","USA"
"10.1101/000455","10.1186/2047-217x-3-4","GBR"
"10.1101/000497","10.1186/s13062-016-0158-x","KOR"
"10.1101/000521","10.1111/evo.12444","CAN"
"10.1101/000562","10.1007/s11538-014-0033-9","CAN"
"10.1101/000661","10.1098/rspb.2014.1405","DEU"
"10.1101/000752","10.1016/j.ajhg.2014.03.016","USA"
"10.1101/000760","10.1111/cobi.12291","USA"
"10.1101/000778","10.1371/journal.pcbi.1003900","USA"
"10.1101/000885","10.1021/sb400135t","USA"
"10.1101/000893","10.1111/cobi.12569","USA"
"10.1101/000943","10.3389/fncir.2014.00027","JPN"
"10.1101/000950","10.1093/mp/sst177","USA"
"10.1101/000950","10.1093/mp/sst177","CHN"
"10.1101/000968","10.3389/fnhum.2013.00867","JPN"
"10.1101/001008","10.15252/msb.20145172","NLD"
"10.1101/001024","10.1186/s12859-014-0418-7","USA"
"10.1101/001073","10.1534/genetics.114.163683","BEL"
"10.1101/001081","10.1093/bioinformatics/btu149","FRA"
"10.1101/001107","10.1101/gr.174615.114","USA"
"10.1101/001172","10.1093/sysbio/syu015","USA"
"10.1101/001198","10.1038/mp.2014.109","ITA"
"10.1101/001230","10.1093/bioinformatics/btv354","USA"
"10.1101/001255","10.1007/s10750-014-1865-x","NZL"
"10.1101/001321","10.1038/onc.2014.299","USA"
"10.1101/001347","10.1093/molbev/msu260","AUS"
"10.1101/001370","10.1038/nmeth.3072","GBR"
"10.1101/001388","10.1093/molbev/msu146","USA"
"10.1101/001446","10.1016/j.evolhumbehav.2014.04.002","ITA"
"10.1101/001479","10.3389/fgene.2015.00345","ITA"
"10.1101/001495","10.1371/journal.pcbi.1003581","USA"
"10.1101/001511","10.1534/genetics.115.175711","USA"
"10.1101/001529","10.1163/15685373-12342150","USA"
"10.1101/001529","10.1163/15685373-12342150","CAN"
"10.1101/001537","10.1017/s095026881400260x",NA
"10.1101/001537","10.1017/s095026881400260x","CHN"
"10.1101/001545","10.1186/1471-2105-15-175","NZL"
"10.1101/001586","10.1016/j.bica.2014.02.002","NLD"
"10.1101/001610","10.1111/aje.12146","ETH"
"10.1101/001677","10.1111/oik.01528","BEL"
"10.1101/001685","10.1186/s13227-015-0016-4","FRA"
"10.1101/001776","10.1186/1471-2164-15-31","USA"
"10.1101/001784","10.1126/science.1253823","USA"
"10.1101/001842","10.1098/rspb.2013.2822","GBR"
"10.1101/001883","10.1093/bioinformatics/btu542","USA"
"10.1101/001909","10.1093/hmg/ddu299","ITA"
"10.1101/001917","10.1098/rsif.2014.0325","AUS"
"10.1101/001933","10.1111/mec.12742","FIN"
"10.1101/001941","10.1111/2041-210x.12189","USA"
"10.1101/001958","10.1089/cmb.2014.0022","TWN"
"10.1101/001966","10.1261/rna.046011.114","USA"
"10.1101/002006","10.1186/1471-2164-15-1028","JPN"
"10.1101/002014","10.1093/nar/gkw054","ESP"
"10.1101/002048","10.1016/j.bpj.2014.01.036","CHN"
"10.1101/002071","10.1007/s12035-014-8768-8","JPN"
"10.1101/002121","10.1186/s13326-016-0078-9","GBR"
"10.1101/002188","10.1186/1471-2164-15-1002","AUS"
"10.1101/002295","10.1371/journal.pcbi.1003691","CHN"
"10.1101/002295","10.1371/journal.pcbi.1003691","USA"
"10.1101/002311","10.1152/jn.00327.2014","DNK"
"10.1101/002311","10.1152/jn.00327.2014","CAN"
"10.1101/002337","10.1007/s00248-014-0527-x","DEU"
"10.1101/002345","10.1371/journal.pgen.1004810","USA"
"10.1101/002360","10.1016/j.chemolab.2017.06.009","USA"
"10.1101/002386","10.1093/hmg/ddv024","FRA"
"10.1101/002428","10.1371/journal.pgen.1004499","SWE"
"10.1101/002469","10.1186/1471-2105-15-s7-s2","USA"
"10.1101/002576","10.1093/bioinformatics/btv023","GBR"
"10.1101/002600","10.1371/journal.pgen.1005226","DEU"
"10.1101/002618","10.1007/s00251-014-0785-2","USA"
"10.1101/002626","10.1101/gad.252478.114","USA"
"10.1101/002634","10.1111/ecog.01389","FRA"
"10.1101/002659","10.1038/nmat3909","DEU"
"10.1101/002683","10.1098/rstb.2013.0459",NA
"10.1101/002683","10.1098/rstb.2013.0459","DEU"
"10.1101/002691","10.1016/j.biopsych.2015.02.006","USA"
"10.1101/002709","10.1186/1471-2164-15-1039","USA"
"10.1101/002725","10.1186/s13059-015-0609-1","USA"
"10.1101/002766","10.1186/1471-2164-15-956","CHN"
"10.1101/002782","10.1007/s11306-015-0882-8","FRA"
"10.1101/002816","10.1016/j.ajhg.2014.08.011","USA"
"10.1101/002824","10.1093/bioinformatics/btu639","USA"
"10.1101/002832","10.1186/s13059-014-0530-z","USA"
"10.1101/002865","10.1038/ng.3176","AUS"
"10.1101/002873","10.1098/rsif.2014.0643","USA"
"10.1101/002881","10.1002/cpe.3253","TWN"
"10.1101/002899","10.1093/molbev/msu153","CAN"
"10.1101/002923","10.3389/fncom.2014.00175","GBR"
"10.1101/002923","10.3389/fncom.2014.00175","BEL"
"10.1101/002931","10.1038/ng.3231","USA"
"10.1101/002956","10.1186/s13059-014-0514-z","ZAF"
"10.1101/002964","10.1093/nar/gku1244","USA"
"10.1101/002972","10.3389/fbioe.2016.00040","USA"
"10.1101/002980","10.1016/j.bpj.2013.12.023","JPN"
"10.1101/003012","10.1073/pnas.1312148111","USA"
"10.1101/003053","10.1073/pnas.1412216111","CAN"
"10.1101/003087","10.1371/journal.pcbi.1003874","USA"
"10.1101/003160","10.1007/s00439-014-1446-0","USA"
"10.1101/003178","10.1093/bioinformatics/btu786","USA"
"10.1101/003210","10.1261/rna.045674.114","FRA"
"10.1101/003228","10.1111/1365-2664.12300","GBR"
"10.1101/003285","10.1101/gr.178319.114","USA"
"10.1101/003293","10.1101/gad.250985.114","DEU"
"10.1101/003319","10.1371/journal.pgen.1004709","GBR"
"10.1101/003327","10.15252/msb.20145492","USA"
"10.1101/003335","10.1021/sb4002008","USA"
"10.1101/003350","10.1093/gbe/evu173","DEU"
"10.1101/003368","10.1098/rsif.2013.1189","CHE"
"10.1101/003376","10.1371/journal.pcbi.1003722","URY"
"10.1101/003384","10.1007/s11538-014-0025-9","FRA"
"10.1101/003400","10.1016/j.nicl.2014.06.012","GBR"
"10.1101/003442","10.1098/rspb.2014.1490","SWE"
"10.1101/003459","10.1073/pnas.1315751111","HKG"
"10.1101/003467","10.1186/s13059-014-0563-3","USA"
"10.1101/003517","10.1016/j.tig.2014.07.005","USA"
"10.1101/003525","10.1007/s11886-014-0495-2","USA"
"10.1101/003533","10.1016/j.bbrc.2014.04.005","CHN"
"10.1101/003541","10.1073/pnas.1406033111","USA"
"10.1101/003640","10.1093/bioinformatics/btu262","USA"
"10.1101/003657","10.1111/geb.12296","PAN"
"10.1101/003657","10.1111/geb.12296","USA"
"10.1101/003673","10.1371/journal.pcbi.1003814","DEU"
"10.1101/003707","10.1111/evo.12437","CZE"
"10.1101/003723","10.1093/bioinformatics/btu526","USA"
"10.1101/003731","10.1186/1471-2164-15-711","IRL"
"10.1101/003749","10.1093/sysbio/syu132","USA"
"10.1101/003772","10.1088/1478-3975/11/3/036001","USA"
"10.1101/003780","10.1007/s00285-014-0819-2","FRA"
"10.1101/003806","10.11646/phytotaxa.221.1.5","USA"
"10.1101/003848","10.1093/molbev/msu218","USA"
"10.1101/003871","10.1186/s12915-014-0059-3","DEU"
"10.1101/003921","10.1073/pnas.1403319111","USA"
"10.1101/003939","10.1007/s13235-014-0108-0","FRA"
"10.1101/003954","10.1093/bioinformatics/btu733","ESP"
"10.1101/003962","10.1093/bioinformatics/btu677","CAN"
"10.1101/004002","10.1086/682048","ZAF"
"10.1101/004010","10.1093/nar/gku583","CHN"
"10.1101/004036","10.1111/bij.12741","CZE"
"10.1101/004101","10.1186/s13059-015-0605-5","GBR"
"10.1101/004119","10.1371/journal.pgen.1004752","USA"
"10.1101/004127","10.1098/rsif.2014.0674","HUN"
"10.1101/004184","10.1111/2041-210x.12350","NLD"
"10.1101/004192","10.1186/s12918-015-0165-z","FIN"
"10.1101/004234","10.1534/genetics.114.168823","USA"
"10.1101/004242","10.1186/s12859-014-0391-1","FRA"
"10.1101/004267","10.1186/s12862-015-0429-7","GBR"
"10.1101/004317","10.1093/nar/gku518","DNK"
"10.1101/004341","10.1073/pnas.1314810111","ISR"
"10.1101/004374","10.1093/sysbio/syv046","USA"
"10.1101/004416","10.1016/j.jebo.2015.08.017","AUS"
"10.1101/004424","10.1534/genetics.114.165613","DEU"
"10.1101/004440","10.1073/pnas.1410890111","CHN"
"10.1101/004465","10.1093/sysbio/syu044","GBR"
"10.1101/004473","10.1371/journal.pcbi.1004491","USA"
"10.1101/004481","10.1007/s00239-014-9645-9","ESP"
"10.1101/004499","10.1093/nar/gku499","JPN"
"10.1101/004572","10.1186/s12862-015-0414-1","AUT"
"10.1101/004614","10.1186/1471-2164-15-434","ITA"
"10.1101/004648","10.3389/fimmu.2014.00331","USA"
"10.1101/004671","10.1101/gr.176792.114","ESP"
"10.1101/004671","10.1101/gr.176792.114","IRL"
"10.1101/004689","10.1093/sysbio/syv021","AUS"
"10.1101/004713","10.1534/g3.114.015735","USA"
"10.1101/004788","10.1242/dev.113902","ISR"
"10.1101/004820","10.1111/1365-2745.12254","BEL"
"10.1101/004853","10.1371/journal.pgen.1004323","AUS"
"10.1101/004861","10.1002/hbm.22666","USA"
"10.1101/004887","10.1080/17513758.2014.962998","USA"
"10.1101/004895","10.1371/journal.pgen.1004885","USA"
"10.1101/004986","10.1007/s00442-014-3036-1","DEU"
"10.1101/005009","10.1016/j.envsoft.2015.01.012","USA"
"10.1101/005017","10.1371/journal.pgen.1004444","GBR"
"10.1101/005058","10.1007/s00412-014-0487-4","RUS"
"10.1101/005082","10.1093/bioinformatics/btu569","USA"
"10.1101/005090","10.1093/bioinformatics/btu535","DEU"
"10.1101/005223","10.1016/j.evolhumbehav.2014.04.002","ITA"
"10.1101/005231","10.1111/gtc.12189","JPN"
"10.1101/005264","10.1093/sysbio/syv059","CHN"
"10.1101/005330","10.1016/j.gde.2014.04.002","USA"
"10.1101/005348","10.1038/ng.3013","GBR"
"10.1101/005355","10.1186/s13068-014-0134-6","CHN"
"10.1101/005363","10.1111/evo.12628","USA"
"10.1101/005371","10.1186/gb-2014-15-6-r85","CHE"
"10.1101/005413","10.1093/nar/gkv138","DEU"
"10.1101/005413","10.1093/nar/gkv138","LUX"
"10.1101/005462","10.1186/gb-2014-15-6-r87","SAU"
"10.1101/005462","10.1186/gb-2014-15-6-r87","FRA"
"10.1101/005512","10.1186/1471-2148-14-108","NOR"
"10.1101/005546","10.1186/s12859-015-0630-0","USA"
"10.1101/005561","10.1016/j.mbs.2014.05.002","POL"
"10.1101/005587","10.1186/s12859-015-0463-x","TWN"
"10.1101/005637","10.1186/s13073-015-0129-3","USA"
"10.1101/005652","10.1016/j.gde.2014.08.006","GBR"
"10.1101/005660","10.1016/j.jtbi.2015.03.012","NZL"
"10.1101/005694","10.3389/fmicb.2014.00549",NA
"10.1101/005710","10.1093/hmg/ddu289","NLD"
"10.1101/005728","10.1002/ajmg.b.32317","BRA"
"10.1101/005751","10.1016/j.molp.2014.11.002","CHN"
"10.1101/005777","10.1186/s12862-015-0406-1","USA"
"10.1101/005793","10.1073/pnas.1423854112","USA"
"10.1101/005835","10.1371/journal.ppat.1004385","DEU"
"10.1101/005850","10.1371/journal.pgen.1005144","DEU"
"10.1101/005892","10.1534/genetics.114.173435","USA"
"10.1101/005983","10.1093/bioinformatics/btv176","AUT"
"10.1101/006015","10.1093/bioinformatics/btv196","USA"
"10.1101/006023","10.1093/gbe/evu151","NOR"
"10.1101/006031","10.1016/j.toxicon.2014.10.011","DEU"
"10.1101/006056","10.1186/1471-2164-15-1078","CHN"
"10.1101/006064","10.1038/ng.3214","USA"
"10.1101/006064","10.1038/ng.3214","GBR"
"10.1101/006080","10.1186/s12867-014-0028-y","CHN"
"10.1101/006148","10.1186/s13073-014-0081-7","USA"
"10.1101/006155","10.1371/journal.ppat.1004721","USA"
"10.1101/006171","10.1371/journal.pgen.1004531","USA"
"10.1101/006221","10.1101/gr.178319.114","USA"
"10.1101/006247","10.1186/s13059-015-0643-z","GBR"
"10.1101/006338","10.1186/s13059-014-0563-3","USA"
"10.1101/006387","10.1016/j.tig.2014.07.003","GBR"
"10.1101/006411","10.1093/molbev/msu265","MCO"
"10.1101/006437","10.1534/genetics.114.170019","USA"
"10.1101/006452","10.1534/genetics.114.165704","GBR"
"10.1101/006452","10.1534/genetics.114.165704","USA"
"10.1101/006544","10.1093/comnet/cnw007","USA"
"10.1101/006551","10.1093/bioinformatics/btv101","ISR"
"10.1101/006577","10.1073/pnas.1421831112","DEU"
"10.1101/006585","10.1093/nar/gku880","USA"
"10.1101/006585","10.1093/nar/gku880","RUS"
"10.1101/006627","10.1186/s13073-014-0112-4","ISR"
"10.1101/006684","10.1093/molbev/msv013","USA"
"10.1101/006692","10.1186/s13059-015-0603-7","USA"
"10.1101/006700","10.1111/evo.12623","USA"
"10.1101/006734","10.1371/journal.pgen.1005119","USA"
"10.1101/006742","10.1101/gr.184184.114","USA"
"10.1101/006783","10.1073/pnas.1424993112","USA"
"10.1101/006791","10.3389/fninf.2015.00009","FRA"
"10.1101/006817","10.1007/s10441-015-9255-y","GHA"
"10.1101/006825","10.1038/ng.3192","USA"
"10.1101/006841","10.1101/gr.180190.114","USA"
"10.1101/006866","10.1038/gene.2014.59","ITA"
"10.1101/006890","10.1098/rspb.2014.0264","JPN"
"10.1101/006908","10.1093/nar/gku1374","DEU"
"10.1101/006924","10.1007/s00251-015-0828-3","POL"
"10.1101/006940","10.1371/journal.pgen.1005663","USA"
"10.1101/006973","10.1038/ng.3275","SGP"
"10.1101/006973","10.1038/ng.3275","USA"
"10.1101/006981","10.1371/journal.pgen.1004805","CAN"
"10.1101/006999","10.1111/2041-210x.12238","CAN"
"10.1101/007005","10.1093/nar/gkv046","USA"
"10.1101/007039","10.1098/rspb.2014.1794","AUS"
"10.1101/007047","10.1093/gbe/evu199","USA"
"10.1101/007054","10.1093/nar/gkv076","FRA"
"10.1101/007062","10.1186/s12896-015-0160-x","CZE"
"10.1101/007088","10.1093/bioinformatics/btv522","CZE"
"10.1101/007096","10.1098/rspb.2014.1278","AUS"
"10.1101/007161","10.1111/evo.12625","BEL"
"10.1101/007211","10.1093/bioinformatics/btv164","SWE"
"10.1101/007229","10.1093/gbe/evu257","ITA"
"10.1101/007278","10.1016/j.anbehav.2015.03.013","USA"
"10.1101/007351","10.1186/s13059-014-0544-6","USA"
"10.1101/007369","10.1093/sysbio/syv021","AUS"
"10.1101/007401","10.1093/bioinformatics/btu557","NLD"
"10.1101/007435","10.1093/comnet/cnv028","USA"
"10.1101/007443","10.1186/s12859-015-0484-5","KOR"
"10.1101/007476","10.1093/bioinformatics/btv282","USA"
"10.1101/007492","10.1093/bioinformatics/btu804","USA"
"10.1101/007500","10.1101/gr.182477.114","USA"
"10.1101/007518","10.1371/journal.pgen.1005021","GBR"
"10.1101/007542","10.1371/journal.pcbi.1004498","USA"
"10.1101/007567","10.1093/bioinformatics/btu584","USA"
"10.1101/007609","10.3389/fgene.2014.00307","DNK"
"10.1101/007633","10.1186/s13073-015-0158-y","USA"
"10.1101/007666","10.1093/bioinformatics/btv080","CHN"
"10.1101/007690","10.1534/genetics.114.173542","IND"
"10.1101/007708","10.1098/rsbl.2014.0473","USA"
"10.1101/007732","10.1664/15-sn-025.1","BRA"
"10.1101/007757","10.1111/mec.12984","POL"
"10.1101/007765","10.1002/ece3.1581","CHN"
"10.1101/007781","10.1093/gbe/evv219","USA"
"10.1101/007799","10.1038/ng.3202","CAN"
"10.1101/007831","10.1016/j.pbiomolbio.2015.01.007","USA"
"10.1101/007849","10.1016/j.ympev.2015.09.019","CAN"
"10.1101/007864","10.1534/g3.114.011957","DEU"
"10.1101/007898","10.1016/j.fsigen.2014.08.017","PRT"
"10.1101/007914","10.1642/auk-16-5.1","USA"
"10.1101/007922","10.1073/pnas.1422938112","USA"
"10.1101/007963","10.1093/bioinformatics/btv033","HKG"
"10.1101/008003","10.1038/nbt.3187","USA"
"10.1101/008037","10.1038/sdata.2014.47","SWE"
"10.1101/008052","10.1371/journal.pgen.1004936","USA"
"10.1101/008110","10.1093/bioinformatics/btv277","NLD"
"10.1101/008136","10.1371/journal.pgen.1005197","JPN"
"10.1101/008151","10.1007/s11692-014-9292-5","ARG"
"10.1101/008185","10.1186/s12864-016-2744-9","USA"
"10.1101/008193","10.1111/evo.12543","CAN"
"10.1101/008235","10.1371/journal.pgen.1005397","GBR"
"10.1101/008276","10.1002/gepi.21892","USA"
"10.1101/008284","10.1038/nbt.3247","USA"
"10.1101/008318","10.1007/s11538-014-0044-6","GBR"
"10.1101/008342","10.1007/s00239-015-9708-6","CAN"
"10.1101/008367","10.1534/genetics.116.189340","AUT"
"10.1101/008375","10.1093/nar/gkv477","USA"
"10.1101/008409","10.1093/bioinformatics/btv214","CHE"
"10.1101/008417","10.1371/journal.pcbi.1004055","ISR"
"10.1101/008425","10.1016/j.ymeth.2014.12.013","USA"
"10.1101/008458","10.1111/ecog.01252","AUS"
"10.1101/008466","10.1371/journal.pcbi.1004151","AUS"
"10.1101/008466","10.1371/journal.pcbi.1004151","ISR"
"10.1101/008508","10.1002/ece3.1849","CHN"
"10.1101/008516","10.1016/j.jinsphys.2014.06.006","USA"
"10.1101/008524","10.1016/j.jinsphys.2014.06.009","CHN"
"10.1101/008540","10.1016/j.tpb.2015.03.006","SWE"
"10.1101/008565","10.1073/pnas.1422638112","GBR"
"10.1101/008581","10.1098/rsif.2015.0233","GBR"
"10.1101/008623","10.1111/mec.13123","JPN"
"10.1101/008664","10.1098/rspb.2014.2942","USA"
"10.1101/008706","10.1038/sdata.2014.56","FRA"
"10.1101/008714","10.1016/j.jtbi.2015.01.015","IRL"
"10.1101/008730","10.1387/ijdb.140148gb","FRA"
"10.1101/008748","10.1186/s12920-015-0092-2","POL"
"10.1101/008755","10.1016/j.ajhg.2015.02.013","USA"
"10.1101/008763","10.1261/rna.049007.114","USA"
"10.1101/008789","10.1371/journal.pgen.1005509","CHN"
"10.1101/008797","10.1371/journal.pgen.1005112","AUS"
"10.1101/008805","10.1534/genetics.114.169607","ESP"
"10.1101/008839","10.1016/j.jtbi.2014.08.041","RUS"
"10.1101/008854","10.1186/s12983-015-0096-y","AUT"
"10.1101/008896","10.1016/j.bpj.2015.08.003","DEU"
"10.1101/008920","10.3389/fncom.2015.00075","SWE"
"10.1101/008946","10.1371/journal.pcbi.1004255","CHN"
"10.1101/008953","10.1101/gr.191247.115","USA"
"10.1101/008961","10.1016/j.neuroimage.2015.04.019","DEU"
"10.1101/008979","10.1186/s12862-017-0982-3","DNK"
"10.1101/008995","10.3389/fnhum.2016.00027","CHN"
"10.1101/009001","10.1186/s13059-015-0614-4","DNK"
"10.1101/009001","10.1186/s13059-015-0614-4","SWE"
"10.1101/009027","10.1073/pnas.1504177112","USA"
"10.1101/009084","10.1111/mec.13449","USA"
"10.1101/009092","10.1111/mec.13153","USA"
"10.1101/009191","10.1093/molbev/msu341","USA"
"10.1101/009209","10.1101/gr.184168.114","USA"
"10.1101/009225","10.1371/journal.pgen.1004923","USA"
"10.1101/009258","10.1016/j.ajhg.2015.05.015","CAN"
"10.1101/009308","10.1016/j.neuroimage.2015.12.039","USA"
"10.1101/009340","10.1016/j.ajhg.2014.11.014","SWE"
"10.1101/009365","10.1111/jeb.12586","USA"
"10.1101/009407","10.1186/s13059-015-0629-x","USA"
"10.1101/009423","10.1088/1478-3975/12/2/026003","SWE"
"10.1101/009431","10.1186/s13073-015-0178-7","USA"
"10.1101/009472","10.1371/journal.pgen.1005237","JPN"
"10.1101/009498","10.1534/genetics.114.172890","CAN"
"10.1101/009548","10.1093/bioinformatics/btv353","USA"
"10.1101/009571","10.1016/j.coviro.2014.07.007","USA"
"10.1101/009613","10.1186/2047-217x-3-24","CHN"
"10.1101/009654","10.1016/j.tig.2014.10.005","SWE"
"10.1101/009670","10.1093/gbe/evv092","AUS"
"10.1101/009696","10.1111/1755-0998.12272","USA"
"10.1101/009720","10.1038/hdy.2015.81","DEU"
"10.1101/009746","10.1098/rsif.2014.0745","GBR"
"10.1101/009795","10.1093/jhered/esv055","PRI"
"10.1101/009803","10.1086/683170","USA"
"10.1101/009829","10.1111/mec.13182","ESP"
"10.1101/009837","10.1093/gbe/evv230","ITA"
"10.1101/009845","10.1186/s13064-015-0029-7","USA"
"10.1101/009878","10.1186/s13059-015-0613-5","USA"
"10.1101/009886","10.1534/genetics.114.173716","USA"
"10.1101/009928","10.1093/gbe/evv094","GBR"
"10.1101/009936","10.1016/j.jmp.2016.10.001","USA"
"10.1101/009951","10.1186/s13059-015-0788-9","GBR"
"10.1101/009969","10.1016/j.fsigen.2015.05.002","AUS"
"10.1101/010017","10.1038/ejhg.2015.69","BRA"
"10.1101/010082","10.1088/1478-3975/12/4/046003","DEU"
"10.1101/010116","10.1186/s13742-015-0049-6","ISR"
"10.1101/010132","10.1093/nar/gku1227","ESP"
"10.1101/010173","10.1101/gr.183699.114","USA"
"10.1101/010181","10.1016/j.baae.2015.08.006","SWE"
"10.1101/010199","10.1007/s00285-016-1039-8","KOR"
"10.1101/010207","10.1371/journal.pgen.1004824","DEU"
"10.1101/010215","10.1093/bioinformatics/btv350","USA"
"10.1101/010231","10.1371/journal.pgen.1005375","GBR"
"10.1101/010314","10.1073/pnas.1417573112","CHE"
"10.1101/010348","10.3389/fninf.2015.00009","FRA"
"10.1101/010355","10.1534/g3.115.020685","CHE"
"10.1101/010363","10.1073/pnas.1500672112","ARG"
"10.1101/010363","10.1073/pnas.1500672112","USA"
"10.1101/010371","10.1016/j.tpb.2015.04.006","USA"
"10.1101/010496","10.1093/sysbio/syu128","USA"
"10.1101/010504","10.1093/bioinformatics/btu860","USA"
"10.1101/010520","10.1111/2041-210x.12426","USA"
"10.1101/010587","10.1371/journal.pcbi.1004099","IND"
"10.1101/010611","10.1371/journal.pcbi.1004643","JPN"
"10.1101/010629","10.1002/ajpa.22894","RUS"
"10.1101/010637","10.1534/g3.114.014969","USA"
"10.1101/010645","10.1093/molbev/msu311","USA"
"10.1101/010686","10.1093/bioinformatics/btv400","CHE"
"10.1101/010710","10.1186/s12864-015-1248-3","IND"
"10.1101/010728","10.1073/pnas.1601942113","USA"
"10.1101/010769","10.1093/gbe/evv058","DNK"
"10.1101/010785","10.1104/pp.15.00187","USA"
"10.1101/010793","10.2983/035.034.0218","USA"
"10.1101/010843","10.1371/journal.pcbi.1004246","GBR"
"10.1101/010868","10.1002/jez.b.22630","EGY"
"10.1101/010876","10.1371/journal.pcbi.1004869","USA"
"10.1101/010900","10.1038/tpj.2015.19","USA"
"10.1101/010918","10.1093/molbev/msv076","USA"
"10.1101/010926","10.1186/s12864-015-1265-2","CHN"
"10.1101/010934","10.1534/genetics.115.183244","USA"
"10.1101/010942","10.1093/molbev/msv092","FRA"
"10.1101/010959","10.1038/ng.3387","USA"
"10.1101/011007","10.1111/jeb.12644","USA"
"10.1101/011023","10.1371/journal.pgen.1004975","ARG"
"10.1101/011056","10.4137/bbi.s23619","USA"
