"PREPRINT_DOI","ARTICLE_DOI","ARTICLE_CREATED_DATE","ARTICLE_TITLE","SOURCETITLE","PAGE_CNT","PUBTYPE","DOCTYPE","AUTHOR_CNT","TYPE"
"10.1101/055178","10.1093/nar/gkx124",2017-02-15,"Comparative genomic analysis of translation initiation mechanisms for genes lacking the Shine-Dalgarno sequence in prokaryotes","nucleic acids research",10,"J","ar",3,"Control"
"10.1101/055186","10.1101/gr.211201.116",2016-11-15,"Identification of complex genomic rearrangements in cancers using CouGaR","genome research",11,"J","ar",7,"Control"
"10.1101/055202","10.1098/rsif.2016.0942",2017-01-25,"Astrobiology as a framework for investigating antibiotic susceptibility: A study of Halomonas hydrothermalis","journal of the royal society interface",NA,"J","ar",3,"Control"
"10.1101/055251","10.1016/j.tpb.2016.05.003",2016-05-22,"The effect of Wolbachia on dengue outbreaks when dengue is repeatedly introduced","theoretical population biology",7,"J","ar",4,"Control"
"10.1101/055285","10.1073/pnas.1602827113",2016-06-14,"Profiling DNA damage-induced phosphorylation in budding yeast reveals diverse signaling networks","proceedings of the national academy of sciences of the united states of america",9,"J","ar",12,"Control"
"10.1101/055327","10.1093/nar/gkx203",2017-03-22,"Functional anatomy of the immunoglobulin heavy chain 3' super-enhancer needs not only core enhancer elements but also their unique DNA context","nucleic acids research",9,"J","ar",8,"Control"
"10.1101/055335","10.1037/com0000071",2017-03-09,"Stick-weaving: Innovative behavior in tamarins (Saguinus oedipus)","journal of comparative psychology",5,"J","ar",2,"Control"
"10.1101/055368","10.1093/gbe/evx030",2017-02-15,"The complete genome sequence of the phytopathogenic fungus Sclerotinia sclerotiorum reveals insights into the genome architecture of broad host range pathogens","genome biology and evolution",26,"J","ar",14,"Control"
"10.1101/055384","10.1111/evo.13012",2016-07-20,"Light enough to travel or wise enough to stay? Brain size evolution and migratory behavior in birds","evolution; international journal of organic evolution",11,"J","ar",1,"Control"
"10.1101/055418","10.12688/wellcomeopenres.10105.1",2016-12-15,"Statistical analysis plan for the WOMAN-ETAPlaT study: Effect of tranexamic acid on platelet function and thrombin generation","wellcome open research",NA,"J","ar",8,"Control"
"10.1101/055442","10.1111/mec.13991",2016-12-27,"By their own devices: invasive Argentine ants have shifted diet without clear aid from symbiotic microbes","molecular ecology",23,"J","ar",10,"Control"
"10.1101/055459","10.1016/j.ijid.2016.09.007",2016-09-13,"Predictors of treatment requirement in HBeAg-negative chronic hepatitis B patients with persistently normal alanine aminotransferase and high serum HBV DNA levels","international journal of infectious diseases",6,"J","ar",15,"Control"
"10.1101/055475","10.1017/s0950268816003423",2017-02-10,"Outbreak investigation of fever mimicking dengue in Havelock Island, an important tourist destination in the Andaman & Nicobar Archipelago, 2014","epidemiology and infection",6,"J","ar",8,"Control"
"10.1101/055517","10.1534/genetics.116.196774",2017-03-28,"Alternative polyadenylation directs tissue-specific miRNA targeting in Caenorhabditis elegans somatic tissues","genetics",18,"J","ar",6,"Control"
"10.1101/055541","10.1101/gr.215293.116",2016-12-14,"Large-scale reduction of the Bacillus subtilis genome: Consequences for the transcriptional network, resource allocation, and metabolism","genome research",11,"J","ar",17,"Control"
"10.1101/055574","10.1038/sdata.2017.55",2017-04-25,"Se-SAD serial femtosecond crystallography datasets from selenobiotinyl-streptavidin","scientific data",NA,"J","ar",25,"Control"
"10.1101/055624","10.1371/journal.pcbi.1005299",2017-01-17,"Computational Analysis of Residue Interaction Networks and Coevolutionary Relationships in the Hsp70 Chaperones: A Community-Hopping Model of Allosteric Regulation and Communication","plos computational biology",NA,"J","ar",2,"Control"
"10.1101/055715","10.1186/s13059-017-1205-3",2017-04-05,"Structuring supplemental materials in support of reproducibility","genome biology",NA,"J","ar",4,"Control"
"10.1101/055731","10.1038/ng.3610",2016-07-18,"DNMT3A and TET2 compete and cooperate to repress lineage-specific transcription factors in hematopoietic stem cells","nature genetics",10,"J","ar",12,"Control"
"10.1101/055772","10.1186/s13059-016-1136-4",2017-01-10,"Allele-specific analysis of cell fusion-mediated pluripotent reprograming reveals distinct and predictive susceptibilities of human X-linked genes to reactivation","genome biology",NA,"J","ar",7,"Control"
"10.1101/055780","10.1111/acel.12584",2017-03-20,"Chemical screening identifies ROCK as a target for recovering mitochondrial function in Hutchinson-Gilford progeria syndrome","aging cell",10,"J","ar",8,"Control"
"10.1101/055798","10.1534/g3.117.040816",2017-03-25,"Schizosaccharomyces pombe MutS? and MutL? maintain stability of tetra-nucleotide repeats and Msh3 of hepta-nucleotide repeats","g3: genes, genomes, genetics",11,"J","ar",4,"Control"
"10.1101/055806","10.1021/acs.jproteome.6b00575",2016-10-04,"Quantitative Secretome Analysis of Activated Jurkat Cells Using Click Chemistry-Based Enrichment of Secreted Glycoproteins","journal of proteome research",10,"J","ar",10,"Control"
"10.1101/055814","10.3389/fmicb.2016.01445",2016-09-14,"Activation of langerhans-type dendritic cells alters human cytomegalovirus infection and reactivation in a stimulus-dependent manner","frontiers in microbiology",NA,"J","ar",5,"Control"
"10.1101/055855","10.1016/j.ajhg.2016.08.018",2016-10-16,"GCM2-Activating Mutations in Familial Isolated Hyperparathyroidism","american journal of human genetics",11,"J","ar",11,"Control"
"10.1101/055863","10.1038/nmeth.4107",2016-12-29,"Microbiology: The return of culture","nature methods",4,"J","ar",1,"Control"
"10.1101/055871","10.1093/infdis/jiw545",2016-12-09,"Kaposi's Sarcoma-Associated Herpesvirus Infection of Neurons in HIV-Positive Patients","journal of infectious diseases",10,"J","ar",8,"Control"
"10.1101/055921","10.1101/gad.283416.116",2016-08-12,"Autophagy provides metabolic substrates to maintain energy charge and nucleotide pools in Ras-driven lung cancer cells","genes and development",14,"J","ar",10,"Control"
"10.1101/055954","10.1016/j.cels.2016.12.002",2017-01-11,"Parallelization and High-Performance Computing Enables Automated Statistical Inference of Multi-scale Models","cell systems",205999999807,"J","ar",4,"Control"
"10.1101/055962","10.1038/ng.3835",2017-04-10,"Genome-to-genome analysis highlights the effect of the human innate and adaptive immune systems on the hepatitis C virus","nature genetics",8,"J","ar",48,"Control"
"10.1101/055970","10.1074/mcp.o115.055350",2016-06-06,"An inducible retroviral expression system for tandem affinity purification mass-spectrometry-based proteomics identifies mixed lineage kinase domain-like protein (MLKL) as an heat shock protein 90 (HSP90) client","molecular and cellular proteomics",12,"J","ar",11,"Control"
"10.1101/056002","10.1111/geb.12539",2016-11-23,"Integrating occurrence data and expert maps for improved species range predictions","global ecology and biogeography",16,"J","ar",3,"Control"
"10.1101/056010","10.1073/pnas.1621363114",2017-01-31,"cGAS is essential for the antitumor effect of immune checkpoint blockade","proceedings of the national academy of sciences of the united states of america",6,"J","ar",7,"Control"
"10.1101/056044","10.1186/s12918-016-0384-y",2017-01-19,"Synthetic circuits that process multiple light and chemical signal inputs","bmc systems biology",NA,"J","ar",3,"Control"
"10.1101/056069","10.1016/j.neuropsychologia.2016.07.023",2016-07-21,"Left neglect dyslexia: Perseveration and reading error types","neuropsychologia",12,"J","ar",6,"Control"
"10.1101/056085","10.1093/sysbio/syw096",2016-10-18,"Possibility and challenges of conversion of current virus species names to Linnaean binomials","systematic biology",11,"J","ar",72,"Control"
"10.1101/056119","10.1111/mec.13813",2016-08-20,"Hidden histories of gene flow in highland birds revealed with genomic markers","molecular ecology",14,"J","ar",6,"Control"
"10.1101/056143","10.1039/c6sm02282k",2016-12-01,"Connectivity, dynamics, and structure in a tetrahedral network liquid","soft matter",17,"J","ar",3,"Control"
"10.1101/056150","10.1002/env.2438",2017-03-10,"Nonparametric construction of probability maps under local stationarity","environmetrics",NA,"J","ar",2,"Control"
"10.1101/056168","10.1534/genetics.116.193243",2016-11-10,"Accuracy of genomic prediction in synthetic populations depending on the number of parents, relatedness, and ancestral linkage disequilibrium","genetics",14,"J","ar",4,"Control"
"10.1101/056200","10.1186/s12859-016-1328-7",2016-12-23,"Multi-CAR: A tool of contig scaffolding using multiple references","bmc bioinformatics",NA,"J","ar",6,"Control"
"10.1101/056283","10.1016/j.ajhg.2017.02.007",2017-03-16,"Mutations in TMEM260 Cause a Pediatric Neurodevelopmental, Cardiac, and Renal Syndrome","american journal of human genetics",10,"J","ar",13,"Control"
"10.1101/056291","10.1093/molbev/msw225",2016-10-11,"Fitness trade-offs lead to suppressor tolerance in yeast","molecular biology and evolution",9,"J","ar",2,"Control"
"10.1101/056317","10.1111/mec.14107",2017-03-19,"A single haplotype hyposensitive to light and requiring strong vernalization dominates Arabidopsis thaliana populations in Patagonia, Argentina","molecular ecology",16,"J","ar",6,"Control"
"10.1101/056325","10.1038/s41559-017-0337-x",2017-10-13,"Frequency-dependent selection in vaccine-associated pneumococcal population dynamics","nature ecology and evolution",11,"J","ar",8,"Control"
"10.1101/056366","10.1104/pp.16.00808",2016-09-10,"The proteasome acts as a hub for plant immunity and is targeted by pseudomonas type III effectors","plant physiology",18,"J","ar",6,"Control"
"10.1101/056457","10.1074/mcp.m115.056911",2016-06-15,"CONSTANd : A normalization method for isobaric labeled spectra by constrained optimization","molecular and cellular proteomics",12,"J","ar",6,"Control"
"10.1101/056465","10.1091/mbc.e16-05-0338",2016-09-01,"Spindle function in Xenopus oocytes involves possible nanodomain calcium signaling","molecular biology of the cell",11,"J","ar",4,"Control"
"10.1101/056473","10.1038/nbt.3805",2017-03-27,"Large-scale design of robust genetic circuits with multiple inputs and outputs for mammalian cells","nature biotechnology",10,"J","ar",7,"Control"
"10.1101/056556","10.1002/ece3.2524",2016-10-22,"Population genetic isolation and limited connectivity in the purple finch (Haemorhous purpureus)","ecology and evolution",14,"J","ar",4,"Control"
"10.1101/056572","10.1186/s12859-016-1280-6",2016-10-19,"RNAdualPF: Software to compute the dual partition function with sample applications in molecular evolution theory","bmc bioinformatics",NA,"J","ar",4,"Control"
"10.1101/056598","10.1093/bioinformatics/btw740",2016-11-23,"DeFCoM: Analysis and modeling of transcription factor binding sites using a motif-centric genomic footprinter","bioinformatics",8,"J","ar",2,"Control"
"10.1101/056614","10.1186/s40168-017-0246-x",2017-03-06,"Microbiome and metabolome modifying effects of several cardiovascular disease interventions in apo-E-/- mice","microbiome",NA,"J","ar",11,"Control"
"10.1101/056648","10.1186/s12879-017-2403-z",2017-04-24,"Viral aetiologies of acute encephalitis in a hospital-based South Asian population","bmc infectious diseases",NA,"J","ar",8,"Control"
"10.1101/056663","10.1111/evo.13147",2016-12-07,"Size matters for lice on birds: Coevolutionary allometry of host and parasite body size","evolution",11,"J","ar",6,"Control"
"10.1101/056671","10.1152/jn.01129.2015",2016-09-01,"Robust modulation of arousal regulation,performance,and frontostriatal activity through central thalamic deep brain stimulation in healthy nonhuman primates","journal of neurophysiology",22,"J","ar",6,"Control"
"10.1101/056762","10.1109/tbme.2016.2613960",2016-09-27,"A Deep Denoising Autoencoder Approach to Improving the Intelligibility of Vocoded Speech in Cochlear Implant Simulation","ieee transactions on biomedical engineering",11,"J","ar",6,"Control"
"10.1101/056770","10.1038/onc.2016.398",2016-11-07,"InFlo: A novel systems biology framework identifies cAMP-CREB1 axis as a key modulator of platinum resistance in ovarian cancer","oncogene",11,"J","ar",11,"Control"
"10.1101/056838","10.1007/s10021-017-0112-5",2017-02-02,"The Sensitivity of Evapotranspiration to Inter-Specific Plant Neighbor Interactions: Implications for Models","ecosystems",13,"J","ar",4,"Control"
"10.1101/056887","10.1038/nmeth.4040",2016-10-31,"Fast volumetric calcium imaging across multiple cortical layers using sculpted light","nature methods",8,"J","ar",11,"Control"
"10.1101/056937","10.1016/j.gdata.2016.05.002",2016-05-05,"De novo transcriptome assembly of Sorghum bicolor variety Taejin","genomics data",2,"J","ar",8,"Control"
"10.1101/056945","10.1073/pnas.1612920114",2017-01-18,"COX2/mPGES1/PGE2 pathway regulates PD-L1 expression in tumor-associated macrophages and myeloid-derived suppressor cells","proceedings of the national academy of sciences of the united states of america",6,"J","ar",5,"Control"
"10.1101/056986","10.1016/j.ecolind.2017.03.032",2017-03-28,"Panel estimation for the impacts of population-related factors on CO2 emissions: A regional analysis in China","ecological indicators",9,"J","ar",4,"Control"
"10.1101/057042","10.1128/mbio.01916-16",2016-11-23,"Beyond antimicrobial resistance: Evidence for a distinct role of the AcrD efflux pump in Salmonella biology","mbio",NA,"J","ar",7,"Control"
"10.1101/057083","10.1038/npp.2017.81",2017-04-20,"Single-dose memantine improves cortical oscillatory response dynamics in patients with schizophrenia","neuropsychopharmacology",7,"J","ar",6,"Control"
"10.1101/057091","10.1242/dev.120402",2017-11-14,"Developing a sense of touch","development (cambridge)",43,"J","ar",2,"Control"
"10.1101/057117","10.1186/s40168-017-0254-x",2017-04-05,"Exposure to household furry pets influences the gut microbiota of infants at 3-4 months following various birth scenarios","microbiome",NA,"J","ar",47,"Control"
"10.1101/057166","10.1016/j.devcel.2016.06.017",2016-07-21,"Torsins Are Essential Regulators of Cellular Lipid Metabolism","developmental cell",13,"J","ar",13,"Control"
"10.1101/057174","10.1073/pnas.1718063115",2017-12-18,"SIMS analyses of the oldest known assemblage of microfossils document their taxon-correlated carbon isotope compositions","proceedings of the national academy of sciences of the united states of america",6,"J","ar",5,"Control"
"10.1101/057182","10.1534/g3.116.035410",2016-10-07,"Improvement of predictive ability by uniform coverage of the target genetic space","g3: genes, genomes, genetics",15,"J","ar",5,"Control"
"10.1101/057224","10.1093/molbev/msw298",2016-12-22,"The origin of mitochondrial cristae from alphaproteobacteria","molecular biology and evolution",14,"J","ar",5,"Control"
"10.1101/057232","10.1016/j.visres.2017.01.005",2017-02-20,"Top-down preparation modulates visual categorization but not subjective awareness of objects presented in natural backgrounds","vision research",8,"J","ar",2,"Control"
"10.1101/057257","10.1016/j.bpj.2016.07.002",2016-08-09,"Effects of Temperature on Heteromeric Kv11.1a/1b and Kv11.3 Channels","biophysical journal",20,"J","ar",2,"Control"
"10.1101/057299","10.1128/jvi.01884-16",2017-01-12,"Phyloepidemiological analysis reveals that viral divergence led to the paucity of simian immunodeficiency virus SIVmus/gsn/ mon infections in wild populations","journal of virology",NA,"J","ar",15,"Control"
"10.1101/057315","10.1111/1365-2664.12876",2017-01-30,"Increasing biodiversity in urban green spaces through simple vegetation interventions","journal of applied ecology",10,"J","ar",7,"Control"
"10.1101/057331","10.1128/mbio.00868-16",2016-08-17,"The stringent response promotes antibiotic resistance dissemination by regulating integron integrase expression in biofilms","mbio",NA,"J","ar",4,"Control"
"10.1101/057364","10.1152/jn.01121.2015",2016-06-09,"Two classes of excitatory synaptic responses in rat thalamic reticular neurons","journal of neurophysiology",17,"J","ar",2,"Control"
"10.1101/057398","10.1371/journal.pcbi.1005327",2017-01-17,"A Two-Locus Model of the Evolution of Insecticide Resistance to Inform and Optimise Public Health Insecticide Deployment Strategies","plos computational biology",NA,"J","ar",3,"Control"
"10.1101/057414","10.1093/bioinformatics/btw605",2016-09-23,"PSSV: A novel pattern-based probabilistic approach for somatic structural variation identification","bioinformatics",7,"J","ar",6,"Control"
"10.1101/057463","10.1088/1478-3975/aa62b9",2017-02-24,"A tiger beetle's pursuit of prey depends on distance","physical biology",NA,"J","ar",2,"Control"
"10.1101/057489","10.1016/j.ympev.2016.11.018",2016-11-29,"Resolving interspecific relationships within evolutionarily young lineages using RNA-seq data: An example from Pedicularis section Cyathophora (Orobanchaceae)","molecular phylogenetics and evolution",11,"J","ar",5,"Control"
"10.1101/057620","10.1002/hbm.23527",2017-03-15,"Structural and functional brain network correlates of depressive symptoms in premanifest Huntington's disease","human brain mapping",11,"J","ar",12,"Control"
"10.1101/057687","10.1093/cercor/bhx002",2017-01-03,"Connectivity of the Cingulate Sulcus Visual Area (CSv) in the Human Cerebral Cortex","cerebral cortex",13,"J","ar",4,"Control"
"10.1101/057760","10.1099/mgen.0.000080",2016-07-19,"Metagenomic data-mining reveals contrasting microbial populations responsible for trimethylamine formation in human gut and marine ecosystems","microbial genomics",NA,"J","ar",6,"Control"
"10.1101/057794","10.15252/embj.201695383",2017-01-31,"Cell signaling as a cognitive process","embo journal",15,"J","re",2,"Control"
"10.1101/057802","10.1038/nbt.3609",2016-06-06,"Genome-wide analysis reveals specificities of Cpf1 endonucleases in human cells","nature biotechnology",6,"J","ar",6,"Control"
"10.1101/057851","10.1055/s-0037-1603985",2017-08-30,"Editorial Compilation IV","seminars in thrombosis and hemostasis",4,"J","re",2,"Control"
"10.1101/057885","10.1186/s12864-016-3273-2",2016-11-14,"Comparative genomic analysis of the flagellin glycosylation island of the Gram-positive thermophile Geobacillus","bmc genomics",NA,"J","ar",2,"Control"
"10.1101/057919","10.1091/mbc.e16-09-0660",2017-02-02,"C3G shows regulated nucleocytoplasmic exchange and represses histone modifcations associated with euchromatin","molecular biology of the cell",12,"J","ar",5,"Control"
"10.1101/057927","10.1016/j.jtbi.2017.06.027",2017-06-23,"Switch-like behavior enables Wnt11 concentration specific response during dorso-ventral axis formation in Xenopus laevis","journal of theoretical biology",13,"J","ar",4,"Control"
"10.1101/057935","10.1002/jor.23585",2017-04-27,"Center of pressure profiles in unilateral compared to bilateral end-stage ankle osteoarthritis patients","journal of orthopaedic research",6,"J","ar",4,"Control"
"10.1101/057968","10.1091/mbc.e16-05-0337",2016-07-07,"Detection of protein-protein interactions at the septin collar in Saccharomyces cerevisiae using a tripartite split-GFP system","molecular biology of the cell",18,"J","ar",5,"Control"
"10.1101/057976","10.1093/bioinformatics/btw389",2016-06-29,"Conpair: Concordance and contamination estimator for matched tumor-normal pairs","bioinformatics",3,"J","ar",5,"Control"
"10.1101/057984","10.1534/genetics.116.191379",2016-09-29,"Reconstructing demography and social behavior during the neolithic expansion from genomic diversity across island southeast asia","genetics",12,"J","ar",3,"Control"
"10.1101/057992","10.1038/nbt.3719",2016-11-08,"Myriad's impact on gene patents","nature biotechnology",5,"J","ar",4,"Control"
"10.1101/058008","10.1534/genetics.116.191379",2016-09-29,"Reconstructing demography and social behavior during the neolithic expansion from genomic diversity across island southeast asia","genetics",12,"J","ar",3,"Control"
"10.1101/058081","10.1242/jcs.181891",2016-08-27,"Prolyl endopeptidase is involved in the degradation of neural cell adhesion molecules in vitro","journal of cell science",11,"J","ar",13,"Control"
"10.1101/058099","10.1016/j.epidem.2017.01.005",2017-03-07,"Forecasting the new case detection rate of leprosy in four states of Brazil: A comparison of modelling approaches","epidemics",9,"J","ar",9,"Control"
"10.1101/058149","10.1093/sysbio/syx045",2017-04-14,"Likelihood of Tree Topologies with Fossils and Diversification Rate Estimation","systematic biology",24,"J","ar",3,"Control"
"10.1101/058164","10.1038/nmeth.4340",2017-06-19,"RosettaES: A sampling strategy enabling automated interpretation of difficult cryo-EMmaps","nature methods",4,"J","ar",5,"Control"
"10.1101/058214","10.1002/gepi.22047",2017-05-02,"Inferring gene regulatory relationships with a high-dimensional robust approach","genetic epidemiology",18,"J","ar",6,"Control"
"10.1101/058230","10.1534/genetics.116.194035",2016-10-22,"Replication errors made during oogenesis lead to detectable De novo mtDNA mutations in zebrafish oocytes with a low mtDNA copy number","genetics",9,"J","ar",12,"Control"
"10.1101/058255","10.1038/ng.3771",2017-01-23,"A somatic-mutational process recurrently duplicates germline susceptibility loci and tissue-specific super-enhancers in breast cancers","nature genetics",8,"J","ar",30,"Control"
"10.1101/058263","10.1016/j.jtbi.2017.02.009",2017-02-09,"Kinetic order-disorder transitions in a pause-and-go swarming model with memory","journal of theoretical biology",10,"J","ar",2,"Control"
"10.1101/058289","10.1038/ismej.2017.79",2017-05-23,"Light enhances the growth rates of natural populations of aerobic anoxygenic phototrophic bacteria","isme journal",3,"J","ar",5,"Control"
"10.1101/058305","10.1098/rsob.160303",2017-01-11,"Muscle developmental defects in heterogeneous nuclear Ribonucleoprotein A1 knockout mice","open biology",NA,"J","ar",8,"Control"
"10.1101/058347","10.1038/ng.3777",2017-01-31,"Finding host targets for HIV therapy","nature genetics",2,"J","re",3,"Control"
"10.1101/058370","10.1016/j.forsciint.2017.02.002",2017-03-20,"Species identification of white false hellebore (Veratrum album subsp. oxysepalum) using real-time PCR","forensic science international",7,"J","ar",6,"Control"
"10.1101/058388","10.1016/j.ajhg.2016.09.011",2016-10-16,"Robust Inference of Identity by Descent from Exome-Sequencing Data","american journal of human genetics",11,"J","ar",4,"Control"
"10.1101/058412","10.1111/evo.13241",2017-03-28,"The evolution of postpairing male mate choice","evolution",13,"J","ar",4,"Control"
"10.1101/058420","10.1093/biolinnean/blw004",2017-02-04,"Population genetics of three sympatric springtail species (Hexapoda: Collembola) from the South Shetland Islands: Evidence for a common biogeographic pattern","biological journal of the linnean society",16,"J","ar",5,"Control"
"10.1101/058438","10.1534/genetics.116.190264",2016-12-03,"Meiotic centromere coupling and pairing function by two separate mechanisms in Saccharomyces cerevisiae","genetics",15,"J","ar",4,"Control"
"10.1101/058446","10.1093/molbev/msw128",2016-07-12,"Genome-Wide Identification of Regulatory Sequences Undergoing Accelerated Evolution in the Human Genome","molecular biology and evolution",11,"J","ar",4,"Control"
"10.1101/058453","10.1534/genetics.116.194464",2016-11-01,"Conserved ankyrin repeat proteins and their NIMA kinase partners regulate extracellular matrix remodeling and intracellular trafficking in Caenorhabditis elegans","genetics",21,"J","ar",2,"Control"
"10.1101/058545","10.3389/fncom.2016.00101",2016-09-22,"Stress assessment by prefrontal relative gamma","frontiers in computational neuroscience",NA,"J","ar",3,"Control"
"10.1101/058578","10.1186/s12881-016-0353-8",2016-12-05,"microRNA-27a rs895819 is associated with obesity in HIV infected preeclamptic Black South African women on HAART","bmc medical genetics",NA,"J","ar",4,"Control"
"10.1101/058628","10.1111/1758-2229.12538",2017-04-17,"The life sulfuric: microbial ecology of sulfur cycling in marine sediments","environmental microbiology reports",22,"J","re",3,"Control"
"10.1101/058693","10.1152/jn.00089.2017",2017-06-29,"Impaired visuomotor generalization by inconsistent attentional contexts","journal of neurophysiology",11,"J","ar",2,"Control"
"10.1101/058743","10.1186/s12918-017-0435-z",2017-06-05,"Single-cell study links metabolism with nutrient signaling and reveals sources of variability","bmc systems biology",NA,"J","ar",8,"Control"
"10.1101/058768","10.1371/journal.pcbi.1005551",2017-06-22,"Olfactory learning without the mushroom bodies: Spiking neural network models of the honeybee lateral antennal lobe tract reveal its capacities in odour memory tasks of varied complexities","plos computational biology",NA,"J","ar",4,"Control"
"10.1101/058776","10.1152/jn.00638.2016",2016-12-15,"Coupling multielectrode array recordings with silver labeling of recording sites to study cervical spinal network connectivity","journal of neurophysiology",16,"J","ar",8,"Control"
"10.1101/058784","10.1128/msystems.00036-16",2016-08-03,"RNA sequencing-based genome reannotation of the dermatophyte Arthroderma benhamiae and characterization of its secretome and whole gene expression profile during infection","msystems",NA,"J","ar",11,"Control"
"10.1101/058826","10.1002/humu.23141",2016-11-02,"Comparison of Bioinformatics Prediction, Molecular Modeling, and Functional Analyses of FOXC1 Mutations in Patients with Axenfeld-Rieger Syndrome","human mutation",11,"J","ar",4,"Control"
"10.1101/058859","10.1186/s12936-016-1519-8",2016-09-15,"Characterizing microscopic and submicroscopic malaria parasitaemia at three sites with varied transmission intensity in Uganda","malaria journal",NA,"J","ar",17,"Control"
"10.1101/058867","10.1016/j.funbio.2017.05.009",2017-06-08,"Growth of Amanita caesarea in the presence of Pseudomonas fluorescens and Bacillus cereus","fungal biology",9,"J","ar",3,"Control"
"10.1101/058966","10.1016/j.gde.2016.05.029",2016-08-04,"Myocardial plasticity: cardiac development, regeneration and disease","current opinion in genetics and development",11,"J","re",3,"Control"
"10.1101/059006","10.1093/molbev/msw199",2016-09-23,"Selective sweeps across twenty millions years of primate evolution","molecular biology and evolution",10,"J","ar",4,"Control"
"10.1101/059014","10.1016/j.bbadis.2016.12.007",2016-12-13,"Allopregnanolone and its analog BR 297 rescue neuronal cells from oxidative stress-induced death through bioenergetic improvement","biochimica et biophysica acta - molecular basis of disease",12,"J","ar",6,"Control"
"10.1101/059022","10.1101/gr.212316.116",2016-12-14,"Large-scale mapping of gene regulatory logic reveals context-dependent repression by transcriptional activators","genome research",8,"J","ar",6,"Control"
"10.1101/059055","10.1186/s12864-016-3239-4",2016-11-15,"MicroRNAs regulate gene plasticity during cold shock in zebrafish larvae","bmc genomics",NA,"J","ar",5,"Control"
"10.1101/059089","10.1093/molbev/msw249",2016-11-29,"Genome-wide analysis in brazilians reveals highly differentiated native American genome regions","molecular biology and evolution",16,"J","ar",8,"Control"
"10.1101/059105","10.1534/genetics.116.189621",2016-12-23,"Correlated mutations and homologous recombination within bacterial populations","genetics",27,"J","ar",2,"Control"
"10.1101/059147","10.1371/journal.pcbi.1005135",2016-10-07,"Large-Scale Off-Target Identification Using Fast and Accurate Dual Regularized One-Class Collaborative Filtering and Its Application to Drug Repurposing","plos computational biology",NA,"J","ar",8,"Control"
"10.1101/059188","10.1038/nrn.2016.165",2017-01-05,"Ventral tegmental area: Cellular heterogeneity, connectivity and behaviour","nature reviews neuroscience",13,"J","re",2,"Control"
"10.1101/059204","10.1534/genetics.112.145243",2016-08-11,"The nuts and bolts of transcriptionally silent chromatin in Saccharomyces cerevisiae","genetics",37,"J","ar",2,"Control"
"10.1101/059238","10.1039/c6lc00843g",2016-08-17,"Continuous plasma extraction under viscoelastic fluid in a straight channel with asymmetrical expansion-contraction cavity arrays","lab on a chip",10,"J","ar",7,"Control"
"10.1101/059261","10.1111/tpj.13396",2016-10-15,"The RNA recognition motif protein CP33A is a global ligand of chloroplast mRNAs and is essential for plastid biogenesis and plant development","plant journal",14,"J","ar",5,"Control"
"10.1101/059279","10.1111/eva.12478",2017-03-17,"Genetic diversity and structure of Lolium perenne ssp. multiflorum in California vineyards and orchards indicate potential for spread of herbicide resistance via gene flow","evolutionary applications",14,"J","ar",2,"Control"
"10.1101/059287","10.15252/msb.20167381",2016-12-17,"Diverse mechanisms of metaeffector activity in an intracellular bacterial pathogen, Legionella pneumophila","molecular systems biology",NA,"J","ar",16,"Control"
"10.1101/059329","10.1093/nar/gkw650",2016-07-19,"Elimination of unaltered DNA in mixed clinical samples via nuclease-assisted minor-allele enrichment","nucleic acids research",NA,"J","ar",7,"Control"
"10.1101/059451","10.1242/jcs.188516",2016-09-13,"The centrosomal deubiquitylase USP21 regulates Gli1 transcriptional activity and stability","journal of cell science",13,"J","ar",7,"Control"
"10.1101/059485","10.1038/ng.3808",2017-03-13,"Disruption of the ATXN1-CIC complex causes a spectrum of neurobehavioral phenotypes in mice and humans","nature genetics",10,"J","ar",37,"Control"
"10.1101/059519","10.1002/acn3.374",2016-11-17,"Degenerative Ataxias: challenges in clinical research","annals of clinical and translational neurology",8,"J","re",1,"Control"
"10.1101/059527","10.1093/molbev/msw249",2016-11-29,"Genome-wide analysis in brazilians reveals highly differentiated native American genome regions","molecular biology and evolution",16,"J","ar",8,"Control"
"10.1101/059550","10.1186/s12859-016-1244-x",2016-09-23,"rapidGSEA: Speeding up gene set enrichment analysis on multi-core CPUs and CUDA-enabled GPUs","bmc bioinformatics",NA,"J","ar",3,"Control"
"10.1101/059584","10.1093/bioinformatics/btx368",2017-06-19,"PulseR: Versatile computational analysis of RNA turnover from metabolic labeling experiments","bioinformatics",3,"J","ar",2,"Control"
"10.1101/059592","10.1371/journal.pntd.0005198",2016-12-07,"Evaluation of Lymphatic Filariasis and Onchocerciasis in Three Senegalese Districts Treated for Onchocerciasis with Ivermectin","plos neglected tropical diseases",NA,"J","ar",15,"Control"
"10.1101/059618","10.1371/journal.pcbi.1005715",2017-10-05,"Designing a course model for distance-based online bioinformatics training in Africa: The H3ABioNet experience","plos computational biology",NA,"J","ar",17,"Control"
"10.1101/059642","10.1093/molbev/msx054",2017-01-30,"Identification of highly divergent diatom-derived chloroplasts in dinoflagellates, including a description of Durinskia kwazulunatalensis sp. nov. (Peridiniales, Dinophyceae)","molecular biology and evolution",17,"J","ar",3,"Control"
