"PREPRINT_DOI","ARTICLE_DOI","GENDER"
"10.1101/044859","10.1016/j.earscirev.2016.06.005","male"
"10.1101/044909","10.1186/s12864-016-2778-z","female"
"10.1101/044925","10.1093/bioinformatics/btw314","unknown"
"10.1101/044941","10.1093/molbev/msx073","male"
"10.1101/044958","10.1534/g3.116.027615","male"
"10.1101/044982","10.1093/nar/gkw444","male"
"10.1101/045005","10.1016/j.ajhg.2016.12.003","unknown"
"10.1101/045047","10.1002/yea.3213","female"
"10.1101/045146","10.1016/j.bpj.2016.06.026","male"
"10.1101/045153","10.1186/s12864-016-3050-2","female"
"10.1101/045187","10.1186/s12861-016-0121-1","male"
"10.1101/045195","10.1128/mbio.00345-16","male"
"10.1101/045237","10.1093/molbev/msw214","male"
"10.1101/045252","10.1093/cercor/bhx124","unknown"
"10.1101/045278","10.1101/gr.218669.116","male"
"10.1101/045294","10.1016/j.bbrep.2016.04.007","male"
"10.1101/045310","10.1016/j.talanta.2016.04.026","male"
"10.1101/045328","10.3390/app6050135","male"
"10.1101/045351","10.1534/genetics.116.196550","male"
"10.1101/045369","10.1111/jeb.12939","unknown"
"10.1101/045427","10.1534/g3.116.036699","female"
"10.1101/045443","10.1371/journal.pntd.0004753","male"
"10.1101/045559","10.3389/fnbot.2017.00022","male"
"10.1101/045567","10.1016/j.freeradbiomed.2016.08.012","male"
"10.1101/045591","10.1016/j.biochi.2016.05.017","male"
"10.1101/045625","10.1007/s11032-017-0622-z","male"
"10.1101/045674","10.1111/mec.14089","male"
"10.1101/045690","10.1186/s12859-016-1281-5","male"
"10.1101/045716","10.1111/1365-2656.12619","male"
"10.1101/045740","10.1186/s12862-016-0832-8","male"
"10.1101/045765","10.1091/mbc.e16-01-0007","male"
"10.1101/045773","10.1186/s13742-016-0148-z","male"
"10.1101/045799","10.1091/mbc.e16-01-0042","male"
"10.1101/045831","10.1038/ng.3781","male"
"10.1101/045856","10.1073/pnas.1601053113","male"
"10.1101/045880","10.1186/s13059-016-1062-5","male"
"10.1101/045914","10.1534/g3.116.030627","male"
"10.1101/045922","10.1101/gr.209940.116","male"
"10.1101/045948","10.1007/s00216-017-0367-x","female"
"10.1101/046003","10.1371/journal.pgen.1006072","male"
"10.1101/046086","10.1093/bioinformatics/btw603","male"
"10.1101/046136","10.1002/gepi.22046","male"
"10.1101/046151","10.1371/journal.pcbi.1005813","female"
"10.1101/046177","10.1186/s12711-017-0355-9","male"
"10.1101/046185","10.1016/j.jep.2016.09.031","male"
"10.1101/046201","10.1186/s12859-016-1211-6","male"
"10.1101/046219","10.1158/0008-5472.can-16-2832","male"
"10.1101/046243","10.1186/s12859-016-1222-3","unknown"
"10.1101/046276","10.3758/s13415-016-0461-0","male"
"10.1101/046359","10.1016/j.neuroimage.2017.02.037","male"
"10.1101/046375","10.1083/jcb.201609086","male"
"10.1101/046383","10.1016/j.ajhg.2017.03.005","male"
"10.1101/046391","10.1534/g3.116.038125","male"
"10.1101/046409","10.1086/691779","male"
"10.1101/046417","10.1038/nmeth.4004","male"
"10.1101/046441","10.1016/j.neuroimage.2017.08.040","female"
"10.1101/046490","10.1534/genetics.116.188391","female"
"10.1101/046516","10.1186/s12915-017-0351-0","male"
"10.1101/046565","10.1002/aur.1687","male"
"10.1101/046573","10.1038/sdata.2016.90","male"
"10.1101/046581","10.1038/sdata.2016.89","female"
"10.1101/046649","10.1016/j.mrfmmm.2016.10.001","female"
"10.1101/046714","10.1086/688653","male"
"10.1101/046730","10.1098/rsob.160082","unknown"
"10.1101/046748","10.1534/genetics.116.195255","male"
"10.1101/046797","10.1016/j.tim.2016.03.009","female"
"10.1101/046805","10.1371/journal.pgen.1006854","male"
"10.1101/046839","10.1007/s11240-016-1054-x","male"
"10.1101/046912","10.1534/genetics.116.191205","female"
"10.1101/046961","10.1371/journal.pgen.1006343","male"
"10.1101/046979","10.3389/fmicb.2016.00652","female"
"10.1101/046987","10.1186/s13071-016-1840-7","male"
"10.1101/046995","10.1016/j.ajhg.2016.09.020","male"
"10.1101/047019","10.1534/genetics.116.192286","male"
"10.1101/047035","10.1038/ng.3924","male"
"10.1101/047118","10.3389/fninf.2016.00025","male"
"10.1101/047134","10.1038/nmeth.4178","male"
"10.1101/047142","10.1038/nmeth.4179","male"
"10.1101/047175","10.1371/journal.pntd.0005178","male"
"10.1101/047209","10.1016/j.jhevol.2016.11.004","male"
"10.1101/047233","10.3389/fmicb.2016.00886","female"
"10.1101/047274","10.1093/gbe/evx105","unknown"
"10.1101/047282","10.1111/1755-0998.12565","unknown"
"10.1101/047290","10.1038/mp.2017.1","unknown"
"10.1101/047308","10.1111/tpj.13432","female"
"10.1101/047332","10.1103/physreve.93.062304","unknown"
"10.1101/047365","10.1371/journal.pcbi.1005214","male"
"10.1101/047431","10.2116/analsci.32.1231","male"
"10.1101/047456","10.1186/s12862-016-0812-z","female"
"10.1101/047464","10.1093/bioinformatics/btx181","male"
"10.1101/047480","10.1002/ecy.1782","male"
"10.1101/047514","10.4137/cin.s39364","female"
"10.1101/047530","10.3389/fmicb.2016.00887","female"
"10.1101/047555","10.1074/jbc.m116.739128","female"
"10.1101/047571","10.3390/v8060166","male"
"10.1101/047589","10.1038/nmicrobiol.2017.112","male"
"10.1101/047605","10.1083/jcb.201607118","female"
"10.1101/047613","10.1002/cyto.a.23033","male"
"10.1101/047621","10.1152/jn.00036.2016","female"
"10.1101/047647","10.1093/nar/gkw538","male"
"10.1101/047670","10.1371/journal.ppat.1005861","female"
"10.1101/047696","10.1111/ecog.02893","male"
"10.1101/047704","10.14814/phy2.13172","female"
"10.1101/047712","10.1093/bioinformatics/btx046","male"
"10.1101/047720","10.1371/journal.ppat.1005640","male"
"10.1101/047746","10.1016/j.devcel.2016.07.016","female"
"10.1101/047761","10.1186/s12861-016-0120-2","male"
"10.1101/047795","10.1186/s13059-016-0969-1","male"
"10.1101/047811","10.1111/evo.13021","female"
"10.1101/047829","10.1093/bioinformatics/btw590","female"
"10.1101/047845","10.1186/s13059-016-0966-4","male"
"10.1101/047860","10.1101/gr.210930.116","female"
"10.1101/047894","10.1534/genetics.116.193169","female"
"10.1101/047902","10.1016/j.dsr.2016.04.005","male"
"10.1101/047936","10.1186/s12915-017-0451-x","male"
"10.1101/047969","10.1007/s10764-017-0003-9","male"
"10.1101/047985","10.1002/ece3.2606","male"
"10.1101/048033","10.1111/evo.13009","male"
"10.1101/048058","10.1073/pnas.1608304113","male"
"10.1101/048082","10.1016/j.meegid.2016.11.029","male"
"10.1101/048108","10.1016/j.cognition.2017.06.009","male"
"10.1101/048132","10.1186/s13007-017-0162-x","female"
"10.1101/048165","10.1093/gbe/evx143","male"
"10.1101/048173","10.1534/g3.116.035485","male"
"10.1101/048199","10.1016/j.jtbi.2016.08.028","female"
"10.1101/048207","10.1016/j.cels.2015.07.012","male"
"10.1101/048215","10.1186/s13073-016-0320-1","male"
"10.1101/048272","10.3758/s13414-016-1258-5","male"
"10.1101/048322","10.1371/journal.pgen.1006568","male"
"10.1101/048330","10.1073/pnas.1608069113","female"
"10.1101/048355","10.1093/molbev/msw174","male"
"10.1101/048389","10.1186/s40168-016-0203-0","female"
"10.1101/048397","10.1177/194008291300600601","male"
"10.1101/048413","10.1073/pnas.1612719113","female"
"10.1101/048421","10.1371/journal.pgen.1006503","female"
"10.1101/048454","10.1371/journal.pntd.0004933","male"
"10.1101/048462","10.1534/g3.116.035881","male"
"10.1101/048496","10.1016/j.jtbi.2016.07.030","female"
"10.1101/048553","10.1371/journal.pgen.1006363","male"
"10.1101/048579","10.1016/j.bpj.2014.10.053","male"
"10.1101/048595","10.1534/g3.116.029231","male"
"10.1101/048629","10.1186/s13059-017-1373-1","male"
"10.1101/048652","10.1093/dnares/dsx035","male"
"10.1101/048660","10.1093/bioinformatics/btw477","unknown"
"10.1101/048686","10.1016/j.bpj.2016.04.035","female"
"10.1101/048728","10.1002/jobm.201600232","male"
"10.1101/048769","10.1073/pnas.1612668113","male"
"10.1101/048801","10.1016/j.jmb.2016.05.026","male"
"10.1101/048819","10.1371/journal.pgen.1006552","male"
"10.1101/048876","10.1088/1478-3975/aa5945","male"
"10.1101/048884","10.1534/g3.116.030130","male"
"10.1101/048892","10.1534/genetics.116.189258","female"
"10.1101/048918","10.1177/2041669516689572","male"
"10.1101/048934","10.1111/evo.13038","male"
"10.1101/048942","10.1093/bioinformatics/btw415","male"
"10.1101/048959","10.1186/s13059-016-1069-y","male"
"10.1101/048975","10.1038/hdy.2016.79","unknown"
"10.1101/049130","10.1126/science.aaf6919","male"
"10.1101/049163","10.1038/s41562-017-0218-y","female"
"10.1101/049171","10.1093/gbe/evw189","male"
"10.1101/049197","10.1111/mec.14172","female"
"10.1101/049213","10.1099/mgen.0.000082","male"
"10.1101/049254","10.1093/bioinformatics/btw490","female"
"10.1101/049312","10.1073/pnas.1609844114","male"
"10.1101/049379","10.1091/mbc.e16-09-0675","female"
"10.1101/049411","10.1534/genetics.117.200238","male"
"10.1101/049452","10.1128/mbio.00697-16","female"
"10.1101/049478","10.1038/ng.3625","male"
"10.1101/049502","10.1021/acs.jpcb.6b01579","male"
"10.1101/049551","10.1098/rsif.2016.0745","female"
"10.1101/049585","10.1111/cgf.12944","unknown"
"10.1101/049593","10.1086/693387","female"
"10.1101/049627","10.1534/g3.116.037739","female"
"10.1101/049635","10.1093/ije/dyw283","male"
"10.1101/049643","10.1098/rsbl.2016.0407","female"
"10.1101/049726","10.1534/g3.116.036129","male"
"10.1101/049759","10.1074/jbc.m116.762658","male"
"10.1101/049767","10.1371/journal.pcbi.1005249","male"
"10.1101/049775","10.1371/journal.pcbi.1004914","female"
"10.1101/049783","10.1128/mbio.00619-17","male"
"10.1101/049809","10.1093/nar/gkx1203","male"
"10.1101/049825","10.1073/pnas.1522168113","male"
"10.1101/049833","10.1093/gbe/evw184","female"
"10.1101/049841","10.1186/s13062-016-0156-z","male"
"10.1101/049932","10.1007/s12561-016-9163-y","female"
"10.1101/049957","10.2807/1560-7917.es.2016.21.29.30296","unknown"
"10.1101/049999","10.1186/s12868-016-0294-3","female"
"10.1101/050013","10.1074/jbc.m116.721472","male"
"10.1101/050054","10.1534/genetics.116.188250","male"
"10.1101/050096","10.1371/journal.pgen.1006686","male"
"10.1101/050252","10.1111/evo.13029","male"
"10.1101/050278","10.1016/j.meegid.2017.03.006","male"
"10.1101/050302","10.1091/mbc.e16-07-0505","female"
"10.1101/050328","10.1128/jb.00451-16","male"
"10.1101/050369","10.12705/661.12","female"
"10.1101/050385","10.1016/j.cognition.2017.08.013","female"
"10.1101/050443","10.1016/j.humimm.2016.05.016","unknown"
"10.1101/050450","10.1016/j.neuroimage.2016.09.004","male"
"10.1101/050484","10.1073/pnas.1620312114","male"
"10.1101/050534","10.1371/journal.pcbi.1005446","female"
"10.1101/050575","10.1146/annurev-statistics-060116-053754","male"
"10.1101/050583","10.1098/rsbl.2016.0020","male"
"10.1101/050617","10.1091/mbc.e16-05-0273","male"
"10.1101/050633","10.1016/j.biomaterials.2016.09.029","male"
"10.1101/050674","10.1371/journal.pntd.0004960","female"
"10.1101/050708","10.1007/s00429-016-1252-7","male"
"10.1101/050724","10.1101/gr.212522.116","male"
"10.1101/050757","10.1534/g3.117.040170","male"
"10.1101/050773","10.1098/rspb.2016.1587","male"
"10.1101/050807","10.1101/gr.202465.115","male"
"10.1101/050815","10.1093/nar/gkw498","female"
"10.1101/050831","10.1098/rstb.2016.0189","male"
"10.1101/050849","10.1242/dev.134387","male"
"10.1101/050906","10.1109/tnb.2017.2676725","male"
"10.1101/050914","10.1534/genetics.115.180943","male"
"10.1101/050930","10.1016/j.cmet.2016.06.021","male"
"10.1101/051029","10.1007/s10827-016-0622-8","male"
"10.1101/051037","10.1038/nmicrobiol.2016.238","male"
"10.1101/051045","10.1002/oby.21654","female"
"10.1101/051094","10.1093/bioinformatics/btw614","male"
"10.1101/051110","10.1111/1755-0998.12722","male"
"10.1101/051136","10.1016/j.mbs.2016.09.008","male"
"10.1101/051151","10.3767/003158516x692040","unknown"
"10.1101/051177","10.1111/bjh.14376","male"
"10.1101/051185","10.1186/s12864-017-3668-8","unknown"
"10.1101/051227","10.3389/fncom.2016.00133","male"
"10.1101/051268","10.3390/v8110309","male"
"10.1101/051276","10.1534/genetics.115.185967","male"
"10.1101/051300","10.1088/1478-3975/aa5ee7","male"
"10.1101/051409","10.1186/s13015-017-0110-3","male"
"10.1101/051417","10.1126/science.aaf8156","unknown"
"10.1101/051466","10.1186/s13059-016-1106-x","male"
"10.1101/051482","10.1139/cjfas-2016-0189","male"
"10.1101/051508","10.1021/acs.jproteome.6b00875","male"
"10.1101/051524","10.1093/hmg/ddw167","male"
"10.1101/051532","10.1098/rsif.2016.0917","female"
"10.1101/051557","10.1093/molbev/msw192","female"
"10.1101/051599","10.1074/jbc.m116.735449","male"
"10.1101/051631","10.1371/journal.pgen.1006645","male"
"10.1101/051672","10.1083/jcb.201605065","female"
"10.1101/051714","10.1167/16.11.13","female"
"10.1101/051755","10.1101/gr.212803.116","male"
"10.1101/051789","10.1016/j.biopsych.2016.07.012","male"
"10.1101/051821","10.1083/jcb.201702058","male"
"10.1101/051847","10.1159/000448733","male"
"10.1101/051854","10.1534/genetics.116.191213","female"
"10.1101/051870","10.1098/rstb.2016.0059","male"
"10.1101/051904","10.1016/j.meegid.2017.04.008","male"
"10.1101/051938","10.1093/nar/gkx340","male"
"10.1101/051946","10.1016/j.bpj.2016.05.033","male"
"10.1101/051953","10.1093/molbev/msw225","male"
"10.1101/052001","10.1093/nar/gkx410","male"
"10.1101/052019","10.1073/pnas.1522577113","male"
"10.1101/052027","10.1093/nar/gkw968","female"
"10.1101/052050","10.1111/mec.13715","male"
"10.1101/052068","10.1093/bioinformatics/btw552","male"
"10.1101/052076","10.1016/j.ccell.2017.06.002","male"
"10.1101/052084","10.1126/science.aaf2156","male"
"10.1101/052142","10.1101/gr.211201.116","male"
"10.1101/052191","10.1098/rstb.2016.0048","male"
"10.1101/052225","10.1038/nmeth.4221","male"
"10.1101/052308","10.1038/ng.3695","male"
"10.1101/052381","10.3389/fgene.2016.00221","unknown"
"10.1101/052399","10.1073/pnas.1604180113","male"
"10.1101/052472","10.1002/ece3.2512","male"
"10.1101/052555","10.1091/mbc.e16-07-0541","female"
"10.1101/052571","10.1186/s13072-016-0082-4","male"
"10.1101/052597","10.1038/ismej.2016.87","male"
"10.1101/052621","10.1073/pnas.1604029113","female"
"10.1101/052688","10.1099/mgen.0.000084","male"
"10.1101/052704","10.1083/jcb.201606126","female"
"10.1101/052712","10.1126/science.aad8563","male"
"10.1101/052738","10.1080/01480545.2016.1223093","male"
"10.1101/052746","10.1242/dev.134023","female"
"10.1101/052795","10.1371/journal.pcbi.1005397","male"
"10.1101/052803","10.1186/s13059-016-1124-8","male"
"10.1101/052845","10.1534/g3.116.032763","male"
"10.1101/052886","10.1038/ng.3793","male"
"10.1101/052894","10.1534/genetics.116.199331","male"
"10.1101/052902","10.1093/gbe/evw254","male"
"10.1101/052928","10.1073/pnas.1606347113","male"
"10.1101/052969","10.1088/1478-3975/13/5/053001","male"
"10.1101/052977","10.1534/genetics.116.194910","female"
"10.1101/052993","10.1534/genetics.116.198903","male"
"10.1101/053025","10.1038/ismej.2016.86","male"
"10.1101/053033","10.1093/gigascience/gix073","male"
"10.1101/053058","10.1126/science.aad2993","male"
"10.1101/053082","10.1016/j.ijpara.2016.07.004","male"
"10.1101/053124","10.1242/dev.153569","female"
"10.1101/053132","10.1016/j.ymeth.2016.10.009","unknown"
"10.1101/053140","10.1111/evo.13073","male"
"10.1101/053165","10.1038/ng.3793","male"
"10.1101/053181","10.1038/nmicrobiol.2016.143","male"
"10.1101/053199","10.1042/bcj20160537","male"
"10.1101/053223","10.1038/sdata.2016.73","unknown"
"10.1101/053231","10.1016/j.cels.2016.10.014","male"
"10.1101/053256","10.1101/gr.200501.115","male"
"10.1101/053264","10.1002/gepi.22010","male"
"10.1101/053280","10.3389/fonc.2016.00183","female"
"10.1101/053298","10.3389/fphys.2016.00396","male"
"10.1101/053397","10.1038/ismej.2016.131","female"
"10.1101/053520","10.1016/j.biosystems.2016.05.010","male"
"10.1101/053538","10.1098/rsif.2016.0606","male"
"10.1101/053611","10.1016/j.ympev.2016.12.041","female"
"10.1101/053637","10.1371/journal.pcbi.1005236","male"
"10.1101/053652","10.1142/s021972001740011x","male"
"10.1101/053744","10.1091/mbc.e16-06-0453","male"
"10.1101/053777","10.1186/s12859-016-1458-y","female"
"10.1101/053793","10.1093/molbev/msw142","male"
"10.1101/053843","10.1534/genetics.116.190678","female"
"10.1101/053868","10.1093/bioinformatics/btw763","male"
"10.1101/053918","10.1098/rspb.2017.0222","female"
"10.1101/053942","10.1038/nmicrobiol.2016.194","male"
"10.1101/053975","10.1186/s12864-016-2917-6","male"
"10.1101/054015","10.1534/g3.116.035220","male"
"10.1101/054023","10.1186/s13073-016-0393-x","male"
"10.1101/054031","10.1101/gr.213256.116","female"
"10.1101/054049","10.1016/j.bpj.2016.12.006","male"
"10.1101/054056","10.1371/journal.pcbi.1004985","male"
"10.1101/054106","10.1016/j.plantsci.2016.07.015","male"
"10.1101/054148","10.1186/s13073-016-0336-6","female"
"10.1101/054155","10.1101/gr.211615.116","female"
"10.1101/054197","10.1101/gr.209361.116","male"
"10.1101/054239","10.1504/ijcbdd.2017.085404","female"
"10.1101/054338","10.1534/genetics.115.186452","male"
"10.1101/054361","10.1016/j.ajhg.2017.06.011","female"
"10.1101/054379","10.3389/fnbeh.2016.00156","male"
"10.1101/054387","10.1186/s13072-016-0103-3","male"
"10.1101/054403","10.1016/j.epidem.2017.02.009","male"
"10.1101/054437","10.1038/mp.2016.167","unknown"
"10.1101/054452","10.1016/j.jsb.2016.06.012","male"
"10.1101/054502","10.1016/j.clim.2016.05.009","male"
"10.1101/054528","10.1098/rsbl.2016.0316","male"
"10.1101/054536","10.1186/s12864-016-3428-1","unknown"
"10.1101/054544","10.1093/sysbio/syx045","male"
"10.1101/054577","10.1016/j.bpj.2016.08.038","male"
"10.1101/054585","10.1111/mec.13803","male"
"10.1101/054684","10.1093/bioinformatics/btw605","male"
"10.1101/054700","10.1371/journal.pgen.1006487","male"
"10.1101/054734","10.1016/j.pbiomolbio.2016.07.006","male"
"10.1101/054742","10.1126/science.aag0827","unknown"
"10.1101/054825","10.1093/molbev/msw299","unknown"
"10.1101/054858","10.1074/jbc.m116.760322","female"
"10.1101/054866","10.1002/ece3.2467","male"
"10.1101/054924","10.1186/s13059-017-1196-0","female"
"10.1101/054932","10.1099/mgen.0.000087","male"
"10.1101/054957","10.1016/j.tpb.2017.01.002","male"
"10.1101/054965","10.1101/gr.211284.116","male"
"10.1101/054973","10.1038/tp.2016.130","unknown"
"10.1101/055004","10.1016/j.neuropsychologia.2016.11.013","female"
"10.1101/055012","10.1038/ismej.2016.95","male"
"10.1101/055038","10.1534/g3.116.033829","male"
"10.1101/055061","10.1534/g3.116.035204","female"
"10.1101/055145","10.1016/j.gde.2016.06.018","female"
"10.1101/055178","10.1093/nar/gkx124","male"
"10.1101/055186","10.1101/gr.211201.116","male"
"10.1101/055202","10.1098/rsif.2016.0942","male"
"10.1101/055251","10.1016/j.tpb.2016.05.003","female"
"10.1101/055285","10.1073/pnas.1602827113","male"
"10.1101/055327","10.1093/nar/gkx203","male"
"10.1101/055335","10.1037/com0000071","male"
"10.1101/055368","10.1093/gbe/evx030","male"
"10.1101/055384","10.1111/evo.13012","female"
"10.1101/055418","10.12688/wellcomeopenres.10105.1","male"
"10.1101/055442","10.1111/mec.13991","male"
"10.1101/055459","10.1016/j.ijid.2016.09.007","male"
"10.1101/055475","10.1017/s0950268816003423","unknown"
"10.1101/055517","10.1534/genetics.116.196774","male"
"10.1101/055541","10.1101/gr.215293.116","unknown"
"10.1101/055574","10.1038/sdata.2017.55","male"
"10.1101/055624","10.1371/journal.pcbi.1005299","male"
"10.1101/055715","10.1186/s13059-017-1205-3","male"
"10.1101/055731","10.1038/ng.3610","female"
"10.1101/055772","10.1186/s13059-016-1136-4","female"
"10.1101/055780","10.1111/acel.12584","male"
"10.1101/055798","10.1534/g3.117.040816","male"
"10.1101/055806","10.1021/acs.jproteome.6b00575","female"
"10.1101/055814","10.3389/fmicb.2016.01445","female"
"10.1101/055855","10.1016/j.ajhg.2016.08.018","female"
"10.1101/055863","10.1038/nmeth.4107","female"
"10.1101/055871","10.1093/infdis/jiw545","male"
"10.1101/055921","10.1101/gad.283416.116","female"
"10.1101/055954","10.1016/j.cels.2016.12.002","male"
"10.1101/055962","10.1038/ng.3835","female"
"10.1101/055970","10.1074/mcp.o115.055350","male"
"10.1101/056002","10.1111/geb.12539","male"
"10.1101/056010","10.1073/pnas.1621363114","male"
"10.1101/056044","10.1186/s12918-016-0384-y","male"
"10.1101/056069","10.1016/j.neuropsychologia.2016.07.023","male"
"10.1101/056085","10.1093/sysbio/syw096","male"
"10.1101/056119","10.1111/mec.13813","male"
"10.1101/056143","10.1039/c6sm02282k","male"
"10.1101/056150","10.1002/env.2438","female"
"10.1101/056168","10.1534/genetics.116.193243","male"
"10.1101/056200","10.1186/s12859-016-1328-7","male"
"10.1101/056283","10.1016/j.ajhg.2017.02.007","female"
"10.1101/056291","10.1093/molbev/msw225","male"
"10.1101/056317","10.1111/mec.14107","male"
"10.1101/056325","10.1038/s41559-017-0337-x","male"
"10.1101/056366","10.1104/pp.16.00808","male"
"10.1101/056457","10.1074/mcp.m115.056911","male"
"10.1101/056465","10.1091/mbc.e16-05-0338","unknown"
"10.1101/056473","10.1038/nbt.3805","male"
"10.1101/056556","10.1002/ece3.2524","female"
"10.1101/056572","10.1186/s12859-016-1280-6","male"
"10.1101/056598","10.1093/bioinformatics/btw740","male"
"10.1101/056614","10.1186/s40168-017-0246-x","female"
"10.1101/056648","10.1186/s12879-017-2403-z","female"
"10.1101/056663","10.1111/evo.13147","male"
"10.1101/056671","10.1152/jn.01129.2015","male"
"10.1101/056762","10.1109/tbme.2016.2613960","female"
"10.1101/056770","10.1038/onc.2016.398","unknown"
"10.1101/056838","10.1007/s10021-017-0112-5","male"
"10.1101/056887","10.1038/nmeth.4040","male"
"10.1101/056937","10.1016/j.gdata.2016.05.002","male"
"10.1101/056945","10.1073/pnas.1612920114","male"
"10.1101/056986","10.1016/j.ecolind.2017.03.032","male"
"10.1101/057042","10.1128/mbio.01916-16","female"
"10.1101/057083","10.1038/npp.2017.81","male"
"10.1101/057091","10.1242/dev.120402","female"
"10.1101/057117","10.1186/s40168-017-0254-x","unknown"
"10.1101/057166","10.1016/j.devcel.2016.06.017","female"
"10.1101/057174","10.1073/pnas.1718063115","male"
"10.1101/057182","10.1534/g3.116.035410","male"
"10.1101/057224","10.1093/molbev/msw298","unknown"
"10.1101/057232","10.1016/j.visres.2017.01.005","female"
"10.1101/057257","10.1016/j.bpj.2016.07.002","female"
"10.1101/057299","10.1128/jvi.01884-16","male"
"10.1101/057315","10.1111/1365-2664.12876","male"
"10.1101/057331","10.1128/mbio.00868-16","female"
"10.1101/057364","10.1152/jn.01121.2015","male"
"10.1101/057398","10.1371/journal.pcbi.1005327","male"
"10.1101/057414","10.1093/bioinformatics/btw605","male"
"10.1101/057463","10.1088/1478-3975/aa62b9","unknown"
"10.1101/057489","10.1016/j.ympev.2016.11.018","male"
"10.1101/057620","10.1002/hbm.23527","female"
"10.1101/057687","10.1093/cercor/bhx002","male"
"10.1101/057760","10.1099/mgen.0.000080","female"
"10.1101/057794","10.15252/embj.201695383","male"
"10.1101/057802","10.1038/nbt.3609","male"
"10.1101/057851","10.1055/s-0037-1603985","male"
"10.1101/057885","10.1186/s12864-016-3273-2","male"
"10.1101/057919","10.1091/mbc.e16-09-0660","male"
"10.1101/057927","10.1016/j.jtbi.2017.06.027","male"
"10.1101/057935","10.1002/jor.23585","female"
"10.1101/057968","10.1091/mbc.e16-05-0337","male"
"10.1101/057976","10.1093/bioinformatics/btw389","male"
"10.1101/057984","10.1534/genetics.116.191379","male"
"10.1101/057992","10.1038/nbt.3719","female"
"10.1101/058008","10.1534/genetics.116.191379","male"
"10.1101/058081","10.1242/jcs.181891","male"
"10.1101/058099","10.1016/j.epidem.2017.01.005","unknown"
"10.1101/058149","10.1093/sysbio/syx045","male"
"10.1101/058164","10.1038/nmeth.4340","male"
"10.1101/058214","10.1002/gepi.22047","unknown"
"10.1101/058230","10.1534/genetics.116.194035","male"
"10.1101/058255","10.1038/ng.3771","female"
"10.1101/058263","10.1016/j.jtbi.2017.02.009","male"
"10.1101/058289","10.1038/ismej.2017.79","male"
"10.1101/058305","10.1098/rsob.160303","male"
"10.1101/058347","10.1038/ng.3777","male"
"10.1101/058370","10.1016/j.forsciint.2017.02.002","female"
"10.1101/058388","10.1016/j.ajhg.2016.09.011","male"
"10.1101/058412","10.1111/evo.13241","female"
"10.1101/058420","10.1093/biolinnean/blw004","male"
"10.1101/058438","10.1534/genetics.116.190264","male"
"10.1101/058446","10.1093/molbev/msw128","male"
"10.1101/058453","10.1534/genetics.116.194464","male"
"10.1101/058545","10.3389/fncom.2016.00101","male"
"10.1101/058578","10.1186/s12881-016-0353-8","male"
"10.1101/058628","10.1111/1758-2229.12538","male"
"10.1101/058693","10.1152/jn.00089.2017","male"
"10.1101/058743","10.1186/s12918-017-0435-z","male"
"10.1101/058768","10.1371/journal.pcbi.1005551","male"
"10.1101/058776","10.1152/jn.00638.2016","unknown"
"10.1101/058784","10.1128/msystems.00036-16","male"
"10.1101/058826","10.1002/humu.23141","male"
"10.1101/058859","10.1186/s12936-016-1519-8","male"
"10.1101/058867","10.1016/j.funbio.2017.05.009","unknown"
"10.1101/058966","10.1016/j.gde.2016.05.029","male"
"10.1101/059006","10.1093/molbev/msw199","male"
"10.1101/059014","10.1016/j.bbadis.2016.12.007","male"
"10.1101/059022","10.1101/gr.212316.116","male"
"10.1101/059055","10.1186/s12864-016-3239-4","male"
"10.1101/059089","10.1093/molbev/msw249","male"
"10.1101/059105","10.1534/genetics.116.189621","male"
"10.1101/059147","10.1371/journal.pcbi.1005135","male"
"10.1101/059188","10.1038/nrn.2016.165","female"
"10.1101/059204","10.1534/genetics.112.145243","male"
"10.1101/059238","10.1039/c6lc00843g","male"
"10.1101/059261","10.1111/tpj.13396","male"
"10.1101/059279","10.1111/eva.12478","female"
"10.1101/059287","10.15252/msb.20167381","male"
"10.1101/059329","10.1093/nar/gkw650","male"
"10.1101/059451","10.1242/jcs.188516","female"
"10.1101/059485","10.1038/ng.3808","female"
"10.1101/059519","10.1002/acn3.374","male"
"10.1101/059527","10.1093/molbev/msw249","male"
"10.1101/059550","10.1186/s12859-016-1244-x","male"
"10.1101/059584","10.1093/bioinformatics/btx368","male"
"10.1101/059592","10.1371/journal.pntd.0005198","female"
"10.1101/059618","10.1371/journal.pcbi.1005715","female"
"10.1101/059642","10.1093/molbev/msx054","male"
"10.1101/059659","10.1186/s13072-016-0106-0","male"
"10.1101/059683","10.1016/j.neubiorev.2017.01.045","unknown"
"10.1101/059733","10.1038/sdata.2016.114","male"
"10.1101/059741","10.1016/j.bpj.2017.03.011","male"
"10.1101/059766","10.1038/ng.3819","male"
"10.1101/059782","10.1073/pnas.1620761114","male"
"10.1101/059816","10.1111/1462-2920.13625","female"
"10.1101/059824","10.1093/jamia/ocw142","male"
"10.1101/059832","10.1186/s12915-016-0311-0","female"
"10.1101/059865","10.1371/journal.pcbi.1005221","female"
"10.1101/059915","10.1016/j.ecocom.2017.02.004","male"
"10.1101/059949","10.1128/mbio.00665-17","male"
"10.1101/059956","10.1186/s12918-017-0432-2","male"
"10.1101/059980","10.1104/pp.17.00704","male"
"10.1101/060053","10.1007/s00792-017-0955-x","unknown"
