PREPRINT_DOI,ARTICLE_DOI,SOURCETITLE,ARTICLE_CREATED_DATE,AUTHOR_CNT,TYPE,FIRST_AUTHOR_AGE,LAST_AUTHOR_AGE,FIRST_AUTHOR_IS_FEMALE,LAST_AUTHOR_IS_FEMALE,FIRST_AUTHOR_IS_US,LAST_AUTHOR_IS_US,FIRST_AUTHOR_TOP100_INSTITUTE,LAST_AUTHOR_TOP100_INSTITUTE,IS_OA,IF
10.1101/032367,10.7150/jca.18762,journal of cancer,2017-05-23,2,Control,20,20,1,0,1,1,0,0,1,3.35
10.1101/032383,10.1186/s12859-015-0796-5,bmc bioinformatics,2015-11-09,8,Control,0,19,0,1,0,0,0,0,1,2.95
10.1101/032409,10.1007/s10827-016-0615-7,journal of computational neuroscience,2016-08-03,2,Control,0,16,NA,0,1,1,0,0,1,1.59
10.1101/032417,10.1038/mp.2016.44,molecular psychiatry,2016-04-12,19,Control,5,12,NA,NA,0,0,0,0,0,11.65
10.1101/032458,10.1093/aje/kwx195,american journal of epidemiology,2017-05-26,2,Control,8,17,0,NA,1,1,0,0,0,3.82
10.1101/032474,10.3389/fgene.2016.00014,frontiers in genetics,2016-02-11,3,Control,18,19,1,0,0,0,0,0,1,3.9
10.1101/032490,10.1534/genetics.116.187534,genetics,2016-03-07,1,Control,20,20,0,0,1,1,1,1,1,4.49
10.1101/032508,10.1534/genetics.116.188391,genetics,2016-08-04,3,Control,0,12,1,1,1,1,0,0,1,4.49
10.1101/032516,10.1261/rna.057364.116,rna,2016-11-03,6,Control,12,21,0,0,0,0,0,0,1,4.5
10.1101/032532,10.1093/database/baw136,database,2016-10-03,8,Control,4,14,0,1,0,0,0,0,1,2.59
10.1101/032581,10.1534/genetics.115.179705,genetics,2016-02-09,6,Control,8,18,0,0,1,0,1,0,1,4.49
10.1101/032615,10.1093/nar/gkw783,nucleic acids research,2016-09-06,7,Control,12,20,1,0,0,0,1,1,1,10.34
10.1101/032623,10.1016/j.neuroimage.2016.03.071,neuroimage,2016-04-03,7,Control,8,20,0,0,0,0,0,0,0,6.25
10.1101/032656,10.1093/cercor/bhw127,cerebral cortex,2016-05-14,7,Control,2,21,1,1,1,1,0,0,1,5.88
10.1101/032664,10.1111/evo.12903,evolution,2016-03-09,9,Control,6,12,1,0,0,0,0,0,0,4.03
10.1101/032748,10.1039/c6mb00104a,molecular biosystems,2016-06-22,2,Control,3,20,NA,NA,0,0,0,0,0,2.86
10.1101/032763,10.1073/pnas.1521749113,proceedings of the national academy of sciences of the united states of america,2016-06-14,4,Control,3,20,1,1,1,1,0,0,1,10.11
10.1101/032797,10.15252/msb.20156590,molecular systems biology,2016-01-27,9,Control,2,20,0,0,0,0,1,1,1,9.1
10.1101/032805,10.1534/genetics.116.191759,genetics,2016-08-11,1,Control,20,20,0,0,0,0,0,0,1,4.49
10.1101/032813,10.1111/eva.12362,evolutionary applications,2016-01-27,5,Control,2,20,1,0,0,0,0,0,1,4.99
10.1101/032821,10.1093/nar/gkw285,nucleic acids research,2016-04-21,3,Control,2,20,0,0,1,1,1,1,1,10.34
10.1101/032847,10.1016/j.bpc.2016.03.003,biophysical chemistry,2016-04-04,3,Control,10,16,0,0,1,1,0,0,0,2.51
10.1101/032904,10.3389/fnsys.2015.00180,frontiers in systems neuroscience,2016-01-05,2,Control,20,1,1,1,1,1,0,0,1,3.51
10.1101/032920,10.1371/journal.pgen.1006284,plos genetics,2016-09-02,24,Control,13,20,0,0,1,1,0,0,1,6.02
10.1101/032938,10.1111/nph.14377,new phytologist,2017-01-16,2,Control,8,21,0,0,0,0,0,0,1,7.44
10.1101/032961,10.1093/bioinformatics/btw190,bioinformatics,2016-04-20,6,Control,3,10,1,1,0,0,0,0,1,7.08
10.1101/032979,10.1098/rsbl.2016.0063,biology letters,2016-04-20,3,Control,5,5,1,1,0,0,1,0,1,3.1
10.1101/032995,10.1016/j.ydbio.2016.07.015,developmental biology,2016-08-11,9,Control,15,20,0,0,1,0,0,0,1,2.91
10.1101/033001,10.1101/gr.201624.115,genome research,2016-07-20,11,Control,5,20,0,0,1,1,1,1,1,12.66
10.1101/033043,10.1371/journal.pgen.1005771,plos genetics,2016-01-13,10,Control,6,2,1,1,0,0,0,0,1,6.02
10.1101/033050,10.1111/oik.04471,oikos,2017-08-28,5,Control,11,22,1,0,1,1,0,0,0,3.63
10.1101/033068,10.1186/s12859-016-0964-2,bmc bioinformatics,2016-04-08,7,Control,8,16,0,0,0,0,0,0,1,2.43
10.1101/033076,10.1534/genetics.116.188797,genetics,2016-05-19,8,Control,4,19,0,1,1,1,0,0,1,4.49
10.1101/033084,10.1038/ng.3742,nature genetics,2016-12-19,37,Control,19,21,0,0,1,1,0,0,0,27.02
10.1101/033118,10.1371/journal.pcbi.1004915,plos computational biology,2016-05-17,2,Control,11,11,0,0,1,1,0,1,1,4.65
10.1101/033167,10.1534/g3.116.028415,"g3: genes, genomes, genetics",2016-06-17,5,Control,8,20,0,1,1,1,1,1,1,2.67
10.1101/033175,10.1093/molbev/msw119,molecular biology and evolution,2016-06-15,7,Control,0,20,1,1,0,0,0,0,1,6.14
10.1101/033217,10.1038/ng.3734,nature genetics,2016-12-12,9,Control,12,21,0,0,1,1,0,1,1,27.02
10.1101/033241,10.1111/gtc.12349,genes to cells,2016-02-26,14,Control,1,6,1,0,0,0,0,0,1,2.11
10.1101/033290,10.1534/g3.116.032201,"g3: genes, genomes, genetics",2016-08-25,11,Control,2,20,0,NA,1,1,0,0,1,2.67
10.1101/033340,10.3389/fmicb.2016.00447,frontiers in microbiology,2016-03-31,10,Control,7,10,0,0,0,0,0,0,1,4.17
10.1101/033365,10.1111/jeb.12881,journal of evolutionary biology,2016-04-18,2,Control,2,20,NA,NA,0,0,0,0,1,2.66
10.1101/033373,10.1534/genetics.116.192369,genetics,2016-09-17,2,Control,11,20,0,0,0,0,0,0,1,4.49
10.1101/033464,10.1073/pnas.1601825113,proceedings of the national academy of sciences of the united states of america,2016-03-29,8,Control,9,20,0,0,1,1,0,0,1,10.11
10.1101/033514,10.1073/pnas.1525719113,proceedings of the national academy of sciences of the united states of america,2016-04-05,7,Control,0,20,1,0,1,1,0,0,1,10.11
10.1101/033522,10.1128/aac.03113-15,antimicrobial agents and chemotherapy,2016-04-12,3,Control,11,1,1,0,1,1,0,0,1,4.33
10.1101/033530,10.1186/s12859-016-1076-8,bmc bioinformatics,2016-05-17,6,Control,6,11,0,0,0,0,0,0,1,2.43
10.1101/033555,10.1016/j.ajog.2015.12.042,american journal of obstetrics and gynecology,2016-02-27,2,Control,4,20,1,0,1,1,0,0,1,4.81
10.1101/033563,10.1534/genetics.115.182923,genetics,2016-05-17,4,Control,10,17,1,1,1,1,0,0,1,4.49
10.1101/033597,10.1016/j.tpb.2016.01.002,theoretical population biology,2016-01-22,1,Control,20,20,0,0,1,1,1,1,0,1.59
10.1101/033605,10.1093/jxb/erw094,journal of experimental botany,2016-03-10,9,Control,14,18,1,0,0,0,1,0,1,6.05
10.1101/033621,10.1093/gbe/evw271,genome biology and evolution,2016-11-10,5,Control,3,14,0,0,0,0,0,0,1,4.03
10.1101/033639,10.1111/ecog.02558,ecography,2016-11-03,3,Control,9,20,0,0,0,0,0,0,0,4.4
10.1101/033647,10.1086/689891,american naturalist,2016-12-09,2,Control,21,21,0,0,0,0,1,0,1,3.86
10.1101/033712,10.1534/genetics.116.189498,genetics,2016-06-18,5,Control,0,20,0,0,0,0,0,0,1,4.49
10.1101/033738,10.3389/fnana.2016.00051,frontiers in neuroanatomy,2016-05-03,11,Control,7,20,1,0,0,0,0,0,1,3.48
10.1101/033811,10.1038/ismej.2016.54,isme journal,2016-04-19,7,Control,0,20,1,1,0,0,0,0,1,9.31
10.1101/033845,10.1073/pnas.1518929113,proceedings of the national academy of sciences of the united states of america,2016-02-17,6,Control,1,20,1,0,0,0,0,0,1,10.11
10.1101/033878,10.1007/s00429-016-1290-1,brain structure and function,2016-08-18,4,Control,0,21,1,0,0,0,0,0,0,3.33
10.1101/033886,10.1111/jeb.12819,journal of evolutionary biology,2015-12-30,2,Control,5,14,NA,NA,1,1,0,0,1,2.94
10.1101/033894,10.1042/bst20150133,biochemical society transactions,2015-11-27,2,Control,12,10,1,1,0,0,0,0,0,2.98
10.1101/033928,10.1093/molbev/msw286,molecular biology and evolution,2016-12-08,3,Control,0,8,0,1,1,0,0,NA,1,6.14
10.1101/033936,10.1534/genetics.115.185231,genetics,2016-03-27,7,Control,20,19,1,1,1,1,0,0,1,4.49
10.1101/033951,10.1098/rsif.2016.0113,journal of the royal society interface,2016-05-04,4,Control,4,9,0,0,1,1,1,1,1,3.75
10.1101/033969,10.1016/j.nlm.2016.04.008,neurobiology of learning and memory,2016-04-29,6,Control,6,20,0,1,0,0,0,0,0,3.76
10.1101/034009,10.1007/s00300-015-1847-0,polar biology,2015-12-13,6,Control,2,14,NA,1,0,0,0,0,1,1.77
10.1101/034017,10.1371/journal.pgen.1005919,plos genetics,2016-03-23,15,Control,4,20,0,0,0,0,0,0,1,6.02
10.1101/034033,10.1016/j.biosystems.2015.11.009,biosystems,2015-12-24,1,Control,19,19,0,0,0,0,0,0,0,1.93
10.1101/034108,10.1093/bioinformatics/btw071,bioinformatics,2016-03-01,2,Control,11,20,0,0,0,0,0,0,1,7.08
10.1101/034116,10.1016/j.jtbi.2016.06.030,journal of theoretical biology,2016-06-24,2,Control,16,20,0,0,0,0,1,0,1,2.27
10.1101/034132,10.1016/j.mehy.2017.02.018,medical hypotheses,2017-03-02,6,Control,10,6,0,1,0,0,0,0,0,1.13
10.1101/034157,10.3389/fmicb.2015.01022,frontiers in microbiology,2016-02-05,4,Control,13,8,1,0,1,1,0,0,1,4.17
10.1101/034231,10.1083/jcb.201512086,journal of cell biology,2016-01-12,3,Control,5,20,1,0,1,1,0,0,1,7.91
10.1101/034256,10.1111/jeb.13008,journal of evolutionary biology,2016-11-07,3,Control,8,21,NA,NA,1,1,0,0,0,2.66
10.1101/034298,10.1098/rstb.2015.0244,philosophical transactions of the royal society b: biological sciences,2016-06-14,1,Control,20,20,0,0,0,0,1,1,1,5.58
10.1101/034330,10.1038/nmeth.3867,nature methods,2016-05-16,12,Control,4,13,0,0,0,0,1,1,0,19.88
10.1101/034363,10.1186/s12881-016-0274-6,bmc medical genetics,2016-02-06,14,Control,2,20,1,1,0,0,0,0,1,2.12
10.1101/034405,10.1007/s10021-016-9996-8,ecosystems,2016-06-02,3,Control,2,19,0,0,0,0,0,0,0,4.3
10.1101/034421,10.1093/bioinformatics/btw058,bioinformatics,2016-02-15,2,Control,4,8,1,0,0,1,0,1,0,7.08
10.1101/034439,10.1242/dev.131037,development (cambridge),2016-07-05,12,Control,8,20,1,1,0,0,0,0,1,5.92
10.1101/034447,10.1534/genetics.115.185314,genetics,2016-06-30,12,Control,20,14,0,1,1,1,0,0,1,4.49
10.1101/034470,10.1016/j.ymeth.2016.04.018,methods,2016-04-21,5,Control,3,18,0,1,1,1,0,0,1,3.9
10.1101/034538,10.1371/journal.pmed.1001914,plos medicine,2015-12-09,2,Control,13,14,0,NA,1,1,0,0,1,9.85
10.1101/034553,10.1016/j.scitotenv.2016.01.173,science of the total environment,2016-02-16,6,Control,1,5,1,NA,0,0,0,0,0,5.23
10.1101/034561,10.1038/sdata.2016.45,scientific data,2016-06-21,2,Control,2,20,0,0,1,1,1,1,1,5.56
10.1101/034603,10.1111/nph.14630,new phytologist,2017-06-06,8,Control,11,21,1,1,0,0,0,0,0,7.44
10.1101/034652,10.1534/g3.116.031534,"g3: genes, genomes, genetics",2016-06-25,3,Control,10,20,1,1,1,1,1,1,1,2.67
10.1101/034660,10.1038/jhg.2016.33,journal of human genetics,2016-04-14,6,Control,5,4,1,0,0,0,0,0,0,2.47
10.1101/034694,10.1186/s12859-016-1242-z,bmc bioinformatics,2016-09-20,6,Control,6,20,1,0,1,1,0,0,1,2.43
10.1101/034777,10.1186/s12859-016-1380-3,bmc bioinformatics,2016-11-25,8,Control,4,20,0,0,0,0,0,0,1,2.43
10.1101/034785,10.1186/s12864-016-2568-7,bmc genomics,2016-03-18,6,Control,1,12,0,1,0,0,0,0,1,3.88
10.1101/034801,10.1111/gbi.12215,geobiology,2016-09-27,8,Control,5,13,NA,NA,1,1,0,1,0,3.27
10.1101/034843,10.1093/gbe/evx276,genome biology and evolution,2017-12-20,5,Control,5,12,0,1,0,0,1,1,1,4.24
10.1101/034868,10.1186/s12896-016-0282-9,bmc biotechnology,2016-06-22,4,Control,0,13,1,0,0,0,0,0,1,2.58
10.1101/034900,10.1039/c6cp01862a,physical chemistry chemical physics,2016-05-19,5,Control,14,20,0,0,0,0,0,0,0,4.09
10.1101/034942,10.1016/j.bbapap.2016.04.007,biochimica et biophysica acta - proteins and proteomics,2016-04-14,6,Control,6,14,0,0,0,0,0,0,0,2.93
10.1101/034959,10.1371/journal.pgen.1006156,plos genetics,2016-07-21,18,Control,18,20,0,1,1,1,0,0,1,6.02
10.1101/034967,10.1534/g3.116.028498,"g3: genes, genomes, genetics",2016-03-08,8,Control,1,18,0,0,0,0,0,0,1,2.67
10.1101/034975,10.1534/g3.116.032532,"g3: genes, genomes, genetics",2016-08-01,4,Control,2,20,1,0,1,1,0,0,1,2.67
10.1101/034983,10.1007/s00439-016-1667-5,human genetics,2016-04-09,2,Control,4,14,0,1,1,1,0,0,1,5.03
10.1101/034991,10.1038/nmicrobiol.2016.220,nature microbiology,2016-11-28,9,Control,4,16,1,0,0,0,0,0,0,NA
10.1101/035006,10.1111/cmi.12636,cellular microbiology,2016-06-24,8,Control,9,21,0,0,0,0,0,0,0,4.62
10.1101/035170,10.1038/ng.3647,nature genetics,2016-08-22,4,Control,3,15,0,0,1,1,0,0,1,27.02
10.1101/035220,10.1186/s12864-016-3354-2,bmc genomics,2016-12-28,7,Control,13,20,1,1,0,0,0,0,1,3.88
10.1101/035238,10.1093/nar/gkw591,nucleic acids research,2016-07-02,18,Control,7,9,1,0,0,1,0,0,1,10.34
10.1101/035246,10.1016/j.tpb.2016.12.001,theoretical population biology,2016-12-29,2,Control,2,17,0,0,0,0,0,0,1,1.59
10.1101/035253,10.1371/journal.pcbi.1005171,plos computational biology,2016-10-28,6,Control,9,16,1,0,0,0,1,1,1,4.65
10.1101/035287,10.1093/bioinformatics/btw218,bioinformatics,2016-04-24,5,Control,0,4,1,0,0,0,0,0,1,7.08
10.1101/035295,10.1093/bioinformatics/btx473,bioinformatics,2017-07-21,5,Control,0,9,0,0,0,0,0,0,1,5.88
10.1101/035329,10.1016/j.ajhg.2016.07.010,american journal of human genetics,2016-09-03,15,Control,4,18,1,0,0,0,0,0,1,9.68
10.1101/035378,10.1093/bioinformatics/btw084,bioinformatics,2016-02-16,9,Control,6,11,1,0,0,0,0,0,1,7.08
10.1101/035444,10.1093/bioinformatics/btw610,bioinformatics,2016-09-23,2,Control,2,14,0,1,0,0,0,0,1,7.08
10.1101/035485,10.3389/fmicb.2016.00681,frontiers in microbiology,2016-05-17,4,Control,2,20,1,1,0,0,0,0,1,4.17
10.1101/035501,10.1186/s13059-016-1071-4,genome biology,2016-10-11,39,Control,16,16,1,0,0,0,0,0,1,12.8
10.1101/035519,10.1186/s12918-017-0502-5,bmc systems biology,2017-12-21,2,Control,0,14,0,0,0,0,0,0,1,2.16
10.1101/035527,10.1093/molbev/msw037,molecular biology and evolution,2016-02-24,5,Control,7,19,0,0,1,1,1,1,1,6.14
10.1101/035543,10.1111/1755-0998.12560,molecular ecology resources,2016-06-22,7,Control,6,20,1,0,0,0,0,0,1,7.09
10.1101/035576,10.1016/j.scitotenv.2017.05.075,science of the total environment,2017-05-30,7,Control,0,6,0,0,0,0,0,0,0,4.84
10.1101/035667,10.1186/s13059-016-0962-8,genome biology,2016-05-27,3,Control,1,15,0,1,1,1,0,0,1,12.8
10.1101/035683,10.1016/j.jstrokecerebrovasdis.2016.11.128,journal of stroke and cerebrovascular diseases,2017-01-06,11,Control,7,13,0,0,0,0,0,0,0,1.68
10.1101/035758,10.1016/j.molcel.2017.01.022,molecular cell,2017-02-17,2,Control,6,21,0,0,0,0,0,0,1,14.26
10.1101/035790,10.1093/cercor/bhw281,cerebral cortex,2016-09-13,6,Control,6,21,0,0,0,0,0,0,1,5.88
10.1101/035873,10.1093/sysbio/syw063,systematic biology,2016-08-03,3,Control,5,0,0,0,0,0,1,1,1,8.26
10.1101/035907,10.1016/j.ajhg.2016.05.002,american journal of human genetics,2016-06-25,16,Control,10,20,0,0,0,0,1,1,1,9.68
10.1101/035923,10.1093/nar/gkx1038,nucleic acids research,2017-10-19,9,Control,9,9,1,0,0,0,0,0,1,11.4
10.1101/035949,10.1186/s13059-016-0929-9,genome biology,2016-04-15,2,Control,1,13,1,0,0,0,NA,1,1,12.8
10.1101/036012,10.1186/s12864-016-3215-z,bmc genomics,2016-11-04,7,Control,0,18,0,0,1,1,0,0,1,3.88
10.1101/036038,10.1534/genetics.116.187062,genetics,2016-03-17,3,Control,9,20,0,0,1,1,0,0,1,4.49
10.1101/036046,10.1534/g3.115.024984,"g3: genes, genomes, genetics",2016-03-08,6,Control,1,11,1,0,1,1,1,0,1,2.67
10.1101/036053,10.1093/bioinformatics/btw288,bioinformatics,2016-06-07,13,Control,6,13,0,0,1,1,1,0,1,7.08
10.1101/036137,10.1186/s13059-016-1107-9,genome biology,2016-11-17,1,Control,20,20,0,0,1,1,1,1,1,12.8
10.1101/036152,10.1186/s12864-016-3054-y,bmc genomics,2016-09-07,4,Control,13,20,0,1,0,0,0,0,1,3.88
10.1101/036160,10.1111/gtc.12504,genes to cells,2017-05-30,2,Control,13,17,0,0,0,0,0,0,1,2.01
10.1101/036178,10.1371/journal.pgen.1005941,plos genetics,2016-03-31,10,Control,6,17,0,0,1,1,1,1,1,6.02
10.1101/036186,10.3389/fpls.2016.00867,frontiers in plant science,2016-06-20,3,Control,12,7,1,0,0,0,0,0,1,4.3
10.1101/036194,10.1093/bioinformatics/btw120,bioinformatics,2016-03-04,4,Control,0,0,0,0,1,0,0,0,1,7.08
10.1101/036293,10.1088/1478-3975/aa551a,physical biology,2016-12-21,7,Control,6,21,1,NA,0,0,0,0,0,1.61
10.1101/036368,10.1534/g3.116.027631,"g3: genes, genomes, genetics",2016-06-17,4,Control,2,13,0,1,1,1,0,0,1,2.67
10.1101/036376,10.1093/bioinformatics/btw346,bioinformatics,2016-06-14,5,Control,20,20,0,0,0,0,0,0,1,7.08
10.1101/036426,10.1111/1755-0998.12530,molecular ecology resources,2016-04-02,5,Control,4,19,1,0,0,0,0,0,0,7.09
10.1101/036434,10.1073/pnas.1606724113,proceedings of the national academy of sciences of the united states of america,2016-09-27,8,Control,0,20,0,0,1,1,0,0,1,10.11
10.1101/036483,10.1534/g3.117.300133,"g3: genes, genomes, genetics",2017-08-10,5,Control,0,21,0,0,1,1,0,0,1,2.7
10.1101/036533,10.1093/nar/gkw445,nucleic acids research,2016-05-25,7,Control,11,19,1,0,1,1,0,0,1,10.34
10.1101/036558,10.1038/nmeth.4228,nature methods,2017-03-20,8,Control,2,20,1,1,0,0,0,0,1,20.8
10.1101/036566,10.1177/0962280216659312,statistical methods in medical research,2016-07-27,3,Control,1,0,1,0,1,1,1,1,1,1.99
10.1101/036582,10.1016/j.ajpath.2016.05.019,american journal of pathology,2016-07-20,15,Control,6,20,1,0,0,0,0,0,1,4.18
10.1101/036608,10.1371/journal.pcbi.1004611,plos computational biology,2016-02-04,7,Control,3,17,0,0,1,1,1,1,1,4.65
10.1101/036624,10.1242/dev.143545,development (cambridge),2016-10-14,7,Control,3,20,1,1,0,0,0,0,1,5.92
10.1101/036640,10.1002/gepi.22083,genetic epidemiology,2017-11-07,3,Control,3,NA,1,NA,1,0,0,NA,1,2.57
10.1101/036657,10.1016/j.ajhg.2016.05.005,american journal of human genetics,2016-06-25,113,Control,6,6,0,0,1,1,0,0,1,9.68
10.1101/036665,10.1016/j.steroids.2016.05.010,steroids,2016-06-03,8,Control,3,15,1,1,0,0,0,0,0,2.8
10.1101/036731,10.1111/evo.12992,evolution; international journal of organic evolution,2016-06-27,3,Control,20,20,0,0,0,0,0,0,0,NA
10.1101/036830,10.1093/bioinformatics/btw281,bioinformatics,2016-06-15,5,Control,6,17,0,0,1,1,0,0,1,7.08
10.1101/036855,10.3390/s17040766,sensors (switzerland),2017-04-04,7,Control,2,1,NA,1,0,0,0,0,1,2.98
10.1101/036863,10.1186/s13059-016-0963-7,genome biology,2016-05-09,13,Control,5,19,1,0,0,0,0,0,1,12.8
10.1101/036889,10.1186/s12711-016-0203-3,genetics selection evolution,2016-03-30,10,Control,8,19,0,1,0,0,0,0,1,3.03
10.1101/036947,10.1186/s13073-016-0336-6,genome medicine,2016-08-08,4,Control,0,20,1,1,1,1,0,0,1,6.04
10.1101/036954,10.1111/mec.13646,molecular ecology,2016-04-17,4,Control,5,14,NA,0,0,0,0,0,0,5.4
10.1101/036962,10.1093/bioinformatics/btw152,bioinformatics,2016-03-20,1,Control,12,12,0,0,1,1,0,0,1,7.08
10.1101/037010,10.1021/acssynbio.6b00116,acs synthetic biology,2016-05-27,5,Control,1,13,1,0,0,0,0,0,0,5.16
10.1101/037044,10.1016/j.neuroimage.2016.07.007,neuroimage,2016-07-05,7,Control,3,16,0,0,1,1,0,0,1,6.25
10.1101/037069,10.1016/j.visres.2015.12.004,vision research,2016-01-19,3,Control,1,20,0,0,1,1,1,1,1,1.98
10.1101/037077,10.1534/g3.116.033944,"g3: genes, genomes, genetics",2016-08-25,4,Control,0,20,0,0,1,1,1,1,1,2.67
10.1101/037093,10.1158/0008-5472.can-16-0497,cancer research,2017-01-21,13,Control,9,21,0,0,1,1,0,0,1,7.76
10.1101/037101,10.1093/bioinformatics/btw256,bioinformatics,2016-06-15,3,Control,5,12,0,0,0,0,0,0,1,7.08
10.1101/037176,10.1002/hbm.23215,human brain mapping,2016-04-28,11,Control,0,20,0,0,0,0,0,0,1,4.96
10.1101/037200,10.1534/genetics.116.187534,genetics,2016-03-07,1,Control,20,20,0,0,1,1,1,1,1,4.49
10.1101/037218,10.1371/journal.pgen.1005778,plos genetics,2016-02-18,41,Control,3,20,0,0,0,0,0,0,1,6.02
10.1101/037226,10.1101/gr.205492.116,genome research,2016-05-23,6,Control,5,20,0,0,0,0,0,0,1,12.66
10.1101/037234,10.1016/j.neuroimage.2017.08.075,neuroimage,2017-09-05,5,Control,5,15,0,1,0,0,0,0,0,5.35
10.1101/037259,10.1093/nar/gkw1318,nucleic acids research,2016-12-20,5,Control,2,13,1,0,0,0,0,0,1,10.34
10.1101/037267,10.1099/mgen.0.000073,microbial genomics,2016-06-13,7,Control,6,19,0,0,0,0,0,0,1,NA
10.1101/037283,10.1021/acs.jpcb.5b12594,journal of physical chemistry b,2016-03-31,9,Control,3,13,0,1,1,1,0,0,0,3.17
10.1101/037309,10.1002/jemt.22654,microscopy research and technique,2016-03-25,4,Control,3,16,0,0,0,0,0,0,0,1.23
10.1101/037317,10.1534/g3.116.029520,"g3: genes, genomes, genetics",2016-06-17,6,Control,3,20,0,0,0,0,0,0,1,2.67
10.1101/037333,10.1111/evo.12889,evolution,2016-02-27,6,Control,20,20,0,0,0,1,0,0,0,4.03
10.1101/037408,10.1021/acs.jpcb.5b09960,journal of physical chemistry b,2015-12-29,6,Control,0,20,1,0,0,0,0,0,0,3.38
10.1101/037440,10.1007/s00300-017-2183-3,polar biology,2017-07-22,2,Control,0,16,1,1,0,0,0,0,0,1.86
10.1101/037473,10.1093/bib/bbw041,briefings in bioinformatics,2016-05-31,6,Control,4,13,NA,0,0,0,0,0,0,4.72
10.1101/037655,10.1186/s12859-017-1464-8,bmc bioinformatics,2017-03-14,4,Control,2,8,0,0,0,0,0,0,1,2.26
10.1101/037671,10.1186/s12859-016-1122-6,bmc bioinformatics,2016-06-22,6,Control,5,15,0,0,1,1,0,0,1,2.43
10.1101/037713,10.1038/ng.3740,nature genetics,2016-12-19,70,Control,14,14,1,1,0,0,0,0,1,27.02
10.1101/037812,10.1016/j.jtbi.2016.05.036,journal of theoretical biology,2016-05-31,2,Control,3,16,0,0,0,0,0,0,0,2.27
10.1101/037820,10.1371/journal.pcbi.1005425,plos computational biology,2017-05-25,10,Control,6,19,0,0,0,1,0,0,1,4.02
10.1101/037887,10.1086/687566,american naturalist,2016-06-17,7,Control,8,17,0,0,0,1,1,0,1,3.86
10.1101/037911,10.1093/database/baw119,database,2016-09-03,56,Control,5,10,0,1,1,1,0,0,1,2.59
10.1101/037929,10.1073/pnas.1511201113,proceedings of the national academy of sciences of the united states of america,2016-07-05,3,Control,9,8,0,0,1,1,1,0,1,10.11
10.1101/037937,10.1152/jn.01032.2015,journal of neurophysiology,2016-06-24,3,Control,9,20,1,0,1,1,1,1,1,2.41
10.1101/037960,10.1016/j.cels.2016.02.003,cell systems,2016-02-24,10,Control,2,14,0,0,1,1,0,0,1,6.79
10.1101/037978,10.1111/tpj.13271,plant journal,2016-07-14,2,Control,0,2,0,0,1,1,0,0,1,5.99
10.1101/038018,10.1186/s12859-016-1440-8,bmc bioinformatics,2017-01-14,9,Control,0,11,0,1,0,0,0,0,1,2.26
10.1101/038034,10.1002/elps.201600084,electrophoresis,2016-06-09,7,Control,6,20,1,0,0,0,0,0,0,2.86
10.1101/038042,10.1186/s13742-016-0138-1,gigascience,2016-08-02,4,Control,3,10,0,1,1,1,0,0,1,6.26
10.1101/038091,10.1371/journal.ppat.1005536,plos pathogens,2016-04-18,12,Control,2,0,1,0,0,0,1,1,1,6.73
10.1101/038125,10.1002/ecs2.1408,ecosphere,2016-07-22,2,Control,3,14,1,0,1,1,0,0,1,2.5
10.1101/038133,10.3758/s13428-017-0887-5,behavior research methods,2017-04-28,2,Control,1,18,0,0,0,0,0,0,1,2.79
10.1101/038141,10.1111/mec.14373,molecular ecology,2017-10-10,2,Control,13,7,0,0,0,0,1,1,0,5.44
10.1101/038190,10.1099/mgen.0.000057,microbial genomics,2016-03-24,4,Control,10,15,0,0,0,0,0,0,1,NA
10.1101/038216,10.1093/biostatistics/kxw047,biostatistics,2016-10-12,2,Control,2,20,0,0,1,1,0,0,1,1.75
10.1101/038224,10.1186/s13059-016-1128-4,genome biology,2016-12-15,2,Control,6,19,1,0,0,0,0,0,1,12.8
10.1101/038299,10.1111/mec.14389,molecular ecology,2017-10-31,13,Control,5,21,1,1,1,0,0,0,0,5.44
10.1101/038315,10.1101/gr.204420.116,genome research,2016-06-01,21,Control,0,20,0,0,0,0,0,0,1,12.66
10.1101/038356,10.1002/pmic.201600223,proteomics,2016-07-12,7,Control,2,19,1,0,0,0,0,0,0,4.07
10.1101/038380,10.1101/gr.211466.116,genome research,2017-04-11,9,Control,2,21,1,0,0,0,0,0,1,10.31
10.1101/038422,10.1093/jxb/erw420,journal of experimental botany,2016-11-19,6,Control,13,10,0,0,0,0,0,0,1,6.05
10.1101/038430,10.18632/aging.100909,aging,2016-05-04,4,Control,2,20,0,1,1,1,0,0,1,4.78
10.1101/038497,10.1534/genetics.115.183566,genetics,2016-02-12,4,Control,8,20,0,0,1,1,1,1,1,4.49
10.1101/038505,10.1371/journal.pcbi.1005054,plos computational biology,2016-08-10,6,Control,3,20,0,0,0,0,0,0,1,4.65
10.1101/038513,10.1073/pnas.1605879113,proceedings of the national academy of sciences of the united states of america,2016-09-29,7,Control,3,17,0,NA,0,0,0,0,1,10.11
10.1101/038570,10.1007/s00204-016-1829-1,archives of toxicology,2016-09-03,2,Control,4,20,1,1,1,1,0,0,1,5.35
10.1101/038588,10.1371/journal.pntd.0004701,plos neglected tropical diseases,2016-05-18,13,Control,5,20,0,0,0,0,0,0,1,4.15
