"PREPRINT_DOI","ARTICLE_DOI","ARTICLE_CREATED_DATE","ARTICLE_TITLE","SOURCETITLE","PAGE_CNT","PUBTYPE","DOCTYPE","AUTHOR_CNT","TYPE"
"10.1101/119800","10.1016/j.celrep.2017.08.042",2017-09-05,"Local Nucleation of Microtubule Bundles through Tubulin Concentration into a Condensed Tau Phase","cell reports",9,"J","ar",9,"Deposited"
"10.1101/127167","10.1038/s41598-017-09307-w",2017-08-14,"Extracting Intercellular Signaling Network of Cancer Tissues using Ligand-Receptor Expression Patterns from Whole-tumor and Single-cell Transcriptomes","scientific reports",NA,"J","ar",5,"Deposited"
"10.1101/115477","10.1371/journal.pcbi.1005608",2017-06-22,"LASSIM?A network inference toolbox for genome-wide mechanistic modeling","plos computational biology",NA,"J","ar",16,"Deposited"
"10.1101/103903","10.1534/genetics.117.200600",2017-04-11,"Joint estimation of relatedness coefficients and allele frequencies from ancient samples","genetics",11,"J","ar",3,"Deposited"
"10.1101/083634","10.1126/science.aam6393",2017-05-19,"Resistance to malaria through structural variation of red blood cell invasion receptors","science",13,"J","ar",40,"Deposited"
"10.1101/114587","10.1111/2041-210x.12808",2017-06-08,"Soft sweeps and beyond: understanding the patterns and probabilities of selection footprints under rapid adaptation","methods in ecology and evolution",17,"J","ar",2,"Deposited"
"10.1101/070177","10.1371/journal.pgen.1006711",2017-04-07,"Phenome-wide heritability analysis of the UK Biobank","plos genetics",NA,"J","ar",5,"Deposited"
"10.1101/085100","10.5334/dsj-2017-010",2017-03-23,"Starting from the end: What to do when restricted data is released","data science journal",NA,"J","ar",4,"Deposited"
"10.1101/021212","10.1038/srep42460",2017-03-09,"Variation-preserving normalization unveils blind spots in gene expression profiling","scientific reports",NA,"J","ar",4,"Deposited"
"10.1101/007633","10.1186/s13073-015-0152-4",2015-03-27,"Calling genotypes from public RNA-sequencing data enables identification of genetic variants that affect gene-expression levels","genome medicine",NA,"J","ar",13,"Deposited"
"10.1101/041707","10.1038/ncomms14077",2017-01-18,"MECP2 regulates cortical plasticity underlying a learned behaviour in adult female mice","nature communications",NA,"J","ar",5,"Deposited"
"10.1101/068262","10.1038/ncomms14076",2017-01-30,"Structural basis for ELL2 and AFF4 activation of HIV-1 proviral transcription","nature communications",NA,"J","ar",6,"Deposited"
"10.1101/076042","10.1016/j.neuroimage.2016.11.028",2016-11-17,"Low-frequency cortical oscillations are modulated by temporal prediction and temporal error coding","neuroimage",7,"J","ar",5,"Deposited"
"10.1101/006064","10.1038/ng.3216",2015-02-16,"Recombination affects accumulation of damaging and disease-associated mutations in human populations","nature genetics",5,"J","ar",8,"Deposited"
"10.1101/040899","10.1371/journal.pone.0161882",2016-09-20,"Characterization and transposon mutagenesis of the maize (Zea mays) Pho1 Gene Family","plos one",NA,"J","ar",6,"Deposited"
"10.1101/043992","10.1371/journal.pone.0162026",2016-09-01,"Golden spirals and scalp whorls: Nature's own design for rapid expansion","plos one",NA,"J","ar",1,"Deposited"
"10.1101/010637","10.1534/g3.114.015008",2014-12-15,"High-resolution linkage map and chromosome-scale genome assembly for cassava (Manihot esculenta crantz) from 10 populations","g3: genes, genomes, genetics",NA,"J","ar",40,"Deposited"
"10.1101/147231","10.1002/pro.3353",2017-11-23,"Homology-based hydrogen bond information improves crystallographic structures in the PDB","protein science",11,"J","ar",9,"Deposited"
"10.1101/215772","10.1016/j.neuroimage.2017.12.057",2017-12-30,"A common framework for the problem of deriving estimates of dynamic functional brain connectivity","neuroimage",7,"J","ar",2,"Deposited"
"10.1101/139139","10.1093/molbev/msx265",2017-10-09,"Interdependence, reflexivity, fidelity, impedance matching, and the evolution of genetic coding","molecular biology and evolution",18,"J","ar",2,"Deposited"
"10.1101/007336","10.1371/journal.pone.0113899",2014-12-02,"Saccharomyces cerevisiae mitochondria are required for optimal attractiveness to Drosophila melanogaster","plos one",NA,"J","ar",3,"Deposited"
"10.1101/032581","10.1534/genetics.115.185454",2016-02-27,"MTE1 functions with MPH1 in double-strand break repair","genetics",11,"J","ar",8,"Deposited"
"10.1101/029918","10.1098/rsif.2016.0121",2016-05-04,"Apoptosis in snowflake yeast: Novel trait, or side effect of toxic waste?","journal of the royal society interface",NA,"J","ar",3,"Deposited"
"10.1101/144162","10.1371/journal.pone.0189875",2017-12-20,"Accurate and fast feature selection workflow for high-dimensional omics data","plos one",NA,"J","ar",5,"Deposited"
"10.1101/164533","10.18632/oncotarget.21732",2017-10-11,"PIK3CAH1047R-induced paradoxical ERK activation results in resistance to BRAFV600E specific inhibitors in BRAFV600E PIK3CAH1047R double mutant thyroid tumors","oncotarget",16,"J","ar",7,"Deposited"
"10.1101/196238","10.1242/jcs.207134",2017-12-15,"Functional analyses of the CIF1-CIF2 complex in trypanosomes identify the structural motifs required for cytokinesis","journal of cell science",12,"J","ar",7,"Deposited"
"10.1101/123026","10.7554/elife.27402",2017-09-08,"Characterisation of the biflavonoid hinokiflavone as a pre-mrna splicing modulator that inhibits senp","elife",NA,"J","ar",9,"Deposited"
"10.1101/196121","10.1371/journal.pone.0188406",2017-11-15,"indCAPS: A tool for designing screening primers for CRISPR/Cas9 mutagenesis events","plos one",NA,"J","ar",3,"Deposited"
"10.1101/045070","10.1038/s41598-017-13665-w",2017-10-13,"Controlling for Confounding Effects in Single Cell RNA Sequencing Studies Using both Control and Target Genes","scientific reports",NA,"J","ar",2,"Deposited"
"10.1101/087775","10.1186/s13059-017-1334-8",2017-11-07,"f-scLVM: Scalable and versatile factor analysis for single-cell RNA-seq","genome biology",NA,"J","ar",5,"Deposited"
"10.1101/138057","10.1111/1758-2229.12575",2017-08-11,"Yeasts dominate soil fungal communities in three lowland Neotropical rainforests","environmental microbiology reports",8,"J","ar",5,"Deposited"
"10.1101/014522","10.1371/journal.pone.0120268",2015-03-25,"A unique HMG-Box domain of mouse maelstrom binds structured RNA but not double stranded DNA","plos one",NA,"J","ar",2,"Deposited"
"10.1101/132241","10.1016/j.cmet.2017.08.006",2017-09-05,"Global Analysis of Plasma Lipids Identifies Liver-Derived Acylcarnitines as a Fuel Source for Brown Fat Thermogenesis","cell metabolism",521999492,"J","ar",18,"Deposited"
"10.1101/107086","10.7554/elife.26255",2017-07-25,"Genome-wide identification of lineage and locus specific variation associated with pneumococcal carriage duration","elife",NA,"J","ar",8,"Deposited"
"10.1101/073577","10.1111/2041-210x.12856",2017-07-24,"An efficient extension of N-mixture models for multi-species abundance estimation","methods in ecology and evolution",14,"J","ar",4,"Deposited"
"10.1101/152280","10.2807/1560-7917.es.2017.22.28.30572",2017-07-27,"International risk of yellow fever spread from the ongoing outbreak in Brazil, December 2016 to May 2017","eurosurveillance",4,"J","ar",9,"Deposited"
"10.1101/083998","10.1093/nar/gkx174",2017-03-06,"Mocap: Large-scale inference of transcription factor binding sites from chromatin accessibility","nucleic acids research",15,"J","ar",5,"Deposited"
"10.1101/075002","10.1073/pnas.1618744114",2017-04-26,"Density dependence in demography and dispersal generates fluctuating invasion speeds","proceedings of the national academy of sciences of the united states of america",6,"J","ar",5,"Deposited"
"10.1101/037259","10.1093/nar/gkw1321",2016-12-19,"High-throughput identification of C/D box snoRNA targets with CLIP and RiboMeth-seq","nucleic acids research",13,"J","ar",7,"Deposited"
"10.1101/066662","10.1111/1365-2664.12883",2017-02-08,"Examining the occupancy?density relationship for a low-density carnivore","journal of applied ecology",10,"J","ar",4,"Deposited"
"10.1101/018325","10.1073/pnas.1519159112",2015-10-20,"Genetic basis of transcriptome diversity in Drosophila melanogaster","proceedings of the national academy of sciences of the united states of america",10,"J","ar",8,"Deposited"
"10.1101/008920","10.3389/fncom.2015.00095",2015-07-28,"Mechanisms for multiple activity modes of VTA dopamine neurons","frontiers in computational neuroscience",17,"J","ar",3,"Deposited"
"10.1101/028324","10.1016/j.ympev.2017.02.008",2017-02-09,"Mitochondrial introgression suggests extensive ancestral hybridization events among Saccharomyces species","molecular phylogenetics and evolution",12,"J","ar",7,"Deposited"
"10.1101/014944","10.1038/srep10853",2015-06-08,"Mitochondrial genomes of giant deers suggest their late survival in central Europe","scientific reports",NA,"J","ar",9,"Deposited"
"10.1101/001289","10.1371/journal.pbio.1002000",2014-11-18,"An Adaptive Threshold in Mammalian Neocortical Evolution","plos biology",15,"J","ar",5,"Deposited"
"10.1101/059204","10.1534/genetics.116.188870",2016-08-11,"Navigating the phenotype frontier: The monarch initiative","genetics",5,"J","ar",26,"Deposited"
"10.1101/212175","10.1128/mbio.01979-17",2017-12-13,"Detection of cytosolic shigella flexneri via a C-terminal triple-arginine motif of GBP1 inhibits actin-based motility","mbio",NA,"J","ar",9,"Deposited"
"10.1101/090894","10.1086/692542",2017-06-29,"Modeling adaptive and nonadaptive responses of populations to environmental change","american naturalist",24,"J","ar",7,"Deposited"
"10.1101/064774","10.1111/1365-2656.12756",2017-09-15,"A cascade of destabilizations: Combining Wolbachia and Allee effects to eradicate insect pests","journal of animal ecology",14,"J","ar",3,"Deposited"
"10.1101/126508","10.15252/embj.201797077",2017-10-17,"Combinatorial regulation of the balance between dynein microtubule end accumulation and initiation of directed motility","embo journal",18,"J","ar",5,"Deposited"
"10.1101/142943","10.1038/s41467-017-01122-1",2017-10-12,"OCT4 impedes cell fate redirection by the melanocyte lineage master regulator MITF in mouse ESCs","nature communications",NA,"J","ar",13,"Deposited"
"10.1101/038554","10.1038/srep23257",2016-03-18,"Predicting protein thermal stability changes upon point mutations using statistical potentials: Introducing HoTMuSiC","scientific reports",NA,"J","ar",3,"Deposited"
"10.1101/022962","10.1016/j.celrep.2015.11.051",2015-12-18,"Nanoscale Architecture of the Axon Initial Segment Reveals an Organized and Robust Scaffold","cell reports",13,"J","ar",6,"Deposited"
"10.1101/152272","10.1002/2211-5463.12269",2017-07-22,"t-Darpp is an elongated monomer that binds calcium and is phosphorylated by cyclin-dependent kinases 1 and 5","febs open bio",10,"J","ar",12,"Deposited"
"10.1101/085605","10.1016/j.jneumeth.2017.08.021",2017-08-31,"Phase-coherence classification: A new wavelet-based method to separate local field potentials into local (in)coherent and volume-conducted components","journal of neuroscience methods",15,"J","ar",6,"Deposited"
"10.1101/114983","10.3389/fcimb.2017.00227",2017-05-31,"Transcriptomic Profiling of High-Density Giardia Foci Encysting in the Murine Proximal Intestine","frontiers in cellular and infection microbiology",NA,"J","ar",7,"Deposited"
"10.1101/126417","10.1371/journal.pgen.1006868",2017-07-03,"Evolution and multiple roles of the Pancrustacea specific transcription factor zelda in insects","plos genetics",NA,"J","ar",9,"Deposited"
"10.1101/093500","10.1523/jneurosci.3929-16.2017",2017-06-30,"The triple-flash illusion reveals a driving role of alpha-band reverberations in visual perception","journal of neuroscience",12,"J","ar",3,"Deposited"
"10.1101/110213","10.1093/bioinformatics/btx155",2017-03-22,"IcyTree: Rapid browser-based visualization for phylogenetic trees and networks","bioinformatics",3,"J","ar",1,"Deposited"
"10.1101/128918","10.1016/j.neuroimage.2017.08.022",2017-08-09,"Audio-visual synchrony and spatial attention enhance processing of dynamic visual stimulation independently and in parallel: A frequency-tagging study","neuroimage",11,"J","ar",5,"Deposited"
"10.1101/119032","10.1098/rspb.2017.0631",2017-07-12,"The physical boundaries of public goods cooperation between surface-attached bacterial cells","proceedings of the royal society b: biological sciences",NA,"J","ar",2,"Deposited"
"10.1101/119131","10.1186/s12859-017-1759-9",2017-07-21,"CRISPulator: A discrete simulation tool for pooled genetic screens","bmc bioinformatics",NA,"J","ar",2,"Deposited"
"10.1101/064329","10.1534/g3.117.040683",2017-05-04,"Assessment of single cell RNA-seq normalization methods","g3: genes, genomes, genetics",7,"J","ar",3,"Deposited"
"10.1101/012906","10.1186/s12864-015-1650-x",2015-06-10,"Expansion of the HSFY gene family in pig lineages","bmc genomics",NA,"J","ar",11,"Deposited"
"10.1101/089953","10.3389/fgene.2017.00026",2017-03-13,"Temporal genetic dynamics of an experimental, biparental field population of Phytophthora capsici","frontiers in genetics",NA,"J","ar",4,"Deposited"
"10.1101/056614","10.1186/s40168-017-0244-z",2017-03-23,"Proteobacteria explain significant functional variability in the human gut microbiome","microbiome",NA,"J","ar",2,"Deposited"
"10.1101/012443","10.1038/nn.4545",2017-04-10,"The neural correlates of dreaming","nature neuroscience",7,"J","ar",9,"Deposited"
"10.1101/013664","10.1186/s12881-015-0236-4",2015-10-08,"Relationships between putative G-quadruplex-forming sequences, RecQ helicases, and transcription","bmc medical genetics",NA,"J","ar",2,"Deposited"
"10.1101/010900","10.1038/tpj.2015.5",2015-03-03,"Establishing the characteristics of an effective pharmacogenetic test for clozapine-induced agranulocytosis","pharmacogenomics journal",6,"J","ar",5,"Deposited"
"10.1101/012864","10.1534/genetics.115.178384",2015-06-17,"A biophysical approach to predicting protein?DNA binding energetics","genetics",13,"J","ar",2,"Deposited"
"10.1101/024257","10.1186/s12864-016-3440-5",2017-01-13,"Single genome retrieval of context-dependent variability in mutation rates for human germline","bmc genomics",NA,"J","ar",2,"Deposited"
"10.1101/072066","10.1002/ece3.2628",2016-12-20,"Remating responses are consistent with male postcopulatory manipulation but not reinforcement in D. pseudoobscura","ecology and evolution",9,"J","ar",3,"Deposited"
"10.1101/076182","10.1016/j.jtherbio.2016.11.013",2016-11-20,"A critical review of the use and performance of different function types for modeling temperature-dependent development of arthropod larvae","journal of thermal biology",13,"J","ar",1,"Deposited"
"10.1101/051417","10.1126/science.aag0299",2016-11-03,"Mutational signatures associated with tobacco smoking in human cancer","science",5,"J","ar",14,"Deposited"
"10.1101/207621","10.1093/gerona/glx214",2017-11-01,"Delirium, Frailty, and Mortality: Interactions in a Prospective Study of Hospitalized Older People","journals of gerontology - series a biological sciences and medical sciences",4,"J","ar",6,"Deposited"
"10.1101/002311","10.1152/jn.00221.2014",2014-08-21,"The organization and dynamics of corticostriatal pathways link the medial orbitofrontal cortex to future behavioral responses","journal of neurophysiology",13,"J","ar",1,"Deposited"
"10.1101/034959","10.1371/journal.pgen.1006171",2016-07-21,"Host-Pathogen Coevolution and the Emergence of Broadly Neutralizing Antibodies in Chronic Infections","plos genetics",23,"J","ar",3,"Deposited"
"10.1101/221960","10.1126/science.aao4426",2017-12-07,"Aging and neurodegeneration are associated with increased mutations in single human neurons","science",5,"J","ar",17,"Deposited"
"10.1101/156182","10.1063/1.5000742",2017-11-03,"48-spot single-molecule FRET setup with periodic acceptor excitation","journal of chemical physics",NA,"J","ar",9,"Deposited"
"10.1101/143172","10.1038/s41598-017-12884-5",2017-10-26,"Sleep Benefits Memory for Semantic Category Structure while Preserving Exemplar-Specific Information","scientific reports",NA,"J","ar",6,"Deposited"
"10.1101/127639","10.1093/infdis/jix329",2017-07-11,"A Zebrafish Model of Mycobacterium leprae Granulomatous Infection","journal of infectious diseases",4,"J","ar",3,"Deposited"
"10.1101/023911","10.1186/s13059-016-0925-0",2016-04-30,"ChromNet: Learning the human chromatin network from all ENCODE ChIP-seq data","genome biology",NA,"J","ar",6,"Deposited"
"10.1101/029041","10.1093/nar/gkw120",2016-03-01,"Robust classification of protein variation using structural modelling and large-scale data integration","nucleic acids research",13,"J","ar",7,"Deposited"
"10.1101/030296","10.1105/tpc.15.00637",2016-01-14,"Reconstitution of CO2 regulation of SLAC1 anion channel and function of CO2-permeable PIP2;1 aquaporin as CARBONIC ANHYDRASE4 interactor","plant cell",15,"J","ar",8,"Deposited"
"10.1101/130104","10.1371/journal.pgen.1006941",2017-07-31,"Dynactin binding to tyrosinated microtubules promotes centrosome centration in C. elegans by enhancing dynein-mediated organelle transport","plos genetics",NA,"J","ar",6,"Deposited"
"10.1101/057935","10.1002/jor.23575",2017-04-07,"Intraoperative biomechanics of lumbar pedicle screw loosening following successful arthrodesis","journal of orthopaedic research",9,"J","ar",6,"Deposited"
"10.1101/057927","10.1016/j.jtbi.2017.06.037",2017-06-28,"Modeling the synergistic elimination of bacteria by phage and the innate immune system","journal of theoretical biology",12,"J","ar",2,"Deposited"
"10.1101/082164","10.1016/j.molp.2017.04.004",2017-04-22,"Arabidopsis MADS-Box Transcription Factor AGL21 Acts as Environmental Surveillance of Seed Germination by Regulating ABI5 Expression","molecular plant",12,"J","ar",7,"Deposited"
"10.1101/092239","10.1371/journal.pone.0174886",2017-04-19,"Revising mtDNA haplotypes of the ancient Hungarian conquerors with next generation sequencing","plos one",NA,"J","ar",11,"Deposited"
"10.1101/073650","10.1111/1462-2920.13735",2017-03-29,"Five years investigation of female and male genotypes in perigord black truffle (Tuber melanosporum Vittad.) revealed contrasted reproduction strategies","environmental microbiology",12,"J","ar",11,"Deposited"
"10.1101/101873","10.1093/database/bax021",2017-02-22,"Literature consistency of bioinformatics sequence databases is effective for assessing record quality","database",NA,"J","ar",3,"Deposited"
"10.1101/013821","10.1534/genetics.115.180356",2015-07-10,"Auxin and tryptophan homeostasis are facilitated by the ISS1/VAS1 aromatic aminotransferase in Arabidopsis","genetics",15,"J","ar",12,"Deposited"
"10.1101/076422","10.1371/journal.pntd.0005274",2017-01-09,"Whole Genome Sequence Analysis of Salmonella Typhi Isolated in Thailand before and after the Introduction of a National Immunization Program","plos neglected tropical diseases",NA,"J","ar",11,"Deposited"
"10.1101/026559","10.1371/journal.pcbi.1004972",2016-08-18,"Intercellular Variability in Protein Levels from Stochastic Expression and Noisy Cell Cycle Processes","plos computational biology",23,"J","ar",4,"Deposited"
"10.1101/002766","10.1186/1471-2164-15-966",2014-11-08,"A novel approach for multi-domain and multi-gene family identification provides insights into evolutionary dynamics of disease resistance genes in core eudicot plants","bmc genomics",NA,"J","ar",5,"Deposited"
"10.1101/124834","10.1093/molbev/msx301",2017-11-19,"Sex differences in 20-hydroxyecdysone hormone levels control sexual dimorphism in bicyclus anynana wing patterns","molecular biology and evolution",8,"J","ar",9,"Deposited"
"10.1101/004440","10.1073/pnas.1417664111",2014-11-27,"Evolution in changing environments: Modifiers of mutation, recombination, and migration","proceedings of the national academy of sciences of the united states of america",6,"J","ar",3,"Deposited"
"10.1101/048199","10.1016/j.jtbi.2016.08.023",2016-08-20,"Conformal growth of Arabidopsis leaves","journal of theoretical biology",12,"J","ar",1,"Deposited"
"10.1101/021972","10.1534/genetics.115.180034",2016-01-07,"On the identifiability of transmission dynamic models for infectious diseases","genetics",8,"J","ar",4,"Deposited"
"10.1101/016519","10.1186/s13742-015-0076-3",2015-08-03,"LINKS: Scalable, alignment-free scaffolding of draft genomes with long reads","gigascience",NA,"J","ar",7,"Deposited"
"10.1101/114256","10.1093/jee/tox262",2017-08-31,"Sublethal Effects of the Neonicotinoid Insecticide Thiamethoxam on the Transcriptome of the Honey Bees (Hymenoptera: Apidae)","journal of economic entomology",7,"J","ar",5,"Deposited"
"10.1101/108597","10.1371/journal.pcbi.1005752",2017-11-03,"mixOmics: An R package for `omics feature selection and multiple data integration","plos computational biology",NA,"J","ar",4,"Deposited"
"10.1101/110056","10.1038/s41598-017-14767-1",2017-10-24,"A cell based, high throughput assay for quantitative analysis of Hedgehog pathway activation using a Smoothened activation sensor","scientific reports",NA,"J","ar",2,"Deposited"
"10.1101/168823","10.1158/0008-5472.can-17-0564",2017-07-21,"Mathematical modeling of tumor?tumor distant interactions supports a systemic control of tumor growth","cancer research",11,"J","ar",5,"Deposited"
"10.1101/098434","10.1038/s41564-017-0038-x",2017-10-06,"D-Alanylation of teichoic acids contributes to Lactobacillus plantarum-mediated Drosophila growth during chronic undernutrition","nature microbiology",13,"J","ar",12,"Deposited"
"10.1101/088864","10.1038/ismej.2017.89",2017-06-06,"Ubiquity and quantitative significance of bacterioplankton lineages inhabiting the oxygenated hypolimnion of deep freshwater lakes","isme journal",15,"J","ar",6,"Deposited"
"10.1101/151894","10.1534/genetics.117.300221",2017-09-01,"Cross-species Y chromosome function between malaria vectors of the Anopheles gambiae species complex","genetics",12,"J","ar",12,"Deposited"
"10.1101/106468","10.1038/s41467-017-00443-5",2017-08-23,"Using ALoFT to determine the impact of putative loss-of-function variants in protein-coding genes","nature communications",NA,"J","ar",9,"Deposited"
"10.1101/041376","10.2112/jcoastres-d-16-00125.1",2017-03-29,"The phenology of sand crabs, lepidopa benedicti (Decapoda: Albuneidae)","journal of coastal research",7,"J","ar",1,"Deposited"
"10.1101/140566","10.1124/jpet.117.241042",2017-06-24,"Cebranopadol blocks the escalation of cocaine intake and conditioned reinstatement of cocaine seeking in rats","journal of pharmacology and experimental therapeutics",7,"J","ar",6,"Deposited"
"10.1101/016667","10.1111/evo.12928",2016-04-25,"The evolution of cooperation by the Hankshaw effect","evolution; international journal of organic evolution",10,"J","ar",4,"Deposited"
"10.1101/110197","10.7554/elife.26437",2017-06-09,"A novel twelve class fluctuation test reveals higher than expected mutation rates for influenza A viruses","elife",NA,"J","ar",3,"Deposited"
"10.1101/127183","10.1016/j.bpj.2017.06.002",2017-07-25,"The Unique Protein-to-Protein Carotenoid Transfer Mechanism","biophysical journal",13,"J","ar",10,"Deposited"
"10.1101/075309","10.1371/journal.pcbi.1005443",2017-03-27,"Geometry can provide long-range mechanical guidance for embryogenesis","plos computational biology",NA,"J","ar",6,"Deposited"
"10.1101/087965","10.1128/mbio.02103-16",2017-02-01,"The type IVa pilus machinery is recruited to sites of future cell division","mbio",NA,"J","ar",7,"Deposited"
"10.1101/029538","10.1016/j.ygeno.2015.12.006",2016-01-05,"Robust and stable gene selection via Maximum-Minimum Correntropy Criterion","genomics",5,"J","ar",4,"Deposited"
"10.1101/047308","10.1111/tpj.13415",2016-11-08,"Araport11: a complete reannotation of the Arabidopsis thaliana reference genome","plant journal",16,"J","ar",6,"Deposited"
"10.1101/085506","10.1016/j.neuroimage.2016.11.005",2016-11-23,"Predicting brain-age from multimodal imaging data captures cognitive impairment","neuroimage",10,"J","ar",17,"Deposited"
"10.1101/068247","10.1016/j.meegid.2016.12.006",2016-12-09,"Extensive genetic diversity among populations of the malaria mosquito Anopheles moucheti revealed by population genomics","infection, genetics and evolution",7,"J","ar",4,"Deposited"
"10.1101/052803","10.1186/s13059-016-1114-x",2016-12-17,"A novel independence test for somatic alterations in cancer shows that biology drives mutual exclusivity but chance explains most co-occurrence","genome biology",NA,"J","ar",3,"Deposited"
"10.1101/033134","10.1371/journal.pone.0166755",2016-12-15,"Improved genetic profiling of anthropometric traits using a big data approach","plos one",NA,"J","ar",4,"Deposited"
"10.1101/032979","10.1098/rsbl.2015.0983",2016-04-13,"Urbanization shapes the demographic history of a native rodent (the white-footed mouse, Peromyscus leucopus) in New York City","biology letters",NA,"J","ar",7,"Deposited"
"10.1101/034108","10.1093/bioinformatics/btw137",2016-03-11,"ChromPlot: Visualization of genomic data in chromosomal context","bioinformatics",3,"J","ar",2,"Deposited"
"10.1101/151290","10.1093/hmg/ddx391",2017-10-28,"Mining DNA methylation alterations towards a classification of placental pathologies","human molecular genetics",12,"J","ar",4,"Deposited"
"10.1101/185603","10.1002/hbm.23913",2017-12-09,"Task-related effective connectivity reveals that the cortical rich club gates cortex-wide communication","human brain mapping",17,"J","ar",6,"Deposited"
"10.1101/011320","10.1038/nbt.3594",2016-06-27,"Wide field-of-view, multi-region, two-photon imaging of neuronal activity in the mammalian brain","nature biotechnology",6,"J","ar",4,"Deposited"
"10.1101/040394","10.1371/journal.pcbi.1004888",2016-05-04,"Identifying Network Perturbation in Cancer","plos computational biology",30,"J","ar",4,"Deposited"
"10.1101/048629","10.1186/s13059-017-1379-8",2017-12-28,"Bidirectional transcription initiation marks accessible chromatin and is not specific to enhancers","genome biology",NA,"J","ar",4,"Deposited"
"10.1101/190538","10.1083/jcb.201610057",2017-11-20,"Receptor-mediated Drp1 oligomerization on endoplasmic reticulum","journal of cell biology",17,"J","ar",6,"Deposited"
"10.1101/044107","10.1038/s41588-017-0004-9",2017-12-06,"Annotation-free quantification of RNA splicing using LeafCutter","nature genetics",8,"J","ar",7,"Deposited"
"10.1101/210286","10.1002/prot.25439",2017-12-13,"Effects of force fields on the conformational and dynamic properties of amyloid ?(1-40) dimer explored by replica exchange molecular dynamics simulations","proteins: structure, function and bioinformatics",22,"J","ar",4,"Deposited"
"10.1101/154294","10.1126/science.aao0960",2017-11-21,"Natural selection shaped the rise and fall of passenger pigeon genomic diversity","science",4,"J","ar",24,"Deposited"
"10.1101/102350","10.1186/s12918-017-0474-5",2017-10-26,"Genotype-driven identification of a molecular network predictive of advanced coronary calcium in ClinSeq? and Framingham Heart Study cohorts","bmc systems biology",NA,"J","ar",6,"Deposited"
"10.1101/024356","10.1016/j.celrep.2016.02.025",2016-03-05,"Landscape and Dynamics of Transcription Initiation in the Malaria Parasite Plasmodium falciparum","cell reports",13,"J","ar",5,"Deposited"
"10.1101/130419","10.1101/gr.210666.116",2017-07-07,"Statistically robust methylation calling for wholetranscriptome bisulfite sequencing reveals distinct methylation patterns for mouse RNAs","genome research",8,"J","ar",7,"Deposited"
"10.1101/133405","10.1111/1755-0998.12701",2017-07-31,"Carrion fly-derived DNA metabarcoding is an effective tool for mammal surveys: Evidence from a known tropical mammal community","molecular ecology resources",13,"J","ar",10,"Deposited"
"10.1101/077750","10.1186/s13059-017-1284-1",2017-08-04,"SuperTranscripts: A data driven reference for analysis and visualisation of transcriptomes","genome biology",NA,"J","ar",3,"Deposited"
"10.1101/110395","10.1016/j.heliyon.2017.e00349",2017-07-26,"Replication and characterization of CADM2 and MSRA genes on human behavior","heliyon",NA,"J","ar",30,"Deposited"
"10.1101/061739","10.7554/elife.23203",2017-06-27,"Simultaneous measurement of chromatin accessibility, DNA methylation, and nucleosome phasing in single cells","elife",NA,"J","ar",1,"Deposited"
"10.1101/094128","10.1016/j.neuron.2017.06.024",2017-07-06,"The Contribution of Area MT to Visual Motion Perception Depends on Training","neuron",445565,"J","ar",2,"Deposited"
"10.1101/037911","10.1093/database/baw138",2016-09-29,"IRNdb: The database of immunologically relevant non-coding RNAs","database",NA,"J","ar",8,"Deposited"
"10.1101/086652","10.1126/science.aaf1292",2017-03-10,"T cell costimulatory receptor CD28 is a primary target for PD-1-mediated inhibition","science",6,"J","ar",11,"Deposited"
"10.1101/019554","10.3732/ajb.1500229",2015-11-06,"Shifts in diversification rates linked to biogeographic movement into new areas: An example of a recent radiation in the andes","american journal of botany",16,"J","ar",2,"Deposited"
"10.1101/007849","10.1016/j.ympev.2015.08.026",2015-09-08,"A codon model of nucleotide substitution with selection on synonymous codon usage","molecular phylogenetics and evolution",8,"J","ar",4,"Deposited"
"10.1101/015875","10.1016/j.mgene.2015.07.006",2015-07-26,"Mutation rate estimation for 15 autosomal STR loci in a large population from Mainland China","meta gene",7,"J","ar",8,"Deposited"
"10.1101/026278","10.1038/srep43054",2017-02-23,"Modeling Continuous Admixture Using Admixture-Induced Linkage Disequilibrium","scientific reports",NA,"J","ar",3,"Deposited"
"10.1101/082610","10.1111/ejn.13532",2017-02-08,"Neuronal responses support a role for orbitofrontal cortex in cognitive set reconfiguration","european journal of neuroscience",12,"J","ar",4,"Deposited"
"10.1101/018754","10.1093/nar/gkw684",2016-08-04,"Dissecting relative contributions of cis-and trans-determinants to nucleosome distribution by comparing Tetrahymena macronuclear and micronuclear chromatin","nucleic acids research",15,"J","ar",10,"Deposited"
"10.1101/031815","10.1093/bioinformatics/btw327",2016-06-10,"Pong: Fast analysis and visualization of latent clusters in population genetic data","bioinformatics",7,"J","ar",5,"Deposited"
"10.1101/010710","10.1186/s12864-015-1264-3",2015-02-20,"Extrapolating histone marks across developmental stages, tissues, and species: An enhancer prediction case study","bmc genomics",NA,"J","ar",1,"Deposited"
"10.1101/143057","10.7554/elife.28307",2017-12-29,"Cell-accurate optical mapping across the entire developing heart","elife",NA,"J","ar",6,"Deposited"
"10.1101/042382","10.1371/journal.pntd.0004817",2016-06-22,"ZIKV ? CDB: A Collaborative Database to Guide Research Linking SncRNAs and ZIKA Virus Disease Symptoms","plos neglected tropical diseases",NA,"J","ar",10,"Deposited"
