"PREPRINT_DOI","ARTICLE_DOI","GENDER"
"10.1101/048553","10.1371/journal.pgen.1006384","male"
"10.1101/048884","10.1534/g3.116.030262","male"
"10.1101/013656","10.1016/j.ajhg.2015.01.003","female"
"10.1101/132001","10.1093/bioinformatics/btx461","male"
"10.1101/154724","10.1093/gigascience/gix102","male"
"10.1101/155135","10.1093/bioinformatics/btx578","female"
"10.1101/039370","10.1098/rsif.2016.0296","male"
"10.1101/044180","10.3389/fpsyg.2016.00850","female"
"10.1101/024612","10.1038/ncomms11881","male"
"10.1101/089961","10.1186/s13756-017-0277-x","male"
"10.1101/119834","10.15252/msb.20177651","male"
"10.1101/160549","10.1371/journal.pone.0189602","female"
"10.1101/119156","10.1111/mec.14252","male"
"10.1101/153809","10.1038/s41598-017-11237-6","female"
"10.1101/095893","10.1186/s12915-017-0416-0","male"
"10.1101/068585","10.1038/tp.2017.72","unknown"
"10.1101/136887","10.1152/jn.00240.2017","male"
"10.1101/110643","10.1093/cercor/bhx135","unknown"
"10.1101/083659","10.15252/embr.201643587","male"
"10.1101/011767","10.1371/journal.pcbi.1005515","male"
"10.1101/099051","10.7554/elife.25073","male"
"10.1101/071316","10.1016/j.heliyon.2017.e00303","male"
"10.1101/094862","10.3390/jpm7020003","female"
"10.1101/080341","10.1101/gr.215038.116","female"
"10.1101/097592","10.1371/journal.pone.0174918","male"
"10.1101/010769","10.1093/gbe/evv062","female"
"10.1101/007476","10.1093/bioinformatics/btv317","female"
"10.1101/081166","10.1038/srep43293","male"
"10.1101/075853","10.1016/j.neuroimage.2016.10.045","male"
"10.1101/022533","10.1111/ecog.02441","male"
"10.1101/011437","10.1534/genetics.114.172742","male"
"10.1101/016154","10.1534/g3.114.011411","male"
"10.1101/003178","10.1093/bioinformatics/btu770","male"
"10.1101/049841","10.1186/s13062-016-0159-9","male"
"10.1101/044982","10.1093/nar/gkw457","male"
"10.1101/136812","10.1021/acssynbio.7b00122","male"
"10.1101/003293","10.1101/gad.241422.114","male"
"10.1101/056937","10.1016/j.gdata.2016.05.012","male"
"10.1101/027342","10.1093/bioinformatics/btw018","male"
"10.1101/139295","10.1371/journal.pone.0190238","male"
"10.1101/103283","10.3389/fmolb.2017.00040","male"
"10.1101/134718","10.1101/gr.224626.117","male"
"10.1101/140731","10.1038/nature24634","male"
"10.1101/184317","10.1101/gad.306324.117","male"
"10.1101/162677","10.1038/s41467-017-02144-5","female"
"10.1101/085126","10.1086/693856","male"
"10.1101/124271","10.1021/acssynbio.7b00112","male"
"10.1101/066050","10.1128/msystems.00117-16","female"
"10.1101/135913","10.1038/s41598-017-10697-0","male"
"10.1101/169953","10.1073/pnas.1619897114","male"
"10.1101/128686","10.1534/g3.117.300141","female"
"10.1101/033605","10.1093/jxb/erw096","male"
"10.1101/006056","10.1186/1471-2164-15-1074","male"
"10.1101/055178","10.1093/nar/gkx137","female"
"10.1101/105403","10.1523/jneurosci.0323-17.2017","female"
"10.1101/224949","10.1162/jocn_a_01142","male"
"10.1101/074567","10.1038/s41467-017-00249-5","male"
"10.1101/095380","10.1111/acel.12626","male"
"10.1101/073981","10.1088/1478-3975/aa5fc3","unknown"
"10.1101/018705","10.1371/journal.pone.0143196","male"
"10.1101/020875","10.1038/ng.3471","male"
"10.1101/029207","10.1371/journal.pgen.1005751","male"
"10.1101/011809","10.1038/ng.3464","female"
"10.1101/087403","10.7554/elife.18566","female"
"10.1101/081109","10.1038/srep41570","male"
"10.1101/069716","10.1016/j.ygcen.2017.01.019","male"
"10.1101/007807","10.7554/elife.05896","male"
"10.1101/032201","10.1038/ncomms13582","male"
"10.1101/179093","10.1371/journal.pbio.2004050","female"
"10.1101/004887","10.1080/17513758.2014.962631","male"
"10.1101/042408","10.3934/mbe.2016038","female"
"10.1101/043091","10.1371/journal.pgen.1006063","male"
"10.1101/116301","10.1186/s12711-017-0361-y","male"
"10.1101/161596","10.1242/jeb.166371","male"
"10.1101/056515","10.1371/journal.pone.0189067","male"
"10.1101/165456","10.1038/s41598-017-16638-1","male"
"10.1101/165373","10.1007/s00401-017-1789-4","female"
"10.1101/174375","10.1038/s41598-017-13901-3","female"
"10.1101/135756","10.1038/s41598-017-13916-w","unknown"
"10.1101/164657","10.1016/j.str.2017.10.004","female"
"10.1101/135301","10.1186/s13148-017-0414-7","male"
"10.1101/128371","10.1104/pp.17.01086","female"
"10.1101/083857","10.1371/journal.pcbi.1005768","male"
"10.1101/120857","10.7554/elife.26653","male"
"10.1101/142778","10.1115/1.4037937","male"
"10.1101/021600","10.1093/molbev/msv236","male"
"10.1101/060053","10.1007/s00792-017-0956-9","male"
"10.1101/048033","10.1111/evo.12999","male"
"10.1101/090084","10.1093/molbev/msx154","male"
"10.1101/098814","10.1242/dev.148940","female"
"10.1101/091306","10.1021/acssynbio.6b00361","female"
"10.1101/069484","10.7717/peerj.3558","male"
"10.1101/077388","10.1007/s11538-017-0267-4","male"
"10.1101/016063","10.1093/bioinformatics/btv478","male"
"10.1101/020917","10.1016/j.jsb.2015.08.008","female"
"10.1101/072413","10.7554/elife.21887","male"
"10.1101/023366","10.1038/ncomms14370","male"
"10.1101/085571","10.1371/journal.pgen.1006538","male"
"10.1101/084194","10.1016/j.neuroimage.2017.01.001","male"
"10.1101/066340","10.1186/s13072-016-0108-y","male"
"10.1101/069450","10.1016/j.celrep.2016.11.028","female"
"10.1101/063313","10.1098/rsos.160740","unknown"
"10.1101/052381","10.3389/fgene.2016.00217","male"
"10.1101/015925","10.1016/j.ejca.2016.07.024","female"
"10.1101/036657","10.1016/j.ajhg.2016.05.001","male"
"10.1101/086629","10.1093/sysbio/syx065","male"
"10.1101/178392","10.1093/nar/gkx973","male"
"10.1101/054056","10.1371/journal.pcbi.1004987","female"
"10.1101/016469","10.1534/genetics.115.183814","male"
"10.1101/177642","10.1038/nmeth.4435","female"
"10.1101/149450","10.1016/j.neuroscience.2017.11.018","female"
"10.1101/186155","10.1038/s41467-017-02222-8","female"
"10.1101/129767","10.1038/s41598-017-18001-w","male"
"10.1101/162727","10.1002/ece3.3564","male"
"10.1101/080853","10.1242/dev.154971","male"
"10.1101/019521","10.1111/cmi.12530","male"
"10.1101/027888","10.1038/srep21300","female"
"10.1101/125989","10.1242/dev.153239","female"
"10.1101/165654","10.3390/ijms18081709","male"
"10.1101/016493","10.1111/mec.13698","male"
"10.1101/043315","10.1128/msystems.00101-16","male"
"10.1101/015859","10.1016/j.ajhg.2015.09.001","male"
"10.1101/077560","10.1126/science.aak9973","male"
"10.1101/068353","10.1016/j.neuropsychologia.2017.01.029","female"
"10.1101/064519","10.7554/elife.19669","male"
"10.1101/079434","10.1051/mmnp/201611504","unknown"
"10.1101/051177","10.1111/bjh.14413","female"
"10.1101/070128","10.1017/thg.2016.82","male"
"10.1101/063883","10.1093/hmg/ddx424","female"
"10.1101/179788","10.1091/mbc.e17-08-0511","male"
"10.1101/094284","10.1093/bioinformatics/btx221","male"
"10.1101/199034","10.7554/elife.32481","male"
"10.1101/092593","10.1098/rsif.2017.0620","unknown"
"10.1101/005470","10.7717/peerj.588","male"
"10.1101/026344","10.1534/genetics.115.183152","female"
"10.1101/154930","10.1523/eneuro.0220-17.2017","female"
"10.1101/117663","10.1186/s12864-017-4286-1","male"
"10.1101/043802","10.1371/journal.pcbi.1005851","male"
"10.1101/087619","10.7554/elife.26726","male"
"10.1101/134791","10.1371/journal.pcbi.1005814","unknown"
"10.1101/164491","10.1371/journal.pntd.0005842","female"
"10.1101/094094","10.3389/fmicb.2017.01964","female"
"10.1101/184309","10.1111/psyp.13014","female"
"10.1101/036368","10.1534/g3.116.027060","female"
"10.1101/020719","10.1038/ncomms11307","male"
"10.1101/128363","10.1103/physreve.96.022412","male"
"10.1101/087932","10.1093/bioinformatics/btx166","male"
"10.1101/132860","10.1038/s41598-017-09407-7","female"
"10.1101/096388","10.1038/nmeth.4309","female"
"10.1101/092445","10.1016/j.ajhg.2017.06.010","female"
"10.1101/071415","10.1099/mgen.0.000102","female"
"10.1101/097667","10.7717/peerj.3421","male"
"10.1101/087486","10.1016/j.cels.2017.05.001","male"
"10.1101/091256","10.7554/elife.23687","male"
"10.1101/103705","10.3389/fmicb.2017.00452","male"
"10.1101/021071","10.1016/j.neuron.2015.10.022","male"
"10.1101/009803","10.1086/682948","male"
"10.1101/021766","10.1016/j.bpj.2015.08.019","male"
"10.1101/064618","10.1111/jeb.13000","unknown"
"10.1101/030239","10.1534/g3.116.033514","male"
"10.1101/010504","10.1093/bioinformatics/btv013","male"
"10.1101/014407","10.1371/journal.pone.0124952","male"
"10.1101/087031","10.1152/jn.00398.2017","male"
"10.1101/142323","10.1093/molbev/msx302","male"
"10.1101/193003","10.1111/apa.14181","male"
"10.1101/004234","10.1534/genetics.114.168948","female"
"10.1101/005868","10.1101/cshperspect.a016030","male"
"10.1101/014167","10.1002/pro.2483","female"
"10.1101/101717","10.12688/wellcomeopenres.11896.1","male"
"10.1101/146183","10.3201/eid2401.171393","male"
"10.1101/053033","10.1093/gigascience/gix083","male"
"10.1101/026716","10.1111/rec.12354","male"
"10.1101/122895","10.1371/journal.pgen.1006958","male"
"10.1101/082669","10.1523/jneurosci.3414-16.2017","female"
"10.1101/104786","10.1371/journal.pgen.1006916","male"
"10.1101/104927","10.1242/dev.150136","male"
"10.1101/073171","10.1534/genetics.116.195594","female"
"10.1101/154500","10.1016/j.ydbio.2017.06.030","female"
"10.1101/022723","10.1038/ncomms10408","male"
"10.1101/020347","10.1371/journal.pone.0136487","male"
"10.1101/026971","10.1186/s13059-015-0784-0","male"
"10.1101/016725","10.1038/srep12866","male"
"10.1101/069203","10.1016/j.jtbi.2017.02.007","male"
"10.1101/012591","10.1038/nmeth.3317","male"
"10.1101/051870","10.1098/rstb.2016.0049","female"
"10.1101/038745","10.1093/molbev/msw137","male"
"10.1101/055194","10.1038/nn.4406","male"
"10.1101/211672","10.1083/jcb.201707161","female"
"10.1101/014837","10.1093/molbev/msv194","male"
"10.1101/041061","10.1534/g3.116.028472","male"
"10.1101/156422","10.1038/s41598-017-14330-y","male"
"10.1101/166231","10.1038/s41559-017-0347-8","male"
"10.1101/133140","10.1128/iai.00378-17","female"
"10.1101/157727","10.1126/science.aan5706","female"
"10.1101/139782","10.1016/j.cell.2017.09.026","male"
"10.1101/036269","10.1038/s41598-017-07036-8","male"
"10.1101/057463","10.1088/1478-3975/aa609a","male"
"10.1101/073270","10.1111/aor.12925","male"
"10.1101/088286","10.1158/2326-6066.cir-16-0019","male"
"10.1101/055806","10.1021/acs.jproteome.6b00485","male"
"10.1101/065235","10.7554/elife.19887","female"
"10.1101/053843","10.1534/genetics.116.193912","male"
"10.1101/038000","10.1038/ncomms12428","male"
"10.1101/169177","10.1093/bioinformatics/btx740","female"
"10.1101/123182","10.1038/npp.2017.220","male"
"10.1101/126524","10.1016/j.neuroimage.2017.12.074","female"
"10.1101/140160","10.1242/dev.156786","female"
"10.1101/026740","10.1111/1744-7917.12371","male"
"10.1101/185496","10.1016/j.molcel.2017.09.033","female"
"10.1101/023457","10.1038/hdy.2016.25","male"
"10.1101/014977","10.1093/nar/gkv1089","female"
"10.1101/017103","10.1093/bioinformatics/btv624","male"
"10.1101/109512","10.1016/j.jbiotec.2017.08.007","female"
"10.1101/114454","10.1523/jneurosci.0649-17.2017","male"
"10.1101/090340","10.1242/dev.147637","male"
"10.1101/133298","10.1073/pnas.1706905114","male"
"10.1101/062554","10.1002/gepi.22056","male"
"10.1101/091876","10.1534/genetics.116.198895","female"
"10.1101/117937","10.1111/nph.14624","female"
"10.1101/045955","10.1038/s41598-017-01984-x","female"
"10.1101/102632","10.1534/genetics.116.196451","female"
"10.1101/124842","10.1016/j.jtbi.2017.04.017","female"
"10.1101/066522","10.7554/elife.24119","male"
"10.1101/075028","10.1073/pnas.1615536114","male"
"10.1101/074385","10.1016/j.ajhg.2017.01.017","male"
"10.1101/029322","10.7717/peerj.2771","male"
"10.1101/056200","10.1186/s12859-016-1357-2","male"
"10.1101/009969","10.1016/j.fsigen.2015.05.005","female"
"10.1101/006577","10.1073/pnas.1419956112","male"
"10.1101/013227","10.1038/ng.3710","male"
"10.1101/051946","10.1016/j.bpj.2016.05.034","male"
"10.1101/023879","10.1093/bioinformatics/btw138","male"
"10.1101/118901","10.1002/pmic.201700232","male"
"10.1101/024851","10.1093/molbev/msw036","male"
"10.1101/122937","10.1186/s13059-017-1372-2","male"
"10.1101/163733","10.1128/aac.01603-17","male"
"10.1101/107797","10.1128/mcb.00302-17","male"
"10.1101/141960","10.1038/s41598-017-16550-8","female"
"10.1101/131276","10.1074/jbc.m117.793513","male"
"10.1101/101972","10.7554/elife.29820","male"
"10.1101/146324","10.1098/rsos.170988","male"
"10.1101/157180","10.3389/fncel.2017.00275","male"
"10.1101/142729","10.15252/msb.20177951","male"
"10.1101/157529","10.18632/oncotarget.21258","female"
"10.1101/040741","10.1038/ncomms11568","male"
"10.1101/024935","10.1371/journal.pone.0150002","female"
"10.1101/021238","10.1093/bioinformatics/btv651","male"
"10.1101/076497","10.1002/ecy.1915","male"
"10.1101/098988","10.1038/s41562-017-0072","female"
"10.1101/113696","10.1073/pnas.1702798114","male"
"10.1101/083014","10.1128/mcb.00085-17","unknown"
"10.1101/115741","10.3732/ajb.1700083","male"
"10.1101/068338","10.1101/gr.214346.116","male"
"10.1101/084897","10.1186/s13059-017-1204-4","male"
"10.1101/019893","10.1534/g3.115.018762","female"
"10.1101/078170","10.7717/peerj.2959","male"
"10.1101/102822","10.1016/j.str.2016.12.012","female"
"10.1101/062919","10.1038/srep39921","male"
"10.1101/068098","10.1016/j.jsb.2016.09.006","male"
"10.1101/064246","10.1073/pnas.1611398113","male"
"10.1101/046185","10.1016/j.jep.2016.09.041","male"
"10.1101/006338","10.1186/s13059-014-0553-5","male"
"10.1101/174102","10.1534/g3.117.300495","male"
"10.1101/180125","10.1523/jneurosci.2386-17.2017","male"
"10.1101/177345","10.1128/jvi.01413-17","female"
"10.1101/159111","10.1093/gigascience/gix097","male"
"10.1101/042085","10.1534/g3.116.028878","female"
"10.1101/097774","10.1016/j.neuroimage.2017.09.009","female"
"10.1101/077099","10.3389/fnins.2017.00720","male"
"10.1101/137836","10.1073/pnas.1706365114","male"
"10.1101/011759","10.1186/s12863-014-0131-6","male"
"10.1101/039255","10.1186/s12977-016-0267-8","male"
"10.1101/026005","10.1371/journal.pone.0149575","male"
"10.1101/076570","10.1091/mbc.e16-09-0644","male"
"10.1101/116327","10.1371/journal.pone.0181093","male"
"10.1101/099440","10.1073/pnas.1700062114","female"
"10.1101/102319","10.7554/elife.25364","male"
"10.1101/095802","10.1016/j.cell.2017.05.004","male"
"10.1101/101808","10.1534/g3.117.039693","male"
"10.1101/099606","10.1016/j.molcel.2017.03.001","male"
"10.1101/080788","10.1007/s10822-017-0020-y","male"
"10.1101/029017","10.1371/journal.pcbi.1005339","male"
"10.1101/016345","10.1186/s12864-015-1860-2","female"
"10.1101/006015","10.1093/bioinformatics/btv272","female"
"10.1101/012070","10.1016/j.chom.2015.03.008","female"
"10.1101/030536","10.1016/j.mod.2016.08.001","male"
"10.1101/028555","10.1093/nar/gkw568","female"
"10.1101/049809","10.1093/nar/gkx1115","male"
"10.1101/153445","10.7554/elife.29593","female"
"10.1101/099614","10.1093/beheco/arx135","unknown"
"10.1101/057273","10.1371/journal.pone.0158857","male"
"10.1101/047571","10.3390/v8060155","male"
"10.1101/200592","10.1371/journal.pone.0190384","male"
"10.1101/136598","10.1074/jbc.m117.819144","male"
"10.1101/139956","10.7554/elife.28804","female"
"10.1101/154872","10.1186/s13068-017-0927-5","female"
"10.1101/081216","10.1371/journal.pgen.1007023","female"
"10.1101/030957","10.1104/pp.15.01825","male"
"10.1101/075192","10.1637/11525-110216-reg.1","male"
"10.1101/131607","10.1371/journal.pone.0181127","female"
"10.1101/071282","10.1101/gr.215087.116","male"
"10.1101/009837","10.1093/gbe/evv203","male"
"10.1101/005264","10.1093/sysbio/syv055","male"
"10.1101/018648","10.1093/hmg/ddv309","unknown"
"10.1101/005413","10.1093/nar/gkv137","female"
"10.1101/030148","10.1371/journal.pgen.1006340","male"
"10.1101/033175","10.1093/molbev/msw102","male"
"10.1101/061036","10.1242/jeb.143818","female"
"10.1101/036012","10.1186/s12864-016-3198-9","male"
"10.1101/018531","10.1093/bioinformatics/btw360","male"
"10.1101/002204","10.1038/srep08790","male"
"10.1101/172932","10.1093/nar/gkx1192","female"
"10.1101/133074","10.1111/tra.12543","male"
"10.1101/137372","10.7554/elife.28629","female"
"10.1101/211755","10.1534/genetics.117.300377","female"
"10.1101/048215","10.1186/s13073-016-0319-7","female"
"10.1101/040410","10.1091/mbc.e16-02-0090","male"
"10.1101/142141","10.1021/acs.biochem.7b01170","female"
"10.1101/105684","10.1002/ece3.3438","female"
"10.1101/128728","10.1371/journal.pgen.1007071","male"
"10.1101/111179","10.1016/j.bpj.2017.08.014","male"
"10.1101/002410","10.1038/nn.3669","female"
"10.1101/094615","10.1021/acs.jproteome.7b00288","female"
"10.1101/105288","10.1038/s41467-017-00422-w","female"
"10.1101/027995","10.1016/j.jtbi.2015.12.008","female"
"10.1101/012013","10.1371/journal.pone.0138030","male"
"10.1101/013490","10.1101/gr.191395.115","female"
"10.1101/015115","10.1098/rstb.2014.0243","male"
"10.1101/012666","10.1890/es14-00198.1","male"
"10.1101/018762","10.1038/ncomms12915","male"
"10.1101/032805","10.1534/genetics.115.185264","female"
"10.1101/044636","10.1038/srep32065","male"
"10.1101/000026","10.1371/journal.pgen.1004507","male"
"10.1101/000109","10.1371/journal.pgen.1004439","male"
"10.1101/000125","10.1016/j.ejca.2014.09.006","male"
"10.1101/000141","10.1371/journal.pcbi.1003417","male"
"10.1101/000158","10.1186/1471-2164-15-404","male"
"10.1101/000208","10.1101/gr.161760.113","male"
"10.1101/000265","10.1093/nar/gkw1200","female"
"10.1101/000307","10.1371/journal.pgen.1004277","male"
"10.1101/000422","10.3389/fgene.2014.00002","male"
"10.1101/000430","10.1021/sb400128g","female"
"10.1101/000448","10.1021/sb500234s","male"
"10.1101/000497","10.1186/s13062-016-0156-z","male"
"10.1101/000521","10.1111/evo.12426","male"
"10.1101/000562","10.1007/s11538-014-0024-x","male"
"10.1101/000661","10.1098/rspb.2014.2274","male"
"10.1101/000752","10.1016/j.ajhg.2014.03.017","female"
"10.1101/000760","10.1111/cobi.12291","female"
"10.1101/000778","10.1371/journal.pcbi.1003872","unknown"
"10.1101/000885","10.1021/sb400160m","male"
"10.1101/000893","10.1111/cobi.12551","female"
"10.1101/000943","10.3389/fncir.2014.00019","male"
"10.1101/000950","10.1093/mp/ssu002","female"
"10.1101/000968","10.3389/fnhum.2013.00808","male"
"10.1101/001008","10.15252/msb.20145117","male"
"10.1101/001024","10.1186/s12859-015-0465-8","female"
"10.1101/001073","10.1534/genetics.114.163683","male"
"10.1101/001081","10.1093/bioinformatics/btu157","male"
"10.1101/001107","10.1101/gr.176933.114","female"
"10.1101/001172","10.1093/sysbio/syu017","male"
"10.1101/001198","10.1038/mp.2014.72","unknown"
"10.1101/001230","10.1093/bioinformatics/btv349","female"
"10.1101/001255","10.1007/s10750-014-1881-x","male"
"10.1101/001321","10.1038/onc.2014.319","unknown"
"10.1101/001347","10.1093/molbev/msu276","female"
"10.1101/001370","10.1038/nmeth.3068","male"
"10.1101/001388","10.1093/molbev/msu128","male"
"10.1101/001479","10.3389/fgene.2015.00340","male"
"10.1101/001495","10.1371/journal.pcbi.1003594","male"
"10.1101/001511","10.1534/genetics.115.176842","female"
"10.1101/001529","10.1163/15685373-12342156","male"
"10.1101/001537","10.1017/s0950268814002878","unknown"
"10.1101/001545","10.1186/1471-2105-15-171","female"
"10.1101/001586","10.1016/j.bica.2014.02.001","male"
"10.1101/001610","10.1111/aje.12151","male"
"10.1101/001677","10.1111/oik.01663","female"
"10.1101/001685","10.1186/s13227-015-0014-6","male"
"10.1101/001776","10.1186/1471-2164-15-14","female"
"10.1101/001784","10.1126/science.1250761","female"
"10.1101/001842","10.1098/rspb.2013.2303","female"
"10.1101/001883","10.1093/bioinformatics/btu544","male"
"10.1101/001909","10.1093/hmg/ddu304","unknown"
"10.1101/001917","10.1098/rsif.2014.0339","male"
"10.1101/001941","10.1111/2041-210x.12190","male"
"10.1101/001958","10.1089/cmb.2014.0008","male"
"10.1101/001966","10.1261/rna.045500.114","male"
"10.1101/002006","10.1186/1471-2164-15-1001","female"
"10.1101/002014","10.1093/nar/gkv1546","unknown"
"10.1101/002048","10.1016/j.bpj.2013.12.054","female"
"10.1101/002071","10.1007/s12035-014-8755-0","male"
"10.1101/002121","10.1186/s13326-016-0075-z","female"
"10.1101/002188","10.1186/1471-2164-15-1033","male"
"10.1101/002295","10.1371/journal.pcbi.1003695","male"
"10.1101/002311","10.1152/jn.00476.2014","female"
"10.1101/002337","10.1007/s00248-014-0532-0","female"
"10.1101/002345","10.1371/journal.pgen.1004735","male"
"10.1101/002360","10.1016/j.chemolab.2017.06.004","female"
"10.1101/002386","10.1093/hmg/ddu734","female"
"10.1101/002428","10.1371/journal.pgen.1004556","male"
"10.1101/002469","10.1186/1471-2105-15-s6-s7","female"
"10.1101/002576","10.1093/bioinformatics/btv017","male"
"10.1101/002600","10.1371/journal.pgen.1005134","female"
"10.1101/002618","10.1007/s00251-014-0785-2","male"
"10.1101/002626","10.1101/gad.248864.114","male"
"10.1101/002634","10.1111/ecog.01814","male"
"10.1101/002659","10.1038/nmat3890","male"
"10.1101/002683","10.1098/rstb.2013.0452","male"
"10.1101/002691","10.1016/j.biopsych.2015.02.017","female"
"10.1101/002709","10.1186/1471-2164-15-1016","male"
"10.1101/002725","10.1186/s13059-015-0594-4","male"
"10.1101/002766","10.1186/1471-2164-15-1037","female"
"10.1101/002782","10.1007/s11306-015-0889-1","female"
"10.1101/002816","10.1016/j.ajhg.2014.08.010","male"
"10.1101/002824","10.1093/bioinformatics/btu518","male"
"10.1101/002832","10.1186/s13059-014-0563-3","male"
"10.1101/002865","10.1038/ng.3178","male"
"10.1101/002873","10.1098/rsif.2014.0575","male"
"10.1101/002881","10.1002/cpe.3253","female"
"10.1101/002899","10.1093/molbev/msu154","male"
"10.1101/002923","10.3389/fncom.2014.00171","male"
"10.1101/002931","10.1038/ng.3202","male"
"10.1101/002956","10.1186/s13059-014-0511-2","male"
"10.1101/002964","10.1093/nar/gku1296","male"
"10.1101/002972","10.3389/fbioe.2016.00040","female"
"10.1101/002980","10.1016/j.bpj.2013.12.029","male"
"10.1101/003012","10.1073/pnas.1313713111","male"
"10.1101/003053","10.1073/pnas.1409802111","female"
"10.1101/003087","10.1371/journal.pcbi.1003872","unknown"
"10.1101/003160","10.1007/s00439-014-1445-1","male"
"10.1101/003178","10.1093/bioinformatics/btu743","female"
"10.1101/003210","10.1261/rna.043398.113","female"
"10.1101/003228","10.1111/1365-2664.12303","male"
"10.1101/003285","10.1101/gr.173641.114","male"
"10.1101/003293","10.1101/gad.249599.114","female"
"10.1101/003319","10.1371/journal.pgen.1004750","male"
"10.1101/003327","10.15252/msb.20145304","male"
"10.1101/003335","10.1021/sb500019b","female"
"10.1101/003350","10.1093/gbe/evu168","male"
"10.1101/003368","10.1098/rsif.2014.0119","unknown"
"10.1101/003376","10.1371/journal.pcbi.1003722","male"
"10.1101/003384","10.1007/s11538-014-0028-6","female"
"10.1101/003400","10.1016/j.nicl.2014.06.016","female"
"10.1101/003442","10.1098/rspb.2014.1324","female"
"10.1101/003459","10.1073/pnas.1400619111","male"
"10.1101/003467","10.1186/s13059-014-0537-5","male"
"10.1101/003533","10.1016/j.bbrc.2014.03.158","male"
"10.1101/003541","10.1073/pnas.1406324111","male"
"10.1101/003640","10.1093/bioinformatics/btu381","male"
"10.1101/003657","10.1111/geb.12309","male"
"10.1101/003673","10.1371/journal.pcbi.1003840","female"
"10.1101/003707","10.1111/evo.12436","male"
"10.1101/003723","10.1093/bioinformatics/btu572","male"
"10.1101/003731","10.1186/1471-2164-15-704","male"
"10.1101/003749","10.1093/sysbio/syv005","male"
"10.1101/003772","10.1088/1478-3975/11/2/026003","male"
"10.1101/003780","10.1007/s00285-014-0805-8","unknown"
"10.1101/003806","10.11646/phytotaxa.220.2.2","male"
"10.1101/003848","10.1093/molbev/msu218","male"
"10.1101/003871","10.1186/s12915-014-0056-6","female"
"10.1101/003921","10.1073/pnas.1402216111","female"
"10.1101/003939","10.1007/s13235-014-0105-3","male"
"10.1101/003954","10.1093/bioinformatics/btu741","male"
"10.1101/003962","10.1093/bioinformatics/btu632","male"
"10.1101/004002","10.1086/682070","female"
"10.1101/004010","10.1093/nar/gku686","male"
"10.1101/004036","10.1111/bij.12712","female"
"10.1101/004101","10.1186/s13059-015-0653-x","female"
"10.1101/004119","10.1371/journal.pgen.1004890","male"
"10.1101/004127","10.1098/rsif.2014.0101","male"
"10.1101/004135","10.1016/j.evolhumbehav.2014.04.002","female"
"10.1101/004184","10.1111/2041-210x.12348","male"
"10.1101/004192","10.1186/s12918-015-0164-0","female"
"10.1101/004234","10.1534/genetics.114.168823","female"
"10.1101/004242","10.1186/s12859-014-0405-z","male"
"10.1101/004267","10.1186/s12862-015-0404-3","male"
"10.1101/004317","10.1093/nar/gku489","male"
"10.1101/004341","10.1073/pnas.1314939111","male"
"10.1101/004374","10.1093/sysbio/syv044","female"
"10.1101/004416","10.1016/j.jebo.2015.09.008","female"
"10.1101/004424","10.1534/genetics.114.165282","male"
"10.1101/004440","10.1073/pnas.1414648111","female"
"10.1101/004465","10.1093/sysbio/syu046","unknown"
"10.1101/004473","10.1371/journal.pcbi.1004549","male"
"10.1101/004481","10.1007/s00239-014-9639-7","female"
"10.1101/004499","10.1093/nar/gku606","male"
"10.1101/004572","10.1186/s12862-015-0414-1","unknown"
"10.1101/004614","10.1186/1471-2164-15-518","male"
"10.1101/004648","10.3389/fimmu.2014.00340","female"
"10.1101/004671","10.1101/gr.165126.113","male"
"10.1101/004689","10.1093/sysbio/syv025","male"
"10.1101/004713","10.1534/g3.114.014894","male"
"10.1101/004788","10.1242/dev.113696","female"
"10.1101/004820","10.1111/1365-2745.12257","male"
"10.1101/004853","10.1371/journal.pgen.1004339","female"
"10.1101/004861","10.1002/hbm.22642","male"
"10.1101/004887","10.1080/17513758.2014.972473","male"
"10.1101/004895","10.1371/journal.pgen.1004958","female"
"10.1101/004986","10.1007/s00442-014-3052-1","female"
"10.1101/005009","10.1016/j.envsoft.2015.01.008","female"
"10.1101/005017","10.1371/journal.pgen.1004424","male"
"10.1101/005058","10.1007/s00412-014-0487-4","male"
"10.1101/005082","10.1093/bioinformatics/btu519","male"
"10.1101/005090","10.1093/bioinformatics/btu515","unknown"
"10.1101/005223","10.1016/j.evolhumbehav.2014.04.002","female"
"10.1101/005231","10.1111/gtc.12184","male"
"10.1101/005264","10.1093/sysbio/syv050","male"
"10.1101/005348","10.1038/ng.3006","male"
"10.1101/005355","10.1186/s13068-014-0139-1","male"
"10.1101/005363","10.1111/evo.12623","female"
"10.1101/005371","10.1186/gb-2014-15-6-r79","female"
"10.1101/005413","10.1093/nar/gkv060","unknown"
"10.1101/005462","10.1186/gb-2014-15-6-r77","female"
"10.1101/005512","10.1186/1471-2148-14-106","male"
"10.1101/005546","10.1186/1471-2105-16-s5-s2","male"
"10.1101/005561","10.1016/j.mbs.2014.05.002","male"
"10.1101/005587","10.1186/s12859-015-0453-z","male"
"10.1101/005637","10.1186/s13073-015-0126-6","male"
"10.1101/005652","10.1016/j.gde.2014.08.007","male"
"10.1101/005660","10.1016/j.jtbi.2015.03.008","male"
"10.1101/005694","10.3389/fmicb.2014.00513","male"
"10.1101/005710","10.1093/hmg/ddu286","female"
"10.1101/005728","10.1002/ajmg.b.32317","female"
