"PREPRINT_DOI","ARTICLE_DOI"
"10.1101/092056","10.1093/molbev/msx127"
"10.1101/091991","10.1038/s41598-017-08675-7"
"10.1101/091041","10.1098/rspb.2017.0228"
"10.1101/091876","10.1534/genetics.116.198895"
"10.1101/091884","10.1038/s41598-017-06786-9"
"10.1101/090647","10.1105/tpc.17.00185"
"10.1101/091850","10.1098/rsif.2017.0555"
"10.1101/091405","10.1371/journal.pone.0178258"
"10.1101/091678","10.1371/journal.pone.0178768"
"10.1101/092445","10.1016/j.ajhg.2017.06.010"
"10.1101/092387","10.1371/journal.pcbi.1005286"
"10.1101/092510","10.1242/dev.142711"
"10.1101/092536","10.1091/mbc.e17-04-0238"
"10.1101/092585","10.1534/genetics.116.199059"
"10.1101/092668","10.1016/j.ajhg.2017.09.022"
"10.1101/092403","10.7554/elife.24060"
"10.1101/092361","10.15252/msb.20167490"
"10.1101/092379","10.1038/srep46321"
"10.1101/091942","10.1073/pnas.1620095114"
"10.1101/092122","10.1128/genomea.00157-17"
"10.1101/092221","10.1007/s12559-017-9518-9"
"10.1101/092155","10.1038/s41598-017-00256-y"
"10.1101/092262","10.1038/s41598-018-21454-2"
"10.1101/092338","10.1002/yea.3235"
"10.1101/092304","10.1128/msystems.00063-17"
"10.1101/092114","10.1371/journal.pgen.1007202"
"10.1101/092353","10.1371/journal.pgen.1006874"
"10.1101/092726","10.1038/srep44598"
"10.1101/092882","10.1038/s41467-017-01628-8"
"10.1101/092577","10.1016/j.molcel.2016.12.023"
"10.1101/092817","10.12688/f1000research.11408.1"
"10.1101/092924","10.1016/j.jcp.2017.05.048"
"10.1101/092734","10.1038/ng.3952"
"10.1101/092791","10.1073/pnas.1620141114"
"10.1101/091967","10.1002/ecs2.1948"
"10.1101/092569","10.1016/j.neuron.2017.08.012"
"10.1101/092874","10.1038/ng.3959"
"10.1101/092973","10.1103/physreve.95.042321"
"10.1101/092981","10.1523/jneurosci.3689-16.2017"
"10.1101/092957","10.1002/hipo.22760"
"10.1101/093161","10.1093/bioinformatics/btw791"
"10.1101/093070","10.1093/sysbio/syx058"
"10.1101/093096","10.7554/elife.24133"
"10.1101/092999","10.1101/gr.219493.116"
"10.1101/093229","10.1016/j.tpb.2017.03.003"
"10.1101/089458","10.1111/gbb.12386"
"10.1101/093492","10.1371/journal.pgen.1006543"
"10.1101/093252","10.1534/g3.117.043273"
"10.1101/093294","10.7150/thno.19824"
"10.1101/093179","10.1038/ncomms15114"
"10.1101/093435","10.1039/c6sm02771g"
"10.1101/090159","10.1016/j.bpj.2017.08.058"
"10.1101/093344","10.7717/peerj.3265"
"10.1101/093476","10.7554/elife.25776.001"
"10.1101/093609","10.1111/jeb.13045"
"10.1101/093559","10.1007/s00251-017-0977-7"
"10.1101/093682","10.1105/tpc.16.00958"
"10.1101/093658","10.1534/genetics.117.300144"
"10.1101/093880","10.1016/j.stemcr.2017.05.033"
"10.1101/093740","10.1016/j.pedobi.2017.11.002"
"10.1101/093781","10.1016/j.scib.2017.04.025"
"10.1101/093500","10.1523/jneurosci.3929-16.2017"
"10.1101/093716","10.1038/ncomms16054"
"10.1101/093708","10.1128/mbio.00254-17"
"10.1101/093468","10.1073/pnas.1620410114"
"10.1101/094177","10.1186/s12859-017-1774-x"
"10.1101/093914","10.1105/tpc.17.00009"
"10.1101/094003","10.1093/bioinformatics/btx688"
"10.1101/094045","10.1080/20013078.2017.1329476"
"10.1101/094284","10.1093/bioinformatics/btx221"
"10.1101/094276","10.1016/j.oret.2016.12.009"
"10.1101/094094","10.3389/fmicb.2017.01964"
"10.1101/093757","10.1002/ece3.2922"
"10.1101/094128","10.1016/j.neuron.2017.06.024"
"10.1101/093955","10.1111/jen.12393"
"10.1101/093989","10.1371/journal.pgen.1006911"
"10.1101/093898","10.1089/cmb.2017.0113"
"10.1101/094623","10.1016/j.jsb.2017.02.008"
"10.1101/094615","10.1021/acs.jproteome.7b00288"
"10.1101/094532","10.1093/bioinformatics/btx325"
"10.1101/094490","10.1088/1741-2552/aa66dd"
"10.1101/094524","10.1038/nn.4591"
"10.1101/094466","10.1038/nature23001"
"10.1101/094433","10.1534/genetics.116.199141"
"10.1101/094375","10.1007/s00285-016-1090-5"
"10.1101/094383","10.1523/jneurosci.2084-17.2018"
"10.1101/094391","10.1371/journal.pone.0179180"
"10.1101/094417","10.1111/mec.14105"
"10.1101/094847","10.1128/msphere.00347-16"
"10.1101/094649","10.7554/elife.24149"
"10.1101/094540","10.1371/journal.pntd.0005816"
"10.1101/094748","10.1186/s12862-018-1156-7"
"10.1101/093401","10.1073/pnas.1702930114"
"10.1101/093013","10.1364/oe.25.003394"
"10.1101/095067","10.1186/s13024-017-0191-y"
"10.1101/095034","10.1016/j.jsb.2017.02.003"
"10.1101/095042","10.1021/acs.jpclett.6b02657"
"10.1101/094995","10.1038/s41598-017-14812-z"
"10.1101/094987","10.7717/peerj.3773"
"10.1101/095018","10.1038/s41559-017-0241-4"
"10.1101/094763","10.1534/g3.116.038497"
"10.1101/094862","10.3390/jpm7020003"
"10.1101/095158","10.1038/s41467-018-03651-9"
"10.1101/095182","10.1101/gr.219956.116"
"10.1101/095133","10.1371/journal.pcbi.1005569"
"10.1101/095224","10.12688/f1000research.10529.1"
"10.1101/095372","10.1534/g3.117.043893"
"10.1101/094789","10.1128/jcm.02483-16"
"10.1101/095414","10.1016/j.dsr.2017.05.011"
"10.1101/095281","10.1016/j.stemcr.2017.05.013"
"10.1101/095398","10.1534/genetics.116.199281"
"10.1101/079004","10.1038/nature22971"
"10.1101/095349","10.1371/journal.pcbi.1005934"
"10.1101/095489","10.1038/s41467-018-03078-2"
"10.1101/095273","10.1007/s00442-017-3912-6"
"10.1101/095265","10.1534/g3.117.041806"
"10.1101/095216","10.1016/j.biocon.2017.07.001"
"10.1101/095646","10.1073/pnas.1620631114"
"10.1101/095547","10.1093/molbev/msx121"
"10.1101/095695","10.1091/mbc.e16-11-0806"
"10.1101/095554","10.1016/j.ydbio.2017.08.029"
"10.1101/095562","10.1038/s41467-018-02995-6"
"10.1101/095778","10.1016/j.neuroimage.2017.06.056"
"10.1101/095513","10.1534/g3.117.300301"
"10.1101/095471","10.1128/mbio.01017-17"
"10.1101/095752","10.7554/elife.23866"
"10.1101/095638","10.1093/bioinformatics/btx408"
"10.1101/095620","10.1016/j.neuroimage.2017.07.023"
"10.1101/095927","10.7554/elife.26526"
"10.1101/096057","10.1186/s12864-017-3840-1"
"10.1101/095935","10.3389/fnhum.2017.00229"
"10.1101/095877","10.1016/j.ympev.2017.08.003"
"10.1101/095448","10.1016/j.chembiol.2017.06.018"
"10.1101/095851","10.1098/rsif.2017.0213"
"10.1101/096024","10.1002/pd.5036"
"10.1101/095802","10.1016/j.cell.2017.05.004"
"10.1101/095828","10.1371/journal.pcbi.1005447"
"10.1101/089870","10.1016/j.media.2018.03.014"
"10.1101/095703","10.3389/fpsyg.2017.00374"
"10.1101/095992","10.1103/physrevlett.119.138101"
"10.1101/095588","10.1523/jneurosci.0260-17.2017"
"10.1101/095976","10.1039/c7ib00019g"
"10.1101/095885","10.1371/journal.pcbi.1005640"
"10.1101/095844","10.3389/fnins.2017.00586"
"10.1101/095950","10.1523/jneurosci.0322-17.2017"
"10.1101/096065","10.1111/mec.14217"
"10.1101/096388","10.1038/nmeth.4309"
"10.1101/095380","10.1111/acel.12626"
"10.1101/096040","10.1002/hbm.23689"
"10.1101/096289","10.1038/nature24995"
"10.1101/094060","10.1105/tpc.17.00153"
"10.1101/096412","10.1371/journal.pcbi.1005595"
"10.1101/096198","10.1523/eneuro.0292-17.2017"
"10.1101/096222","10.1093/bioinformatics/btx337"
"10.1101/096073","10.3389/fpsyg.2018.00121"
"10.1101/096016","10.1073/pnas.1700764114"
"10.1101/096248","10.7554/elife.24350"
"10.1101/096362","10.1371/journal.pone.0190812"
"10.1101/096230","10.1016/j.cmet.2016.11.016"
"10.1101/096453","10.1098/rspb.2017.2459"
"10.1101/096636","10.1088/1751-8121/aa89a2"
"10.1101/096537","10.1128/msphere.00073-17"
"10.1101/096578","10.1038/s41598-017-00990-3"
"10.1101/096511","10.1534/genetics.116.199422"
"10.1101/096347","10.1111/jpy.12573"
"10.1101/096503","10.1038/nn.4618"
"10.1101/096172","10.1371/journal.pone.0175316"
"10.1101/096438","10.1534/genetics.116.199497"
"10.1101/096602","10.1016/j.jtbi.2017.05.039"
"10.1101/096479","10.1186/s12864-017-3739-x"
"10.1101/096396","10.1093/molbev/msx124"
"10.1101/096586","10.1371/journal.pcbi.1006027"
"10.1101/096644","10.1534/g3.116.038885"
"10.1101/096651","10.1007/s11120-017-0353-3"
"10.1101/094912","10.1534/g3.117.041673"
"10.1101/087338","10.1093/bioinformatics/btx623"
"10.1101/096594","10.1038/nn.4613"
"10.1101/093807","10.1038/s41598-017-17143-1"
"10.1101/096909","10.7554/elife.24669"
"10.1101/096917","10.1111/mec.14158"
"10.1101/096891","10.3389/fmicb.2017.01508"
"10.1101/097006","10.1007/s10144-017-0586-1"
"10.1101/094557","10.1016/j.ecss.2017.10.015"
"10.1101/096958","10.3389/fimmu.2017.00193"
"10.1101/097113","10.1016/j.ymeth.2017.07.008"
"10.1101/093583","10.1534/g3.117.300366"
"10.1101/096925","10.1021/acs.jproteome.7b00005"
"10.1101/097089","10.1021/acs.jproteome.7b00338"
"10.1101/097055","10.1101/gr.220111.116"
"10.1101/097170","10.1038/nn.4650"
"10.1101/097220","10.1534/g3.116.038091"
"10.1101/097188","10.7554/elife.21856"
"10.1101/097311","10.1261/rna.060715.117"
"10.1101/097063","10.1038/s41598-017-01126-3"
"10.1101/097345","10.1371/journal.pcbi.1005647"
"10.1101/096990","10.1371/journal.pone.0175968"
"10.1101/097287","10.1016/j.neuroimage.2017.08.077"
"10.1101/097303","10.1371/journal.pgen.1006582"
"10.1101/097501","10.1371/journal.pgen.1006795"
"10.1101/097535","10.1002/ecs2.1889"
"10.1101/097493","10.7554/elife.24763"
"10.1101/097477","10.1371/journal.pgen.1006693"
"10.1101/097592","10.1371/journal.pone.0174918"
"10.1101/097600","10.1073/pnas.1710358114"
"10.1101/097568","10.1083/jcb.201610093"
"10.1101/097261","10.1002/jmor.20690"
"10.1101/097758","10.1073/pnas.1710709115"
"10.1101/097683","10.1371/journal.pcbi.1005954"
"10.1101/097295","10.1038/s41598-017-09439-z"
"10.1101/097642","10.1086/696123"
"10.1101/097659","10.7554/elife.24838"
"10.1101/097667","10.7717/peerj.3421"
"10.1101/097931","10.1534/g3.117.039016"
"10.1101/097576","10.1016/j.neuroimage.2018.01.038"
"10.1101/097998","10.1128/msphere.00367-16"
"10.1101/090688","10.7554/elife.23210"
"10.1101/097857","10.1186/s13104-018-3155-6"
"10.1101/097915","10.1038/s41598-017-08080-0"
"10.1101/097907","10.1103/physreve.96.032406"
"10.1101/097923","10.1038/s41593-017-0021-0"
"10.1101/097790","10.1038/s41598-017-04205-7"
"10.1101/097824","10.1523/jneurosci.1650-17.2017"
"10.1101/049502","10.1021/acs.jpcb.6b02093"
"10.1101/043463","10.1186/s12859-016-1176-5"
"10.1101/038315","10.1101/gr.204974.116"
"10.1101/098038","10.3390/biology7010001"
"10.1101/098079","10.1016/j.bpj.2017.04.029"
"10.1101/098228","10.1093/molbev/msx122"
"10.1101/098327","10.1186/s12859-017-1680-2"
"10.1101/097980","10.1371/journal.ppat.1006358"
"10.1101/098301","10.1186/s12868-017-0344-5"
"10.1101/098202","10.1128/msphere.00059-17"
"10.1101/097774","10.1016/j.neuroimage.2017.09.009"
"10.1101/098012","10.1016/j.ydbio.2018.03.004"
"10.1101/098103","10.1038/s41598-017-02942-3"
"10.1101/096321","10.1186/s12864-017-3766-7"
"10.1101/098566","10.1186/s12864-017-3771-x"
"10.1101/098541","10.1186/s12920-017-0283-0"
"10.1101/098517","10.1186/s13059-017-1248-5"
"10.1101/098558","10.1534/g3.117.300562"
"10.1101/097865","10.1007/s11075-017-0314-0"
"10.1101/098525","10.1371/journal.pbio.2001878"
"10.1101/098582","10.1186/s13059-017-1241-z"
"10.1101/098236","10.1186/s13064-017-0083-4"
"10.1101/098699","10.1073/pnas.1620569114"
"10.1101/095232","10.1093/cid/cix476"
"10.1101/098459","10.1038/s41598-017-03732-7"
"10.1101/098418","10.1142/s0129183117500747"
"10.1101/098681","10.1534/genetics.116.198051"
"10.1101/098624","10.1111/faf.12208"
"10.1101/098947","10.1093/molbev/msx056"
"10.1101/098814","10.1242/dev.148940"
"10.1101/098731","10.1186/s12936-017-1730-2"
"10.1101/098798","10.1016/j.neuron.2017.12.034"
"10.1101/098764","10.1371/journal.pone.0194334"
"10.1101/098897","10.1007/s11356-017-9240-x"
"10.1101/098707","10.1007/s10530-017-1530-1"
"10.1101/098905","10.1038/s41598-017-14892-x"
"10.1101/098822","10.1007/s11284-017-1484-x"
"10.1101/098590","10.1038/s41467-017-01414-6"
"10.1101/098855","10.1186/s12915-017-0379-1"
"10.1101/098616","10.1080/15592294.2017.1342912"
"10.1101/099036","10.1093/gigascience/gix078"
"10.1101/099077","10.1016/j.jsb.2017.11.001"
"10.1101/099051","10.7554/elife.25073"
"10.1101/097881","10.1093/bioinformatics/btx547"
"10.1101/098913","10.1038/nprot.2017.066"
"10.1101/099234","10.1093/bioinformatics/btx360"
"10.1101/099184","10.7554/elife.21792"
"10.1101/099317","10.1073/pnas.1700368114"
"10.1101/099093","10.1093/nar/gkx292"
"10.1101/099200","10.1155/2017/6067345"
"10.1101/099333","10.1002/ecs2.1893"
"10.1101/099275","10.1111/mpp.12544"
"10.1101/099325","10.1093/gbe/evx005"
"10.1101/098988","10.1038/s41562-017-0072"
"10.1101/099127","10.1038/nmeth.4458"
"10.1101/099309","10.1007/s12021-017-9346-9"
"10.1101/099267","10.1091/mbc.e17-01-0045"
"10.1101/098400","10.1038/s41598-017-02060-0"
"10.1101/098061","10.1093/gigascience/gix040"
"10.1101/099499","10.1093/bioinformatics/btx530"
"10.1101/099564","10.1186/s12864-017-3723-5"
"10.1101/099606","10.1016/j.molcel.2017.03.001"
"10.1101/099440","10.1073/pnas.1700062114"
"10.1101/099226","10.1016/j.cub.2017.06.057"
"10.1101/099473","10.1186/s12915-017-0383-5"
"10.1101/099549","10.1101/gr.217356.116"
"10.1101/099747","10.1038/s41467-017-02424-0"
"10.1101/098368","10.1111/eva.12480"
"10.1101/099572","10.1093/molbev/msx150"
"10.1101/099663","10.1371/journal.pone.0176384"
"10.1101/099671","10.1371/journal.pbio.2002439"
"10.1101/099929","10.18632/oncotarget.22842"
"10.1101/099903","10.1016/j.bpj.2017.12.035"
"10.1101/096032","10.1007/s00285-018-1208-z"
"10.1101/099804","10.1073/pnas.1701291114"
"10.1101/099853","10.1101/gr.220517.117"
"10.1101/099986","10.1126/scisignal.aan0804"
"10.1101/099796","10.1038/s41598-017-17204-5"
"10.1101/099895","10.1093/bioinformatics/btx580"
"10.1101/099648","10.1016/j.bpj.2017.11.3741"
"10.1101/099937","10.1016/j.cortex.2016.12.024"
"10.1101/099945","10.1371/journal.pone.0194881"
"10.1101/100107","10.1186/s40360-017-0160-7"
"10.1101/100065","10.1038/s41598-017-04475-1"
"10.1101/100263","10.1186/s12915-017-0373-7"
"10.1101/100099","10.1098/rsif.2017.0073"
"10.1101/100354","10.1086/695806"
"10.1101/100248","10.1128/msphere.00392-17"
"10.1101/100149","10.1038/s41467-017-01316-7"
"10.1101/100305","10.1038/s41467-017-00680-8"
"10.1101/100131","10.1534/g3.117.044198"
"10.1101/100479","10.7554/elife.25069"
"10.1101/100198","10.1101/gad.293910.116"
"10.1101/100511","10.1371/journal.pcbi.1005795"
"10.1101/100537","10.1016/j.cub.2017.04.036"
"10.1101/099580","10.1086/692841"
"10.1101/094359","10.1016/j.neuroimage.2017.07.048"
"10.1101/100453","10.1038/s41598-017-08179-4"
"10.1101/100792","10.1242/jeb.156430"
"10.1101/100867","10.1002/ece3.3065"
"10.1101/100933","10.1103/physreve.96.022303"
"10.1101/101048","10.1016/j.cels.2017.08.009"
"10.1101/101006","10.1186/s13072-017-0124-6"
"10.1101/101097","10.1016/j.clinph.2017.04.005"
"10.1101/100859","10.1371/journal.pone.0194581"
"10.1101/101014","10.1017/thg.2017.16"
"10.1101/101444","10.1016/j.bpj.2017.01.032"
"10.1101/101154","10.7554/elife.25157.001"
"10.1101/101311","10.1242/dev.149427"
"10.1101/101196","10.1016/j.cub.2017.03.052"
"10.1101/101139","10.1534/g3.117.300069"
"10.1101/101246","10.1016/j.jbi.2017.06.015"
"10.1101/101253","10.1534/g3.117.042283"
"10.1101/101477","10.1016/j.bpj.2017.03.024"
"10.1101/101394","10.15252/embj.201796632"
"10.1101/101428","10.1371/journal.pbio.2001867"
"10.1101/101170","10.1038/s41598-017-06511-6"
"10.1101/101451","10.1016/j.devcel.2017.02.001"
"10.1101/101287","10.1186/s13058-017-0873-y"
"10.1101/101576","10.1038/s41467-017-00158-7"
"10.1101/101725","10.1371/journal.ppat.1006466"
"10.1101/101535","10.1098/rsos.171308"
"10.1101/101550","10.1371/journal.pone.0171927"
"10.1101/101782","10.1038/s41467-017-01000-w"
"10.1101/101543","10.1371/journal.pgen.1007139"
"10.1101/101634","10.15252/embr.201744292"
"10.1101/101709","10.1186/s12859-017-1511-5"
"10.1101/101584","10.1111/ejn.13597"
"10.1101/101527","10.1038/s41562-017-0225-z"
"10.1101/064592","10.7554/elife.19460.001"
"10.1101/101907","10.1038/s41598-017-07650-6"
"10.1101/102053","10.1534/g3.117.039479"
"10.1101/101808","10.1534/g3.117.039693"
"10.1101/101824","10.1088/1367-2630/aa5bf5"
"10.1101/101568","10.1038/s41598-017-00680-0"
"10.1101/101865","10.1038/s41598-017-05772-5"
"10.1101/101600","10.1016/j.jtbi.2017.06.009"
"10.1101/101964","10.7554/elife.25946"
"10.1101/102145","10.1038/s41598-017-17067-w"
"10.1101/102160","10.1111/tpj.13593"
"10.1101/100982","10.1021/acssynbio.7b00019"
"10.1101/101881","10.1038/s41467-017-00895-9"
"10.1101/102210","10.1073/pnas.1703379114"
"10.1101/102178","10.1016/j.celrep.2017.05.062"
"10.1101/102269","10.1038/s41562-017-0215-1"
"10.1101/102319","10.7554/elife.25364"
"10.1101/099119","10.1371/journal.pgen.1006904"
"10.1101/102194","10.1021/acs.jpcb.6b12672"
"10.1101/102236","10.1242/jcs.203703"
"10.1101/102541","10.1111/1462-2920.13801"
"10.1101/102699","10.1016/j.nicl.2017.03.016"
"10.1101/102384","10.4103/ijmr.ijmr_410_15"
"10.1101/102533","10.1098/rsif.2017.0034"
"10.1101/102624","10.1016/j.tpb.2017.06.003"
"10.1101/102673","10.1523/jneurosci.2728-16.2017"
"10.1101/102822","10.1016/j.str.2016.12.012"
"10.1101/102475","10.1002/gepi.22112"
"10.1101/102665","10.3835/plantgenome2016.09.0094"
"10.1101/102608","10.1073/pnas.1614838114"
"10.1101/101873","10.1093/database/bax021"
"10.1101/103077","10.1152/ajprenal.00067.2017"
"10.1101/103135","10.3758/s13415-017-0556-2"
"10.1101/103036","10.1186/s12867-017-0093-0"
"10.1101/102988","10.1016/j.bpj.2017.05.042"
"10.1101/103283","10.3389/fmolb.2017.00040"
"10.1101/102921","10.1093/nar/gkx323"
"10.1101/103176","10.1371/journal.pgen.1006721"
"10.1101/102806","10.15252/embj.201796585"
"10.1101/103572","10.1016/j.cub.2017.06.018"
"10.1101/103382","10.1111/mec.14430"
"10.1101/103549","10.1016/j.csbj.2017.10.002"
"10.1101/103127","10.1371/journal.pone.0189922"
"10.1101/103408","10.1016/j.molmet.2017.02.007"
"10.1101/103424","10.1038/s41598-017-02292-0"
"10.1101/103432","10.1038/s41598-017-17766-4"
"10.1101/102897","10.1523/jneurosci.0263-17.2017"
"10.1101/103689","10.1371/journal.pcbi.1005592"
"10.1101/103697","10.1186/s12864-017-3951-8"
"10.1101/103028","10.7554/elife.25624.001"
"10.1101/103598","10.1038/s41437-017-0039-9"
"10.1101/102343","10.1016/j.bbamem.2017.04.022"
"10.1101/103606","10.1093/molbev/msx184"
"10.1101/103770","10.1007/s10803-017-3207-0"
"10.1101/103788","10.1186/s13229-017-0129-9"
"10.1101/103705","10.3389/fmicb.2017.00452"
"10.1101/103671","10.1371/journal.pone.0172422"
"10.1101/103739","10.1371/journal.pcbi.1005375"
"10.1101/103853","10.1080/15627020.2017.1307139"
"10.1101/103242","10.1073/pnas.1718810115"
"10.1101/103903","10.1534/genetics.117.200600"
"10.1101/103986","10.1002/gepi.22041"
"10.1101/104067","10.1186/s13072-017-0141-5"
"10.1101/104083","10.1126/sciadv.1700957"
"10.1101/102103","10.1073/pnas.1701101114"
"10.1101/103564","10.1098/rsos.170296"
"10.1101/102509","10.1093/nar/gkx217"
"10.1101/104158","10.1016/j.tpb.2017.08.006"
"10.1101/104182","10.1111/acel.12659"
"10.1101/104208","10.1128/msphere.00054-17"
"10.1101/103952","10.1186/s13059-017-1290-3"
"10.1101/104216","10.1534/genetics.117.300467"
"10.1101/104133","10.1093/beheco/arx108"
"10.1101/104224","10.1186/s40168-017-0387-y"
"10.1101/104000","10.1002/sim.7363"
"10.1101/104307","10.1371/journal.pbio.2003127"
"10.1101/104190","10.1016/j.neuroimage.2017.07.028"
"10.1101/104687","10.1038/s41598-017-12876-5"
"10.1101/104547","10.1016/j.nicl.2017.04.027"
"10.1101/104901","10.1038/s41598-018-24039-1"
"10.1101/104430","10.1038/s41598-017-06293-x"
"10.1101/104463","10.1523/jneurosci.1458-17.2018"
"10.1101/104604","10.1111/mec.14195"
"10.1101/104562","10.7554/elife.27342"
"10.1101/104471","10.1083/jcb.201610065"
"10.1101/104679","10.1038/s41467-018-03446-y"
"10.1101/104778","10.1038/s41598-017-04402-4"
"10.1101/104521","10.1016/j.biosystems.2017.04.006"
"10.1101/104570","10.1093/dnares/dsx030"
"10.1101/104620","10.1038/s41598-017-09303-0"
"10.1101/104646","10.1371/journal.ppat.1006483"
"10.1101/104372","10.1371/journal.pgen.1006875"
"10.1101/104786","10.1371/journal.pgen.1006916"
"10.1101/104554","10.1111/nph.14992"
"10.1101/104976","10.1534/genetics.117.300123"
"10.1101/104893","10.1371/journal.pgen.1006815"
"10.1101/104935","10.1038/s41598-017-16520-0"
"10.1101/105023","10.1038/s41598-017-04686-6"
"10.1101/105049","10.1021/acscentsci.7b00084"
"10.1101/104927","10.1242/dev.150136"
"10.1101/104505","10.1086/695834"
"10.1101/105122","10.1038/ng.3926"
"10.1101/105064","10.1038/ng.3988"
"10.1101/105320","10.1111/oik.04171"
"10.1101/105221","10.1080/15384101.2017.1361064"
"10.1101/105270","10.3389/fnagi.2017.00215"
"10.1101/105338","10.1093/ije/dyx207"
"10.1101/104844","10.1126/science.aam8940"
"10.1101/105411","10.1534/g3.117.040915"
"10.1101/105312","10.1038/nature25999"
"10.1101/104919","10.1016/j.cels.2017.12.004"
"10.1101/101717","10.12688/wellcomeopenres.11896.1"
"10.1101/105288","10.1038/s41467-017-00422-w"
"10.1101/105072","10.1016/j.ygeno.2017.03.002"
"10.1101/105296","10.1038/s41598-017-17618-1"
"10.1101/105403","10.1523/jneurosci.0323-17.2017"
"10.1101/105395","10.1371/journal.pone.0176682"
"10.1101/105486","10.1002/2017jg003967"
"10.1101/105593","10.1111/gtc.12483"
"10.1101/105494","10.1016/j.biocontrol.2017.05.009"
"10.1101/105866","10.7554/elife.25754"
"10.1101/105817","10.1093/gigascience/gix061"
"10.1101/105627","10.1093/bioinformatics/btx598"
"10.1101/105858","10.1186/s40359-017-0173-4"
"10.1101/105908","10.1038/ismej.2017.194"
"10.1101/105361","10.1094/phyto-09-16-0340-r"
"10.1101/105965","10.1016/j.bpj.2017.07.033"
"10.1101/105841","10.1091/mbc.e17-01-0081"
"10.1101/104729","10.1038/s41598-017-05878-w"
"10.1101/105502","10.1534/g3.117.040105"
"10.1101/105452","10.1016/j.jsb.2017.03.007"
"10.1101/105916","10.1016/j.cub.2017.04.058"
"10.1101/105692","10.1016/j.bpj.2017.03.036"
"10.1101/105833","10.1007/s11032-017-0703-z"
"10.1101/105940","10.1371/journal.pone.0184202"
"10.1101/105460","10.1083/jcb.201611104"
"10.1101/106039","10.1371/journal.pone.0179726"
"10.1101/105825","10.1016/j.funbio.2017.03.001"
"10.1101/106005","10.1038/ncomms16032"
"10.1101/106013","10.1534/genetics.117.1122"
"10.1101/106153","10.1021/acs.jnatprod.7b00113"
"10.1101/106088","10.3389/fphys.2017.01112"
"10.1101/106112","10.1007/s13238-016-0360-8"
"10.1101/106336","10.1534/genetics.116.197335"
"10.1101/105742","10.1371/journal.pone.0187602"
"10.1101/105106","10.1093/bioinformatics/btx550"
"10.1101/106377","10.1136/jnnp-2016-314728"
"10.1101/106187","10.3389/fninf.2017.00031"
"10.1101/104802","10.1523/jneurosci.0343-17.2017"
"10.1101/106468","10.1038/s41467-017-00443-5"
"10.1101/106583","10.1111/2041-210x.12937"
"10.1101/106732","10.1073/pnas.1702314114"
"10.1101/106484","10.1094/phyto-03-17-0082-fi"
"10.1101/106567","10.7554/elife.25827"
"10.1101/106492","10.1371/journal.pgen.1006963"
"10.1101/106625","10.1371/journal.pone.0178798"
"10.1101/106708","10.1371/journal.pntd.0005616"
"10.1101/106765","10.1111/mec.14324"
"10.1101/106054","10.1021/acs.jctc.7b00125"
"10.1101/102632","10.1534/genetics.116.196451"
"10.1101/106724","10.1074/jbc.m117.779090"
"10.1101/106799","10.1534/g3.117.041020"
"10.1101/106856","10.1128/msystems.00091-17"
"10.1101/106906","10.1016/j.cell.2017.05.042"
"10.1101/107086","10.7554/elife.26255"
"10.1101/107102","10.1128/mbio.00672-17"
"10.1101/106658","10.1074/jbc.m117.780791"
"10.1101/106815","10.1038/s41598-017-12104-0"
"10.1101/106948","10.1093/nar/gkx302"
"10.1101/107128","10.1038/s41467-017-00246-8"
"10.1101/106807","10.1002/jcp.26098"
"10.1101/106385","10.1186/s12915-017-0399-x"
"10.1101/107276","10.1093/bioinformatics/btx324"
"10.1101/107193","10.1038/s41467-017-00831-x"
"10.1101/107094","10.7554/elife.25235"
"10.1101/107045","10.1073/pnas.1711803115"
"10.1101/107284","10.1016/j.actbio.2017.05.034"
"10.1101/107417","10.3389/fgene.2017.00092"
"10.1101/107177","10.1073/pnas.1707515115"
"10.1101/107425","10.1371/journal.pone.0189880"
"10.1101/107508","10.1038/s41559-017-0437-7"
"10.1101/107367","10.1094/phyto-03-17-0108-fi"
"10.1101/107607","10.1038/s41598-017-09250-w"
"10.1101/107565","10.1073/pnas.1700073114"
"10.1101/107649","10.1111/jnc.14144"
"10.1101/107532","10.1371/journal.pone.0195399"
"10.1101/105015","10.7554/elife.33105"
"10.1101/107599","10.1261/rna.061184.117"
"10.1101/107524","10.1073/pnas.1618934114"
"10.1101/107722","10.1073/pnas.1705977114"
"10.1101/107821","10.1093/bioinformatics/btx319"
"10.1101/107805","10.1038/s41598-017-06311-y"
"10.1101/106674","10.1371/journal.ppat.1006378"
"10.1101/107771","10.1038/s41598-017-11872-z"
"10.1101/107888","10.1002/hbm.23574"
"10.1101/107961","10.1111/mec.14275"
"10.1101/107573","10.1038/s41598-017-06387-6"
"10.1101/107300","10.1016/j.cmi.2017.05.003"
"10.1101/108175","10.1016/j.ecolmodel.2017.11.016"
"10.1101/108142","10.1038/ismej.2017.126"
"10.1101/108092","10.1128/mbio.02020-16"
"10.1101/108191","10.1128/jb.00100-17"
"10.1101/107995","10.7554/elife.32537"
"10.1101/107870","10.1242/jcs.196857"
"10.1101/108043","10.1016/j.cell.2017.09.004"
"10.1101/108159","10.1038/s41598-017-12779-5"
"10.1101/108688","10.1534/genetics.117.201251"
"10.1101/105569","10.7554/elife.26014"
"10.1101/108282","10.1016/j.dadm.2017.03.007"
