"PREPRINT_DOI","ARTICLE_DOI","IS_OA","JOURNAL_IS_OA"
"10.1101/028787","10.1101/gr.199166.115",TRUE,FALSE
"10.1101/104802","10.1523/jneurosci.0343-17.2017",TRUE,FALSE
"10.1101/111054","10.1093/bioinformatics/btx447",TRUE,FALSE
"10.1101/099309","10.1007/s12021-017-9346-9",FALSE,FALSE
"10.1101/180471","10.1126/science.aam9868",TRUE,FALSE
"10.1101/143404","10.1186/s12864-017-4263-8",TRUE,TRUE
"10.1101/030015","10.1093/treephys/tpx043",TRUE,FALSE
"10.1101/041400","10.1038/nature17194",TRUE,FALSE
"10.1101/027631","10.15252/embj.201593071",TRUE,FALSE
"10.1101/037309","10.1002/jemt.22642",TRUE,FALSE
"10.1101/110932","10.3389/fncom.2017.00067",TRUE,TRUE
"10.1101/119339","10.15252/embr.201744261",TRUE,FALSE
"10.1101/135640","10.1364/boe.8.003440",TRUE,FALSE
"10.1101/146118","10.1038/s41598-017-04662-0",TRUE,TRUE
"10.1101/068635","10.1038/ncomms15452",TRUE,TRUE
"10.1101/032367","10.7150/jca.17817",TRUE,TRUE
"10.1101/109009","10.1038/s41598-017-00961-8",TRUE,TRUE
"10.1101/017822","10.1534/genetics.115.176909",TRUE,FALSE
"10.1101/011957","10.1371/journal.pcbi.1004389",TRUE,TRUE
"10.1101/026252","10.1371/journal.pbio.2000410",TRUE,TRUE
"10.1101/040030","10.1016/j.neuron.2016.10.051",FALSE,FALSE
"10.1101/055855","10.1016/j.ajhg.2016.09.014",TRUE,FALSE
"10.1101/013631","10.1371/journal.pgen.1005216",TRUE,TRUE
"10.1101/030692","10.7717/peerj.2571",TRUE,TRUE
"10.1101/056465","10.1091/mbc.e16-07-0506",TRUE,FALSE
"10.1101/030346","10.1111/mec.13854",TRUE,FALSE
"10.1101/209213","10.1021/acs.biochem.7b00995",FALSE,FALSE
"10.1101/113456","10.1002/art.40378",TRUE,FALSE
"10.1101/115204","10.7554/elife.26349",TRUE,TRUE
"10.1101/005355","10.1186/s13068-014-0124-8",TRUE,TRUE
"10.1101/046276","10.3758/s13415-016-0458-8",TRUE,FALSE
"10.1101/005561","10.1016/j.mbs.2014.06.002",TRUE,FALSE
"10.1101/178608","10.1038/s41598-017-17298-x",TRUE,TRUE
"10.1101/179101","10.1039/c7lc00507e",FALSE,FALSE
"10.1101/140871","10.1021/acssynbio.7b00169",FALSE,FALSE
"10.1101/136093","10.1111/jeb.13189",TRUE,FALSE
"10.1101/073056","10.1038/s41467-017-00257-5",TRUE,TRUE
"10.1101/021915","10.1186/s12859-016-0923-y",TRUE,TRUE
"10.1101/032540","10.7554/elife.13254",TRUE,TRUE
"10.1101/029868","10.1038/ncomms11512",TRUE,TRUE
"10.1101/025809","10.1371/journal.pone.0152056",TRUE,TRUE
"10.1101/112045","10.1111/gcb.13833",FALSE,FALSE
"10.1101/080143","10.1093/hmg/ddx092",TRUE,FALSE
"10.1101/099911","10.1186/s13059-017-1264-5",TRUE,TRUE
"10.1101/142232","10.1016/j.cell.2017.06.051",TRUE,FALSE
"10.1101/127837","10.1242/bio.026294",TRUE,TRUE
"10.1101/068189","10.1038/ncomms16082",TRUE,TRUE
"10.1101/079202","10.3389/fnins.2017.00412",TRUE,TRUE
"10.1101/113217","10.1098/rsos.170342",TRUE,TRUE
"10.1101/077131","10.12688/wellcomeopenres.10298.1",TRUE,TRUE
"10.1101/097568","10.1083/jcb.201610093",TRUE,FALSE
"10.1101/045237","10.1093/molbev/msw216",TRUE,FALSE
"10.1101/083154","10.1534/g3.116.037101",TRUE,TRUE
"10.1101/028571","10.1016/j.anbehav.2015.10.032",FALSE,FALSE
"10.1101/014290","10.1534/genetics.115.178491",TRUE,FALSE
"10.1101/098129","10.1038/ncomms14545",TRUE,TRUE
"10.1101/070334","10.1126/science.aai8690",FALSE,FALSE
"10.1101/096651","10.1007/s11120-017-0353-3",FALSE,FALSE
"10.1101/025767","10.1038/nbt.3682",TRUE,FALSE
"10.1101/132910","10.1086/695439",FALSE,FALSE
"10.1101/135343","10.7554/elife.29425",TRUE,TRUE
"10.1101/151548","10.1523/jneurosci.1711-17.2017",TRUE,FALSE
"10.1101/221739","10.1186/s12940-017-0344-z",TRUE,TRUE
"10.1101/166462","10.7554/elife.30233",TRUE,TRUE
"10.1101/122564","10.1093/hmg/ddx300",TRUE,FALSE
"10.1101/102301","10.3389/fimmu.2017.01071",TRUE,TRUE
"10.1101/105965","10.1016/j.bpj.2017.07.033",TRUE,FALSE
"10.1101/191684","10.1016/j.cellsig.2017.09.021",TRUE,FALSE
"10.1101/108209","10.15252/embr.201744070",TRUE,FALSE
"10.1101/113068","10.1038/nmeth.4380",TRUE,FALSE
"10.1101/106724","10.1074/jbc.m117.779090",TRUE,FALSE
"10.1101/017269","10.1021/acssynbio.6b00301",TRUE,FALSE
"10.1101/135905","10.1103/physreve.95.052401",TRUE,FALSE
"10.1101/059626","10.1038/nprot.2017.016",TRUE,FALSE
"10.1101/017657","10.1371/journal.pone.0139360",TRUE,TRUE
"10.1101/002386","10.1093/hmg/ddv028",TRUE,FALSE
"10.1101/019869","10.1103/physreve.92.012719",TRUE,FALSE
"10.1101/052886","10.1038/ng.3789",TRUE,FALSE
"10.1101/045005","10.1016/j.ajhg.2016.11.007",TRUE,FALSE
"10.1101/056671","10.1152/jn.00460.2016",TRUE,FALSE
"10.1101/006684","10.1093/molbev/msv007",TRUE,FALSE
"10.1101/028134","10.1534/g3.116.034249",TRUE,TRUE
"10.1101/050948","10.1038/nature20149",TRUE,FALSE
"10.1101/168336","10.7554/elife.30640",TRUE,TRUE
"10.1101/011064","10.1186/s13637-016-0044-y",TRUE,FALSE
"10.1101/010934","10.1534/genetics.115.184630",TRUE,FALSE
"10.1101/116822","10.1083/jcb.201612018",TRUE,FALSE
"10.1101/161380","10.1111/1365-2656.12779",FALSE,FALSE
"10.1101/183590","10.1073/pnas.1706014114",TRUE,FALSE
"10.1101/171298","10.1002/minf.201700053",TRUE,FALSE
"10.1101/172866","10.1016/j.neuroimage.2017.09.020",TRUE,FALSE
"10.1101/128413","10.7717/peerj.3853",TRUE,TRUE
"10.1101/161448","10.1016/j.compbiolchem.2017.07.004",FALSE,FALSE
"10.1101/083386","10.1111/1462-2920.13847",TRUE,FALSE
"10.1101/135475","10.1002/ece3.3449",TRUE,TRUE
"10.1101/029587","10.1021/acssynbio.5b00237",TRUE,FALSE
"10.1101/110775","10.1371/journal.pone.0183672",TRUE,TRUE
"10.1101/084350","10.1186/s12985-017-0846-x",TRUE,TRUE
"10.1101/076364","10.1128/mbio.00855-17",TRUE,TRUE
"10.1101/046441","10.1016/j.neuroimage.2017.08.033",TRUE,FALSE
"10.1101/117325","10.1534/genetics.117.1114",TRUE,FALSE
"10.1101/085068","10.1016/j.neuroimage.2017.07.033",TRUE,FALSE
"10.1101/064758","10.1371/journal.pgen.1006328",TRUE,TRUE
"10.1101/103457","10.1038/s41598-017-02789-8",TRUE,TRUE
"10.1101/092163","10.1186/s12864-017-3770-y",TRUE,TRUE
"10.1101/045559","10.3389/fnbot.2017.00020",TRUE,TRUE
"10.1101/065847","10.1176/appi.ajp.2017.16111209",TRUE,FALSE
"10.1101/048561","10.1523/jneurosci.2674-16.2017",TRUE,FALSE
"10.1101/005553","10.1016/j.celrep.2015.09.056",TRUE,TRUE
"10.1101/005215","10.3791/53252",TRUE,FALSE
"10.1101/051706","10.1371/journal.pone.0171689",TRUE,TRUE
"10.1101/007161","10.1111/evo.12627",FALSE,FALSE
"10.1101/060582","10.1016/j.neuron.2016.09.003",TRUE,FALSE
"10.1101/050583","10.1098/rsbl.2016.0016",TRUE,FALSE
"10.1101/008052","10.1371/journal.pgen.1004915",TRUE,TRUE
"10.1101/117648","10.1093/gbe/evx215",TRUE,TRUE
"10.1101/137141","10.1104/pp.17.01310",TRUE,FALSE
"10.1101/027730","10.1038/srep28003",TRUE,TRUE
"10.1101/140145","10.1007/s00709-017-1196-7",TRUE,FALSE
"10.1101/145037","10.1016/j.cub.2017.11.004",TRUE,FALSE
"10.1101/184465","10.1371/journal.pcbi.1005796",TRUE,TRUE
"10.1101/135004","10.1002/pro.3274",TRUE,FALSE
"10.1101/079459","10.1038/s41598-017-14465-y",TRUE,TRUE
"10.1101/144063","10.1038/s41598-017-13291-6",TRUE,TRUE
"10.1101/070037","10.1016/j.neuroimage.2017.08.070",FALSE,FALSE
"10.1101/130468","10.1016/j.ympev.2017.09.016",FALSE,FALSE
"10.1101/042663","10.1038/ncomms11159",TRUE,TRUE
"10.1101/094060","10.1105/tpc.17.00153",TRUE,FALSE
"10.1101/090977","10.1371/journal.pone.0182638",TRUE,TRUE
"10.1101/082677","10.1534/genetics.116.198911",TRUE,FALSE
"10.1101/102673","10.1523/jneurosci.2728-16.2017",TRUE,FALSE
"10.1101/076968","10.1073/pnas.1618065114",TRUE,FALSE
"10.1101/025601","10.1534/g3.115.022129",TRUE,TRUE
"10.1101/020313","10.1038/nature14684",FALSE,FALSE
"10.1101/041418","10.1038/srep40294",TRUE,TRUE
"10.1101/070581","10.1093/nar/gkw971",TRUE,TRUE
"10.1101/031351","10.1186/s12862-016-0638-8",TRUE,TRUE
"10.1101/047365","10.1371/journal.pcbi.1005212",TRUE,TRUE
"10.1101/081000","10.1093/gigascience/gix056",TRUE,TRUE
"10.1101/214460","10.1128/aem.01717-17",TRUE,FALSE
"10.1101/169474","10.1534/genetics.117.300537",TRUE,FALSE
"10.1101/006171","10.1371/journal.pgen.1004663",TRUE,TRUE
"10.1101/026476","10.1093/sysbio/syv116",TRUE,FALSE
"10.1101/047530","10.3389/fmicb.2016.00913",TRUE,TRUE
"10.1101/143073","10.1371/journal.pcbi.1005891",TRUE,TRUE
"10.1101/107631","10.7554/elife.30860",TRUE,TRUE
"10.1101/115345","10.1186/s12859-017-1942-z",TRUE,TRUE
"10.1101/182196","10.1128/jvi.01531-17",TRUE,FALSE
"10.1101/089003","10.1186/s12918-017-0517-y",TRUE,TRUE
"10.1101/094532","10.1093/bioinformatics/btx325",TRUE,FALSE
"10.1101/111377","10.1534/g3.117.1136",TRUE,TRUE
"10.1101/086785","10.1093/gbe/evx072",TRUE,TRUE
"10.1101/101170","10.1038/s41598-017-06511-6",TRUE,TRUE
"10.1101/096446","10.1093/cid/cix270",TRUE,FALSE
"10.1101/094649","10.7554/elife.24149",TRUE,TRUE
"10.1101/074237","10.1126/science.aaj2038",TRUE,FALSE
"10.1101/029058","10.1523/jneurosci.1864-15.2015",TRUE,FALSE
"10.1101/021261","10.1534/genetics.115.179606",TRUE,FALSE
"10.1101/011411","10.1038/srep14629",TRUE,TRUE
"10.1101/021154","10.1371/journal.pbio.1002210",TRUE,TRUE
"10.1101/018523","10.1007/s10344-015-0935-3",FALSE,FALSE
"10.1101/045922","10.1101/gr.208041.116",TRUE,FALSE
"10.1101/088005","10.1186/s12918-016-0375-z",TRUE,TRUE
"10.1101/008797","10.1371/journal.pgen.1005176",TRUE,TRUE
"10.1101/043869","10.1098/rstb.2015.0412",TRUE,FALSE
"10.1101/046375","10.1083/jcb.201603108",TRUE,FALSE
"10.1101/036426","10.1111/1755-0998.12529",FALSE,FALSE
"10.1101/013573","10.1111/evo.12572",TRUE,FALSE
"10.1101/047332","10.1103/physreve.93.062417",FALSE,FALSE
"10.1101/030551","10.1016/j.cels.2016.04.014",TRUE,FALSE
"10.1101/125161","10.1016/j.neuroimage.2017.12.059",TRUE,FALSE
"10.1101/077214","10.3389/fgene.2017.00175",TRUE,TRUE
"10.1101/141937","10.1073/pnas.1708671114",TRUE,FALSE
"10.1101/075481","10.1371/journal.pcbi.1005727",TRUE,TRUE
"10.1101/022293","10.1038/ng.3539",TRUE,FALSE
"10.1101/106799","10.1534/g3.117.041020",TRUE,TRUE
"10.1101/113985","10.1098/rsob.170091",TRUE,TRUE
"10.1101/085597","10.1016/j.celrep.2017.07.078",TRUE,TRUE
"10.1101/141804","10.1016/j.jtbi.2017.07.016",TRUE,FALSE
"10.1101/050278","10.1016/j.meegid.2017.03.012",FALSE,FALSE
"10.1101/029496","10.1534/g3.115.025668",TRUE,TRUE
"10.1101/020305","10.1186/s12864-016-2364-4",TRUE,TRUE
"10.1101/023275","10.1038/ncomms10179",TRUE,TRUE
"10.1101/018374","10.1371/journal.pcbi.1004411",TRUE,TRUE
"10.1101/023697","10.1098/rsif.2015.0597",TRUE,FALSE
"10.1101/064451","10.1099/mgen.0.000086",TRUE,TRUE
"10.1101/047613","10.1002/cyto.a.23030",TRUE,FALSE
"10.1101/054965","10.1101/gr.210641.116",TRUE,FALSE
"10.1101/088948","10.1007/s10238-016-0441-2",FALSE,FALSE
"10.1101/010918","10.1093/molbev/msv061",TRUE,FALSE
"10.1101/164665","10.1111/1462-2920.14037",TRUE,FALSE
"10.1101/113605","10.1016/j.tpb.2017.08.003",TRUE,FALSE
"10.1101/008375","10.1093/nar/gkv717",TRUE,TRUE
"10.1101/160416","10.1002/art.40342",TRUE,FALSE
"10.1101/103127","10.1371/journal.pone.0189922",TRUE,TRUE
"10.1101/091926","10.1016/j.cell.2017.10.023",TRUE,FALSE
"10.1101/123844","10.1186/s12859-017-1813-7",TRUE,TRUE
"10.1101/114496","10.7554/elife.26580",TRUE,TRUE
"10.1101/137554","10.1016/j.placenta.2017.04.015",TRUE,FALSE
"10.1101/127555","10.1002/jwmg.21261",TRUE,FALSE
"10.1101/103150","10.1038/s41598-017-03315-6",TRUE,TRUE
"10.1101/085670","10.3758/s13423-017-1301-0",TRUE,FALSE
"10.1101/050906","10.1109/tnb.2017.2675981",TRUE,FALSE
"10.1101/022996","10.1534/genetics.115.181024",TRUE,FALSE
"10.1101/019315","10.1093/bioinformatics/btv421",TRUE,FALSE
"10.1101/012583","10.3389/fncir.2015.00076",TRUE,TRUE
"10.1101/019125","10.1002/bies.201500057",TRUE,FALSE
"10.1101/065052","10.1038/nmeth.4155",TRUE,FALSE
"10.1101/012880","10.1038/nmeth.3312",TRUE,FALSE
"10.1101/052977","10.1534/genetics.116.191494",TRUE,FALSE
"10.1101/048553","10.1371/journal.pgen.1006384",TRUE,TRUE
"10.1101/048884","10.1534/g3.116.030262",TRUE,TRUE
"10.1101/013656","10.1016/j.ajhg.2015.01.003",TRUE,FALSE
"10.1101/132001","10.1093/bioinformatics/btx461",TRUE,FALSE
"10.1101/154724","10.1093/gigascience/gix102",TRUE,TRUE
"10.1101/155135","10.1093/bioinformatics/btx578",TRUE,FALSE
"10.1101/039370","10.1098/rsif.2016.0296",TRUE,FALSE
"10.1101/044180","10.3389/fpsyg.2016.00850",TRUE,TRUE
"10.1101/024612","10.1038/ncomms11881",TRUE,TRUE
"10.1101/089961","10.1186/s13756-017-0277-x",TRUE,TRUE
"10.1101/119834","10.15252/msb.20177651",TRUE,TRUE
"10.1101/160549","10.1371/journal.pone.0189602",TRUE,TRUE
"10.1101/119156","10.1111/mec.14252",TRUE,FALSE
"10.1101/153809","10.1038/s41598-017-11237-6",TRUE,TRUE
"10.1101/095893","10.1186/s12915-017-0416-0",TRUE,TRUE
"10.1101/068585","10.1038/tp.2017.72",TRUE,TRUE
"10.1101/136887","10.1152/jn.00240.2017",TRUE,FALSE
"10.1101/110643","10.1093/cercor/bhx135",TRUE,FALSE
"10.1101/083659","10.15252/embr.201643587",TRUE,FALSE
"10.1101/011767","10.1371/journal.pcbi.1005515",TRUE,TRUE
"10.1101/099051","10.7554/elife.25073",TRUE,TRUE
"10.1101/071316","10.1016/j.heliyon.2017.e00303",TRUE,TRUE
"10.1101/094862","10.3390/jpm7020003",TRUE,TRUE
"10.1101/080341","10.1101/gr.215038.116",TRUE,FALSE
"10.1101/097592","10.1371/journal.pone.0174918",TRUE,TRUE
"10.1101/010769","10.1093/gbe/evv062",TRUE,TRUE
"10.1101/007476","10.1093/bioinformatics/btv317",TRUE,FALSE
"10.1101/081166","10.1038/srep43293",TRUE,TRUE
"10.1101/075853","10.1016/j.neuroimage.2016.10.045",TRUE,FALSE
"10.1101/022533","10.1111/ecog.02441",FALSE,FALSE
"10.1101/011437","10.1534/genetics.114.172742",TRUE,FALSE
"10.1101/016154","10.1534/g3.114.011411",TRUE,TRUE
"10.1101/003178","10.1093/bioinformatics/btu770",TRUE,FALSE
"10.1101/049841","10.1186/s13062-016-0159-9",TRUE,TRUE
"10.1101/044982","10.1093/nar/gkw457",TRUE,TRUE
"10.1101/136812","10.1021/acssynbio.7b00122",FALSE,FALSE
"10.1101/003293","10.1101/gad.241422.114",TRUE,FALSE
"10.1101/056937","10.1016/j.gdata.2016.05.012",TRUE,TRUE
"10.1101/027342","10.1093/bioinformatics/btw018",TRUE,FALSE
"10.1101/139295","10.1371/journal.pone.0190238",TRUE,TRUE
"10.1101/103283","10.3389/fmolb.2017.00040",TRUE,TRUE
"10.1101/134718","10.1101/gr.224626.117",TRUE,FALSE
"10.1101/140731","10.1038/nature24634",TRUE,FALSE
"10.1101/184317","10.1101/gad.306324.117",TRUE,FALSE
"10.1101/162677","10.1038/s41467-017-02144-5",TRUE,TRUE
"10.1101/085126","10.1086/693856",FALSE,FALSE
"10.1101/124271","10.1021/acssynbio.7b00112",TRUE,FALSE
"10.1101/066050","10.1128/msystems.00117-16",TRUE,TRUE
"10.1101/135913","10.1038/s41598-017-10697-0",TRUE,TRUE
"10.1101/169953","10.1073/pnas.1619897114",TRUE,FALSE
"10.1101/128686","10.1534/g3.117.300141",TRUE,TRUE
"10.1101/033605","10.1093/jxb/erw096",TRUE,FALSE
"10.1101/006056","10.1186/1471-2164-15-1074",TRUE,TRUE
"10.1101/055178","10.1093/nar/gkx137",TRUE,TRUE
"10.1101/105403","10.1523/jneurosci.0323-17.2017",TRUE,FALSE
"10.1101/224949","10.1162/jocn_a_01142",TRUE,FALSE
"10.1101/074567","10.1038/s41467-017-00249-5",TRUE,TRUE
"10.1101/095380","10.1111/acel.12626",TRUE,TRUE
"10.1101/073981","10.1088/1478-3975/aa5fc3",TRUE,FALSE
"10.1101/018705","10.1371/journal.pone.0143196",TRUE,TRUE
"10.1101/020875","10.1038/ng.3471",TRUE,FALSE
"10.1101/029207","10.1371/journal.pgen.1005751",TRUE,TRUE
"10.1101/011809","10.1038/ng.3464",TRUE,FALSE
"10.1101/087403","10.7554/elife.18566",TRUE,TRUE
"10.1101/081109","10.1038/srep41570",TRUE,TRUE
"10.1101/069716","10.1016/j.ygcen.2017.01.019",TRUE,FALSE
"10.1101/007807","10.7554/elife.05896",TRUE,TRUE
"10.1101/032201","10.1038/ncomms13582",TRUE,TRUE
"10.1101/179093","10.1371/journal.pbio.2004050",TRUE,TRUE
"10.1101/004887","10.1080/17513758.2014.962631",TRUE,TRUE
"10.1101/042408","10.3934/mbe.2016038",TRUE,FALSE
"10.1101/043091","10.1371/journal.pgen.1006063",TRUE,TRUE
"10.1101/116301","10.1186/s12711-017-0361-y",TRUE,TRUE
"10.1101/161596","10.1242/jeb.166371",TRUE,FALSE
"10.1101/056515","10.1371/journal.pone.0189067",TRUE,TRUE
"10.1101/165456","10.1038/s41598-017-16638-1",TRUE,TRUE
"10.1101/165373","10.1007/s00401-017-1789-4",TRUE,FALSE
"10.1101/174375","10.1038/s41598-017-13901-3",TRUE,TRUE
"10.1101/135756","10.1038/s41598-017-13916-w",TRUE,TRUE
"10.1101/164657","10.1016/j.str.2017.10.004",TRUE,FALSE
"10.1101/135301","10.1186/s13148-017-0414-7",TRUE,TRUE
"10.1101/128371","10.1104/pp.17.01086",TRUE,FALSE
"10.1101/083857","10.1371/journal.pcbi.1005768",TRUE,TRUE
"10.1101/120857","10.7554/elife.26653",TRUE,TRUE
"10.1101/142778","10.1115/1.4037937",TRUE,FALSE
"10.1101/021600","10.1093/molbev/msv236",TRUE,FALSE
"10.1101/060053","10.1007/s00792-017-0956-9",TRUE,FALSE
"10.1101/048033","10.1111/evo.12999",TRUE,FALSE
"10.1101/090084","10.1093/molbev/msx154",TRUE,FALSE
"10.1101/098814","10.1242/dev.148940",TRUE,FALSE
"10.1101/091306","10.1021/acssynbio.6b00361",TRUE,FALSE
"10.1101/069484","10.7717/peerj.3558",TRUE,TRUE
"10.1101/077388","10.1007/s11538-017-0267-4",FALSE,FALSE
"10.1101/016063","10.1093/bioinformatics/btv478",TRUE,FALSE
"10.1101/020917","10.1016/j.jsb.2015.08.008",FALSE,FALSE
"10.1101/072413","10.7554/elife.21887",TRUE,TRUE
"10.1101/023366","10.1038/ncomms14370",TRUE,TRUE
"10.1101/085571","10.1371/journal.pgen.1006538",TRUE,TRUE
"10.1101/084194","10.1016/j.neuroimage.2017.01.001",TRUE,FALSE
"10.1101/066340","10.1186/s13072-016-0108-y",TRUE,TRUE
"10.1101/069450","10.1016/j.celrep.2016.11.028",TRUE,TRUE
"10.1101/063313","10.1098/rsos.160740",TRUE,TRUE
"10.1101/052381","10.3389/fgene.2016.00217",TRUE,TRUE
"10.1101/015925","10.1016/j.ejca.2016.07.024",TRUE,FALSE
"10.1101/036657","10.1016/j.ajhg.2016.05.001",TRUE,FALSE
"10.1101/086629","10.1093/sysbio/syx065",FALSE,FALSE
"10.1101/178392","10.1093/nar/gkx973",TRUE,TRUE
"10.1101/054056","10.1371/journal.pcbi.1004987",TRUE,TRUE
"10.1101/016469","10.1534/genetics.115.183814",TRUE,FALSE
"10.1101/177642","10.1038/nmeth.4435",TRUE,FALSE
"10.1101/149450","10.1016/j.neuroscience.2017.11.018",TRUE,FALSE
"10.1101/186155","10.1038/s41467-017-02222-8",TRUE,TRUE
"10.1101/129767","10.1038/s41598-017-18001-w",TRUE,TRUE
"10.1101/162727","10.1002/ece3.3564",TRUE,TRUE
"10.1101/080853","10.1242/dev.154971",TRUE,FALSE
"10.1101/019521","10.1111/cmi.12530",FALSE,FALSE
"10.1101/027888","10.1038/srep21300",TRUE,TRUE
"10.1101/125989","10.1242/dev.153239",TRUE,FALSE
"10.1101/165654","10.3390/ijms18081709",TRUE,TRUE
"10.1101/016493","10.1111/mec.13698",FALSE,FALSE
"10.1101/043315","10.1128/msystems.00101-16",TRUE,TRUE
"10.1101/015859","10.1016/j.ajhg.2015.09.001",TRUE,FALSE
"10.1101/077560","10.1126/science.aak9973",TRUE,FALSE
"10.1101/068353","10.1016/j.neuropsychologia.2017.01.029",TRUE,FALSE
"10.1101/064519","10.7554/elife.19669",TRUE,TRUE
"10.1101/079434","10.1051/mmnp/201611504",TRUE,FALSE
"10.1101/051177","10.1111/bjh.14413",TRUE,FALSE
"10.1101/070128","10.1017/thg.2016.82",TRUE,FALSE
"10.1101/063883","10.1093/hmg/ddx424",TRUE,FALSE
"10.1101/179788","10.1091/mbc.e17-08-0511",TRUE,FALSE
"10.1101/094284","10.1093/bioinformatics/btx221",TRUE,FALSE
"10.1101/199034","10.7554/elife.32481",TRUE,TRUE
"10.1101/092593","10.1098/rsif.2017.0620",TRUE,FALSE
"10.1101/005470","10.7717/peerj.588",TRUE,TRUE
"10.1101/026344","10.1534/genetics.115.183152",TRUE,FALSE
"10.1101/154930","10.1523/eneuro.0220-17.2017",TRUE,TRUE
"10.1101/117663","10.1186/s12864-017-4286-1",TRUE,TRUE
"10.1101/043802","10.1371/journal.pcbi.1005851",TRUE,TRUE
"10.1101/087619","10.7554/elife.26726",TRUE,TRUE
"10.1101/134791","10.1371/journal.pcbi.1005814",TRUE,TRUE
"10.1101/164491","10.1371/journal.pntd.0005842",TRUE,TRUE
"10.1101/094094","10.3389/fmicb.2017.01964",TRUE,TRUE
"10.1101/184309","10.1111/psyp.13014",TRUE,FALSE
"10.1101/036368","10.1534/g3.116.027060",TRUE,TRUE
"10.1101/020719","10.1038/ncomms11307",TRUE,TRUE
"10.1101/128363","10.1103/physreve.96.022412",TRUE,FALSE
"10.1101/087932","10.1093/bioinformatics/btx166",TRUE,FALSE
"10.1101/132860","10.1038/s41598-017-09407-7",TRUE,TRUE
"10.1101/096388","10.1038/nmeth.4309",FALSE,FALSE
"10.1101/092445","10.1016/j.ajhg.2017.06.010",TRUE,FALSE
"10.1101/071415","10.1099/mgen.0.000102",TRUE,TRUE
"10.1101/097667","10.7717/peerj.3421",TRUE,TRUE
"10.1101/087486","10.1016/j.cels.2017.05.001",TRUE,FALSE
"10.1101/091256","10.7554/elife.23687",TRUE,TRUE
"10.1101/103705","10.3389/fmicb.2017.00452",TRUE,TRUE
"10.1101/021071","10.1016/j.neuron.2015.10.022",TRUE,FALSE
"10.1101/009803","10.1086/682948",TRUE,FALSE
"10.1101/021766","10.1016/j.bpj.2015.08.019",TRUE,FALSE
"10.1101/064618","10.1111/jeb.13000",TRUE,FALSE
"10.1101/030239","10.1534/g3.116.033514",TRUE,TRUE
"10.1101/010504","10.1093/bioinformatics/btv013",TRUE,FALSE
"10.1101/014407","10.1371/journal.pone.0124952",TRUE,TRUE
"10.1101/087031","10.1152/jn.00398.2017",FALSE,FALSE
"10.1101/142323","10.1093/molbev/msx302",TRUE,FALSE
"10.1101/193003","10.1111/apa.14181",TRUE,FALSE
"10.1101/004234","10.1534/genetics.114.168948",TRUE,FALSE
"10.1101/005868","10.1101/cshperspect.a016030",TRUE,FALSE
"10.1101/014167","10.1002/pro.2483",TRUE,FALSE
"10.1101/101717","10.12688/wellcomeopenres.11896.1",TRUE,TRUE
"10.1101/146183","10.3201/eid2401.171393",TRUE,TRUE
"10.1101/053033","10.1093/gigascience/gix083",TRUE,TRUE
"10.1101/026716","10.1111/rec.12354",FALSE,FALSE
"10.1101/122895","10.1371/journal.pgen.1006958",TRUE,TRUE
"10.1101/082669","10.1523/jneurosci.3414-16.2017",TRUE,FALSE
"10.1101/104786","10.1371/journal.pgen.1006916",TRUE,TRUE
"10.1101/104927","10.1242/dev.150136",TRUE,FALSE
"10.1101/073171","10.1534/genetics.116.195594",TRUE,FALSE
"10.1101/154500","10.1016/j.ydbio.2017.06.030",FALSE,FALSE
"10.1101/022723","10.1038/ncomms10408",TRUE,TRUE
"10.1101/020347","10.1371/journal.pone.0136487",TRUE,TRUE
"10.1101/026971","10.1186/s13059-015-0784-0",TRUE,TRUE
"10.1101/016725","10.1038/srep12866",TRUE,TRUE
"10.1101/069203","10.1016/j.jtbi.2017.02.007",TRUE,FALSE
"10.1101/012591","10.1038/nmeth.3317",TRUE,FALSE
"10.1101/051870","10.1098/rstb.2016.0049",TRUE,FALSE
"10.1101/038745","10.1093/molbev/msw137",TRUE,FALSE
"10.1101/055194","10.1038/nn.4406",TRUE,FALSE
"10.1101/211672","10.1083/jcb.201707161",TRUE,FALSE
"10.1101/014837","10.1093/molbev/msv194",TRUE,FALSE
"10.1101/041061","10.1534/g3.116.028472",TRUE,TRUE
"10.1101/156422","10.1038/s41598-017-14330-y",TRUE,TRUE
"10.1101/166231","10.1038/s41559-017-0347-8",TRUE,FALSE
"10.1101/133140","10.1128/iai.00378-17",TRUE,FALSE
"10.1101/157727","10.1126/science.aan5706",TRUE,FALSE
"10.1101/139782","10.1016/j.cell.2017.09.026",TRUE,FALSE
"10.1101/036269","10.1038/s41598-017-07036-8",TRUE,TRUE
"10.1101/057463","10.1088/1478-3975/aa609a",TRUE,FALSE
"10.1101/073270","10.1111/aor.12925",FALSE,FALSE
"10.1101/088286","10.1158/2326-6066.cir-16-0019",TRUE,FALSE
"10.1101/055806","10.1021/acs.jproteome.6b00485",FALSE,FALSE
"10.1101/065235","10.7554/elife.19887",TRUE,TRUE
"10.1101/053843","10.1534/genetics.116.193912",TRUE,FALSE
"10.1101/038000","10.1038/ncomms12428",TRUE,TRUE
"10.1101/169177","10.1093/bioinformatics/btx740",TRUE,FALSE
"10.1101/123182","10.1038/npp.2017.220",TRUE,FALSE
"10.1101/126524","10.1016/j.neuroimage.2017.12.074",FALSE,FALSE
"10.1101/140160","10.1242/dev.156786",TRUE,FALSE
