"PREPRINT_DOI","ARTICLE_DOI","HAS_ALTMETRIC","ALT_SCORE","ALT_TWEETS","ALT_FEEDS","ALT_MSM","ALT_POLICIES","ALT_WIKIPEDIA","ALT_MENDELEY"
"10.1101/184978","10.1016/j.bandl.2017.10.008",TRUE,7.15,12,0,0,0,0,57
"10.1101/138883","10.7717/peerj.3837",TRUE,8.35,18,0,0,0,0,22
"10.1101/116780","10.1016/j.jtbi.2017.09.017",TRUE,23.1,25,1,0,0,0,26
"10.1101/126169","10.1186/s12864-017-4091-x",TRUE,20,33,0,0,0,0,39
"10.1101/026922","10.1038/srep25373",TRUE,26.88,44,1,0,0,0,209
"10.1101/041780","10.7554/elife.12727",TRUE,49.726,55,1,1,0,1,893
"10.1101/063719","10.1038/s41467-017-00740-z",TRUE,3.25,8,0,0,0,0,99
"10.1101/109207","10.1038/nmeth.4391",TRUE,47.05,82,0,0,0,0,229
"10.1101/130112","10.1103/physreve.96.012406",TRUE,1,3,0,0,0,0,13
"10.1101/131433","10.1016/j.bandc.2017.08.004",TRUE,0.25,1,0,0,0,0,44
"10.1101/118539","10.1007/s00251-017-1023-5",TRUE,7.35,11,0,0,0,0,61
"10.1101/059410","10.1038/s41598-017-08877-z",TRUE,33.28,19,1,2,0,0,108
"10.1101/134668","10.1007/s00122-017-2934-0",TRUE,11.75,21,0,0,0,0,71
"10.1101/121996","10.1371/journal.pone.0180047",TRUE,0.5,1,0,0,0,0,16
"10.1101/063206","10.1186/s12859-017-1678-9",TRUE,18.5,37,0,0,0,0,40
"10.1101/093161","10.1093/bioinformatics/btw791",TRUE,1,2,0,0,0,0,33
"10.1101/016881","10.1534/genetics.115.178160",TRUE,18.13,18,1,0,0,0,40
"10.1101/020586","10.1371/journal.pgen.1005718",TRUE,13.48,5,1,0,0,2,19
"10.1101/023531","10.1371/journal.pcbi.1004684",TRUE,22.45,39,0,0,0,0,46
"10.1101/100198","10.1101/gad.293910.116",TRUE,5.5,12,0,0,0,0,71
"10.1101/093609","10.1111/jeb.13045",TRUE,1,2,0,0,0,0,14
"10.1101/003780","10.1007/s00285-014-0824-5",TRUE,0.25,1,0,0,0,0,12
"10.1101/021378","10.1073/pnas.1418745112",TRUE,12.8,21,0,0,0,0,93
"10.1101/008524","10.1016/j.jinsphys.2014.07.001",FALSE,0,0,0,0,0,0,0
"10.1101/120261","10.1093/bioinformatics/btx587",TRUE,16.4,29,0,0,0,0,52
"10.1101/193847","10.7554/elife.31343",TRUE,17.75,2,0,2,0,0,6
"10.1101/003376","10.1371/journal.pcbi.1003757",TRUE,6.75,11,0,0,0,0,66
"10.1101/023788","10.1111/mec.13643",TRUE,2,4,0,0,0,0,63
"10.1101/014043","10.1186/s13742-015-0080-7",TRUE,26.162,26,1,0,0,0,92
"10.1101/163873","10.1111/nph.14956",TRUE,33.65,64,0,0,0,0,21
"10.1101/172494","10.1073/pnas.1713863114",TRUE,26.67,35,1,0,0,0,79
"10.1101/126334","10.15252/emmm.201707882",TRUE,40.5,27,0,2,0,0,47
"10.1101/028027","10.3389/fnsys.2016.00026",TRUE,0.25,1,0,0,0,0,37
"10.1101/031062","10.1038/hdy.2015.104",TRUE,77.988,7,2,9,0,0,94
"10.1101/026948","10.1038/nmeth.3734",TRUE,16.696,19,1,0,0,0,555
"10.1101/019273","10.1007/s10955-015-1444-1",TRUE,2.25,4,0,0,0,0,64
"10.1101/025676","10.1038/nmeth.3800",TRUE,106.046,44,1,9,0,1,375
"10.1101/141788","10.7554/elife.28862",TRUE,10.4,20,0,0,0,0,45
"10.1101/100099","10.1098/rsif.2017.0073",TRUE,4,9,0,0,0,0,66
"10.1101/069062","10.1017/s0033291717000769",TRUE,9.25,1,0,1,0,0,37
"10.1101/066829","10.1093/molbev/msw224",TRUE,18.5,37,0,0,0,0,53
"10.1101/103408","10.1016/j.molmet.2017.02.007",TRUE,23.45,43,0,0,0,0,97
"10.1101/024695","10.1038/nature16062",TRUE,168.872,180,4,5,0,0,261
"10.1101/074286","10.1016/j.neuropsychologia.2017.02.006",TRUE,0.75,3,0,0,0,0,49
"10.1101/072967","10.1016/j.ajhg.2017.01.031",TRUE,38.55,80,0,0,0,0,238
"10.1101/059790","10.1371/journal.pbio.2000234",TRUE,243.202,219,2,13,0,0,291
"10.1101/082255","10.1038/nmeth.4148",TRUE,74.342,28,2,6,0,1,251
"10.1101/013771","10.1371/journal.pone.0128036",TRUE,34.85,61,0,0,0,0,346
"10.1101/040600","10.1093/gbe/evw176",TRUE,5.7,11,0,0,0,0,46
"10.1101/186072","10.1523/jneurosci.2460-17.2017",TRUE,40.8,70,0,0,0,0,74
"10.1101/158576","10.1038/ismej.2017.172",TRUE,25.93,35,1,0,0,0,66
"10.1101/002279","10.1371/journal.pone.0110808",TRUE,135.298,84,1,11,0,0,196
"10.1101/041749","10.1523/jneurosci.0659-16.2016",TRUE,253.638,18,5,28,0,0,162
"10.1101/020818","10.1371/journal.pone.0159195",TRUE,3,5,0,0,0,0,28
"10.1101/157008","10.3389/fmars.2017.00403",TRUE,19.522,19,1,0,0,0,21
"10.1101/179119","10.1111/tpj.13765",TRUE,0.75,2,0,0,0,0,28
"10.1101/142950","10.1038/s41598-017-17178-4",TRUE,5.3,9,0,0,0,0,38
"10.1101/128827","10.1242/bio.026930",TRUE,1.25,2,0,0,0,0,11
"10.1101/167478","10.1038/s41598-017-15520-4",TRUE,0.25,1,0,0,0,0,26
"10.1101/133025","10.1523/jneurosci.1222-17.2017",TRUE,26.05,51,0,0,0,0,101
"10.1101/082024","10.1038/ng.3954",TRUE,78.3,153,0,0,0,0,233
"10.1101/024034","10.1038/nmeth.3869",TRUE,52.8,51,2,1,0,1,2157
"10.1101/033514","10.1073/pnas.1522921113",TRUE,2.75,5,0,0,0,0,33
"10.1101/024414","10.7717/peerj.1845",TRUE,10.4,17,0,0,0,0,53
"10.1101/001297","10.1371/journal.pone.0085203",TRUE,41.8,47,0,1,0,0,47
"10.1101/133686","10.7554/elife.28387",TRUE,48.8,25,0,4,0,0,61
"10.1101/123414","10.1016/j.csbj.2017.08.002",TRUE,2.1,3,0,0,0,0,5
"10.1101/061267","10.1002/hbm.23803",TRUE,153.012,31,2,17,0,0,51
"10.1101/080606","10.1093/molbev/msx070",TRUE,13.68,12,1,0,0,0,38
"10.1101/106385","10.1186/s12915-017-0399-x",TRUE,203.118,152,5,11,0,1,153
"10.1101/119560","10.1111/jeb.13131",TRUE,1.75,2,0,0,0,0,26
"10.1101/105916","10.1016/j.cub.2017.04.058",TRUE,11.85,20,0,0,0,0,45
"10.1101/080820","10.1186/s13073-017-0426-0",TRUE,7.1,13,0,0,0,0,22
"10.1101/056598","10.1093/bioinformatics/btw757",TRUE,4.25,2,0,0,0,1,16
"10.1101/061754","10.1037/com0000069",FALSE,0,0,0,0,0,0,0
"10.1101/091322","10.1371/journal.pcbi.1005350",TRUE,36.35,66,0,0,0,0,138
"10.1101/025890","10.7554/elife.11182",TRUE,26.08,6,1,2,0,0,259
"10.1101/011858","10.1186/s12918-015-0253-0",TRUE,1,2,0,0,0,0,102
"10.1101/017863","10.3389/fncir.2015.00039",TRUE,4.25,6,0,0,0,0,151
"10.1101/067876","10.15252/embj.201696038",TRUE,6.45,10,0,0,0,0,27
"10.1101/037010","10.1021/acssynbio.6b00072",TRUE,2.75,5,0,0,0,0,89
"10.1101/001677","10.1111/oik.01719",TRUE,28.55,49,0,0,0,0,521
"10.1101/001347","10.1093/molbev/msu269",TRUE,14.15,24,0,0,0,0,559
"10.1101/046839","10.1007/s11240-016-1063-9",TRUE,84.5,5,0,11,0,0,50
"10.1101/028837","10.1534/genetics.115.183665",TRUE,41.16,34,3,0,0,0,400
"10.1101/037101","10.1093/bioinformatics/btw276",TRUE,1.5,5,0,0,0,0,58
"10.1101/037671","10.1186/s12859-016-1140-4",TRUE,3.5,5,0,0,0,0,147
"10.1101/045856","10.1073/pnas.1605707113",TRUE,1,4,0,0,0,0,124
"10.1101/115568","10.1038/s41437-017-0003-8",TRUE,2.75,8,0,0,0,0,9
"10.1101/174581","10.1534/g3.117.300146",TRUE,3.7,8,0,0,0,0,8
"10.1101/146266","10.1128/msphere.00267-17",TRUE,18.95,37,0,0,0,0,22
"10.1101/160218","10.1002/ajpa.23345",TRUE,35.6,53,0,0,0,0,32
"10.1101/167767","10.1038/ng.3967",TRUE,207.016,222,3,7,0,0,382
"10.1101/152447","10.1186/s12859-017-1929-9",TRUE,1,4,0,0,0,0,21
"10.1101/144725","10.1186/s12967-017-1305-6",TRUE,1.25,2,0,0,0,0,12
"10.1101/122119","10.1111/pce.13019",TRUE,0.25,1,0,0,0,0,22
"10.1101/145011","10.1080/15592324.2017.1346767",FALSE,0,0,0,0,0,0,0
"10.1101/033340","10.3389/fmicb.2016.00301",TRUE,15.88,15,1,0,0,0,56
"10.1101/153262","10.1038/nature23467",TRUE,85.35,22,0,10,0,0,172
"10.1101/081620","10.1101/gr.217216.116",TRUE,23.72,24,1,0,0,0,42
"10.1101/112284","10.3389/fncir.2017.00056",TRUE,2.25,5,0,0,0,0,28
"10.1101/104398","10.1242/dev.150094",TRUE,17.95,33,0,0,0,0,121
"10.1101/083865","10.1371/journal.pgen.1006841",TRUE,25.68,22,1,1,0,0,25
"10.1101/081430","10.15252/msb.20167456",TRUE,56.5,5,1,7,0,0,57
"10.1101/050302","10.1091/mbc.e16-06-0370",TRUE,0.5,2,0,0,0,0,21
"10.1101/016329","10.7554/elife.10778",TRUE,542.64,182,17,39,0,0,253
"10.1101/002725","10.1186/s13059-015-0598-0",TRUE,8.8,13,0,0,0,0,49
"10.1101/009423","10.1088/1478-3975/12/2/025002",FALSE,0,0,0,0,0,0,0
"10.1101/113274","10.1093/beheco/arx161",TRUE,0.25,1,0,0,0,0,9
"10.1101/137265","10.7554/elife.30054",TRUE,54.522,9,1,6,0,0,32
"10.1101/048264","10.12688/f1000research.11223.1",FALSE,0,0,0,0,0,0,0
"10.1101/141101","10.1186/s12918-017-0500-7",TRUE,6.5,11,0,0,0,0,56
"10.1101/170258","10.1016/j.agrformet.2017.11.023",TRUE,11.5,1,1,0,0,0,29
"10.1101/194589","10.3390/v9120388",TRUE,4.2,7,0,0,0,0,14
"10.1101/138651","10.1016/j.orggeochem.2017.06.020",FALSE,0,0,0,0,0,0,0
"10.1101/071852","10.1073/pnas.1701136114",TRUE,42.7,17,0,4,0,0,105
"10.1101/090324","10.1371/journal.ppat.1006633",TRUE,120.38,120,1,6,0,0,55
"10.1101/033464","10.1073/pnas.1600338113",TRUE,382.564,215,14,21,0,3,266
"10.1101/031013","10.1534/g3.115.024596",TRUE,9.58,5,1,0,0,0,66
"10.1101/012179","10.1038/nmeth.3505",TRUE,149.488,203,3,2,0,0,363
"10.1101/033043","10.1371/journal.pgen.1005774",TRUE,10.75,21,0,0,0,0,150
"10.1101/057323","10.1038/s41598-017-09424-6",TRUE,2.6,4,0,0,0,0,14
"10.1101/092536","10.1091/mbc.e17-04-0238",TRUE,2.75,7,0,0,0,0,24
"10.1101/119511","10.1038/s41598-017-07866-6",TRUE,3.6,8,0,0,0,0,15
"10.1101/125336","10.1038/s41598-017-08884-0",TRUE,8.8,16,0,0,0,0,20
"10.1101/098681","10.1534/genetics.116.198051",TRUE,17.88,12,1,1,0,0,35
"10.1101/035873","10.1093/sysbio/syw075",TRUE,6.7,14,0,0,0,0,27
"10.1101/070342","10.1016/j.bpj.2017.03.018",TRUE,3.5,9,0,0,0,0,72
"10.1101/118372","10.1111/mec.14131",TRUE,13.75,28,0,0,0,0,35
"10.1101/095752","10.7554/elife.23866",TRUE,9.934,5,1,0,0,0,57
"10.1101/093559","10.1007/s00251-017-0977-7",TRUE,2.5,4,0,0,0,0,15
"10.1101/102053","10.1534/g3.117.039479",TRUE,1.5,4,0,0,0,0,9
"10.1101/028969","10.1016/j.meegid.2015.11.030",TRUE,7.25,10,0,0,0,1,70
"10.1101/014472","10.1093/bioinformatics/btv368",TRUE,12.096,11,1,0,0,0,139
"10.1101/098624","10.1111/faf.12208",TRUE,9.1,14,0,0,0,0,29
"10.1101/076430","10.1371/journal.pone.0169432",TRUE,89.96,58,5,3,0,0,55
"10.1101/085225","10.1128/aem.03035-16",TRUE,5.85,11,0,0,0,0,19
"10.1101/072363","10.1016/j.ajhg.2016.09.016",TRUE,25.592,19,2,0,0,0,32
"10.1101/009258","10.1016/j.ajhg.2015.05.016",TRUE,19.05,30,0,0,0,0,146
"10.1101/011106","10.1007/s11295-015-0866-x",TRUE,2,3,0,0,0,0,34
"10.1101/048207","10.1016/j.cels.2016.05.007",TRUE,73,37,0,7,0,0,74
"10.1101/051581","10.1098/rsos.160654",TRUE,15.53,17,1,0,0,0,47
"10.1101/058024","10.1371/journal.pbio.2000744",TRUE,73.454,102,2,0,0,0,111
"10.1101/048348","10.7717/peerj.2617",TRUE,0.5,2,0,0,0,0,12
"10.1101/052928","10.1073/pnas.1607601113",TRUE,25.53,37,1,0,0,0,206
"10.1101/051599","10.1074/jbc.m116.738799",TRUE,8.548,4,1,0,0,0,31
"10.1101/097998","10.1128/msphere.00367-16",TRUE,4.5,9,0,0,0,0,16
"10.1101/053603","10.1038/srep31631",TRUE,1.35,2,0,0,0,0,24
"10.1101/136879","10.1523/jneurosci.1289-17.2017",TRUE,4.85,10,0,0,0,0,61
"10.1101/131227","10.1016/j.celrep.2017.10.069",TRUE,27.1,36,0,1,0,0,93
"10.1101/092668","10.1016/j.ajhg.2017.09.022",TRUE,36.2,66,0,0,0,0,127
"10.1101/127365","10.1016/j.neuroimage.2017.09.039",TRUE,50.246,16,1,5,0,0,58
"10.1101/134874","10.1016/j.chom.2017.08.010",TRUE,48.13,78,1,0,0,0,115
"10.1101/106815","10.1038/s41598-017-12104-0",TRUE,1.25,4,0,0,0,0,25
"10.1101/044396","10.1016/j.exer.2016.04.023",TRUE,0.75,2,0,0,0,0,22
"10.1101/021550","10.1098/rsif.2015.0881",TRUE,10.5,19,0,0,0,0,20
"10.1101/020255","10.1093/bioinformatics/btv546",TRUE,21.85,32,0,1,0,0,138
"10.1101/027904","10.1093/bioinformatics/btv646",TRUE,17.2,15,0,1,0,0,159
"10.1101/128751","10.1111/age.12595",TRUE,0.5,2,0,0,0,0,3
"10.1101/095547","10.1093/molbev/msx121",TRUE,21.35,24,0,1,0,0,39
"10.1101/128942","10.1038/s41598-017-08520-x",TRUE,0.25,1,0,0,0,0,15
"10.1101/125567","10.1371/journal.pgen.1006891",TRUE,20.15,39,0,0,0,0,22
"10.1101/132092","10.1371/journal.pone.0180372",TRUE,6.1,12,0,0,0,0,12
"10.1101/142117","10.1016/j.neuroscience.2017.05.032",TRUE,1.5,4,0,0,0,0,13
"10.1101/078329","10.1534/genetics.116.196436",TRUE,13.2,26,0,0,0,0,33
"10.1101/062935","10.7717/peerj.3081",TRUE,2.75,3,0,0,0,0,24
"10.1101/073692","10.1038/nmeth.4220",TRUE,211.396,176,2,14,0,1,966
"10.1101/019323","10.1371/journal.pgen.1005648",TRUE,7.85,11,0,0,0,0,35
"10.1101/085191","10.1186/s12859-017-1561-8",TRUE,2.75,4,0,0,0,0,104
"10.1101/072397","10.3389/fnhum.2017.00038",TRUE,11.75,19,0,0,0,0,20
"10.1101/059022","10.1101/gr.213587.116",TRUE,1.75,4,0,0,0,0,35
"10.1101/071829","10.1098/rsob.160272",TRUE,1.6,3,0,0,0,0,10
"10.1101/042424","10.1534/genetics.116.193474",TRUE,102.65,58,1,9,0,0,62
"10.1101/074260","10.1038/srep37237",TRUE,7.55,10,0,0,0,0,39
"10.1101/009027","10.1073/pnas.1503830112",TRUE,46.532,60,1,1,0,0,174
"10.1101/007278","10.1016/j.anbehav.2015.03.019",TRUE,109.23,19,1,11,0,1,95
"10.1101/031922","10.1086/688666",TRUE,11.4,20,0,0,0,0,75
"10.1101/055459","10.1016/j.ijid.2016.08.023",TRUE,18.066,11,2,0,0,0,93
"10.1101/030833","10.1111/evo.13016",TRUE,6.5,13,0,0,0,0,27
"10.1101/023804","10.1111/rssb.12206",TRUE,6.1,15,0,0,0,0,27
"10.1101/038844","10.1038/srep31519",TRUE,48.88,82,1,0,0,0,171
"10.1101/021741","10.1371/journal.pone.0157022",TRUE,17.746,20,1,0,0,0,302
"10.1101/150003","10.1038/s41598-017-16543-7",TRUE,0.75,2,0,0,0,0,24
"10.1101/043307","10.1091/mbc.e16-03-0158",TRUE,5.5,5,0,0,0,2,13
"10.1101/135590","10.1534/g3.117.300183",TRUE,4.2,8,0,0,0,0,13
"10.1101/019976","10.1111/pce.12702",TRUE,3.25,6,0,0,0,0,23
"10.1101/168518","10.15252/embr.201744559",TRUE,14.15,29,0,0,0,0,70
"10.1101/088427","10.1038/s41598-017-02744-7",TRUE,156.71,29,3,17,0,0,90
"10.1101/098103","10.1038/s41598-017-02942-3",TRUE,2.6,6,0,0,0,0,36
"10.1101/028332","10.1093/nar/gkw1109",TRUE,2,6,0,0,0,0,37
"10.1101/057729","10.7554/elife.20899",TRUE,7.85,14,0,0,0,0,159
"10.1101/123018","10.1371/journal.pone.0175309",TRUE,0.25,0,0,0,0,0,4
"10.1101/026732","10.1086/691330",TRUE,10.9,19,0,0,0,0,44
"10.1101/024737","10.1016/j.jtbi.2017.04.001",TRUE,1.85,3,0,0,0,0,9
"10.1101/110726","10.1038/srep45369",FALSE,0,0,0,0,0,0,0
"10.1101/085266","10.1038/nmicrobiol.2017.29",TRUE,28.85,24,1,1,0,1,96
"10.1101/018077","10.1093/gbe/evv122",TRUE,2.25,4,0,0,0,0,25
"10.1101/025411","10.1371/journal.pone.0141920",TRUE,1,3,0,0,0,0,26
"10.1101/027938","10.1371/journal.pgen.1005732",TRUE,0.5,1,0,0,0,0,160
"10.1101/019596","10.1371/journal.pone.0139516",TRUE,1.75,4,0,0,0,0,46
"10.1101/073239","10.1371/journal.pcbi.1005324",TRUE,94.46,114,2,2,0,0,460
"10.1101/053298","10.3389/fphys.2016.00398",TRUE,53.5,5,0,7,0,0,21
"10.1101/060152","10.3389/fnmol.2016.00082",TRUE,78.498,14,3,6,0,0,71
"10.1101/061390","10.1063/1.4966156",TRUE,0.25,1,0,0,0,0,52
"10.1101/179416","10.1128/msphere.00456-17",TRUE,24.4,50,0,0,0,0,50
"10.1101/017509","10.1093/bioinformatics/btw085",TRUE,5.25,13,0,0,0,0,54
"10.1101/050013","10.1074/jbc.m116.729194",TRUE,0.25,1,0,0,0,0,32
"10.1101/114785","10.12688/f1000research.11175.1",TRUE,6.05,11,0,0,0,0,11
"10.1101/174292","10.1073/pnas.1716002114",TRUE,10.83,9,1,0,0,0,38
"10.1101/114579","10.1186/s13059-017-1346-4",TRUE,77.85,86,0,4,0,0,86
"10.1101/191841","10.1037/bne0000217",TRUE,5.05,8,0,0,0,0,19
"10.1101/162990","10.1039/c7ib00120g",TRUE,2.25,7,0,0,0,0,22
"10.1101/090993","10.1186/s40168-017-0270-x",TRUE,52.63,88,1,0,0,0,145
"10.1101/022285","10.1371/journal.pgen.1005972",TRUE,10,23,0,0,0,0,77
"10.1101/154948","10.1016/j.biomaterials.2017.08.026",TRUE,8.7,14,0,0,0,0,13
"10.1101/146563","10.1016/j.aca.2017.07.026",TRUE,1.25,2,0,0,0,0,11
"10.1101/094466","10.1038/nature23001",TRUE,243.706,339,3,5,0,0,680
"10.1101/090092","10.1021/acs.jcim.7b00085",TRUE,1,3,0,0,0,0,22
"10.1101/072405","10.1186/s12862-017-0979-y",TRUE,1.5,4,0,0,0,0,20
"10.1101/109728","10.1186/s12859-017-1708-7",TRUE,29.98,45,1,0,0,0,92
"10.1101/096420","10.1073/pnas.1616130114",TRUE,112.296,95,1,7,0,0,227
"10.1101/054635","10.7717/peerj.3281",TRUE,9.95,20,0,0,0,0,37
"10.1101/089078","10.3389/fpls.2017.00282",TRUE,3.1,5,0,0,0,0,30
"10.1101/027334","10.1038/ncomms9733",TRUE,23.83,32,1,0,0,0,139
"10.1101/071613","10.7554/elife.21007",TRUE,2.45,3,0,0,0,0,61
"10.1101/064626","10.12688/f1000research.9471.1",TRUE,21.75,8,1,1,0,0,28
"10.1101/027045","10.1038/srep39279",TRUE,4.7,6,0,0,0,0,21
"10.1101/053256","10.1101/gr.209247.116",TRUE,8.85,17,0,0,0,0,103
"10.1101/017020","10.1534/genetics.115.176677",TRUE,87.26,94,3,2,0,1,170
"10.1101/012799","10.1186/s13059-015-0720-3",TRUE,58.076,50,2,2,0,1,98
"10.1101/150110","10.1373/clinchem.2017.279935",TRUE,0.25,1,0,0,0,0,13
"10.1101/032219","10.1186/s12918-016-0313-0",TRUE,1.5,3,0,0,0,0,26
"10.1101/047811","10.1111/evo.13032",TRUE,4.25,10,0,0,0,0,15
"10.1101/116046","10.1002/sta4.144",FALSE,0,0,0,0,0,0,0
"10.1101/158238","10.1002/gcc.22512",TRUE,0.25,1,0,0,0,0,15
"10.1101/105940","10.1371/journal.pone.0184202",TRUE,0.75,3,0,0,0,0,35
"10.1101/123687","10.1534/g3.117.043687",TRUE,27.53,33,1,0,0,0,37
"10.1101/117440","10.1371/journal.pone.0183595",TRUE,0.75,3,0,0,0,0,38
"10.1101/134254","10.1371/journal.pgen.1006852",TRUE,167.016,85,5,10,0,3,107
"10.1101/063875","10.1093/bioinformatics/btx025",TRUE,9.08,4,1,0,0,0,172
"10.1101/067025","10.7554/elife.24414",TRUE,76.656,131,1,0,0,0,64
"10.1101/088047","10.1086/691537",TRUE,11.75,19,0,0,0,0,19
"10.1101/060079","10.1073/pnas.1617268114",TRUE,18.5,35,0,0,0,0,162
"10.1101/083022","10.1523/jneurosci.3272-16.2017",TRUE,11.35,25,0,0,0,0,133
"10.1101/061473","10.1016/j.evolhumbehav.2016.11.001",TRUE,9.2,18,0,0,0,0,48
"10.1101/073569","10.1016/j.neuroimage.2016.12.072",TRUE,4.6,9,0,0,0,0,54
"10.1101/059733","10.1038/sdata.2016.110",TRUE,15.1,27,0,0,0,0,65
"10.1101/077826","10.1038/ncomms13652",TRUE,13.15,26,0,0,0,0,53
"10.1101/036137","10.1186/s13059-016-1089-7",TRUE,7.05,12,0,0,0,0,20
"10.1101/006692","10.1186/s13059-015-0602-8",TRUE,20.9,37,0,0,0,0,298
"10.1101/033373","10.1534/genetics.115.185058",TRUE,12.85,27,0,0,0,0,137
"10.1101/071548","10.1038/nmicrobiol.2016.167",TRUE,201.09,191,2,7,0,0,75
"10.1101/191049","10.1534/g3.117.300416",TRUE,16.25,29,0,0,0,0,22
"10.1101/040212","10.1038/ncomms12463",TRUE,114.33,20,1,13,0,0,163
"10.1101/048892","10.1534/genetics.116.190462",TRUE,1,3,0,0,0,0,62
"10.1101/050914","10.1534/genetics.116.188409",TRUE,0.25,1,0,0,0,0,17
"10.1101/045591","10.1016/j.biochi.2016.06.012",TRUE,0.5,2,0,0,0,0,26
"10.1101/186460","10.1038/s41598-017-16669-8",TRUE,80.206,14,3,8,0,0,35
"10.1101/166256","10.7554/elife.30120",TRUE,1.75,5,0,0,0,0,32
"10.1101/141333","10.1534/genetics.117.300261",TRUE,2,5,0,0,0,0,33
"10.1101/166041","10.1128/jvi.01137-17",TRUE,89.65,54,0,8,0,0,21
"10.1101/103481","10.1016/j.celrep.2017.10.010",TRUE,20.7,20,0,1,0,0,79
"10.1101/136804","10.1038/s41598-017-15539-7",TRUE,16.6,33,0,0,0,0,90
"10.1101/125070","10.1364/boe.8.004369",TRUE,10.25,4,0,1,0,0,48
"10.1101/019851","10.1093/molbev/msv249",TRUE,39.25,58,0,1,0,0,82
"10.1101/018143","10.1016/j.ajhg.2015.12.022",TRUE,27.85,25,0,2,0,0,174
"10.1101/126458","10.1016/j.jmb.2017.06.024",TRUE,3.25,7,0,0,0,0,16
"10.1101/044941","10.1093/molbev/msx083",TRUE,9.55,18,0,0,0,0,81
"10.1101/110858","10.1128/mbio.00438-17",TRUE,57.692,100,1,0,0,0,36
"10.1101/107334","10.1016/j.bpj.2017.06.050",TRUE,13.25,24,0,0,0,0,46
"10.1101/097006","10.1007/s10144-017-0586-1",TRUE,1.75,4,0,0,0,0,23
"10.1101/107011","10.1098/rspb.2017.0335",TRUE,37.1,67,0,0,0,0,77
"10.1101/091835","10.1186/s12864-017-3769-4",TRUE,2.5,5,0,0,0,0,25
"10.1101/073551","10.1186/s13100-017-0088-x",TRUE,12.1,19,0,0,0,0,63
"10.1101/002485","10.1371/journal.pone.0172826",TRUE,7.95,17,0,0,0,0,15
"10.1101/026682","10.1371/journal.pone.0146500",TRUE,1,2,0,0,0,0,30
"10.1101/097188","10.7554/elife.21856",TRUE,46.156,58,2,0,0,1,643
"10.1101/055442","10.1111/mec.13955",TRUE,4.7,5,0,0,0,0,28
"10.1101/071811","10.1094/mpmi-08-16-0168-r",TRUE,6.55,9,0,0,0,0,36
"10.1101/070862","10.1016/j.neuroimage.2016.11.036",TRUE,1.5,4,0,0,0,0,112
"10.1101/048769","10.1073/pnas.1612676113",TRUE,24.25,28,1,0,0,0,105
"10.1101/109330","10.1038/s41467-017-02356-9",TRUE,102.386,70,3,7,0,0,104
"10.1101/011684","10.1007/s12041-016-0655-9",TRUE,3,0,0,0,0,1,16
"10.1101/038646","10.1128/mbio.00201-16",TRUE,52.396,66,3,0,0,0,232
"10.1101/173609","10.1111/tra.12537",TRUE,3.25,6,0,0,0,0,45
"10.1101/154096","10.1016/j.molcel.2017.11.002",TRUE,17.9,35,0,0,0,0,109
"10.1101/074682","10.1038/ng.3981",TRUE,129.85,206,0,3,0,0,231
"10.1101/083626","10.7554/elife.22425",TRUE,3.1,5,0,0,0,0,98
"10.1101/126714","10.1371/journal.pcbi.1005565",TRUE,0.5,2,0,0,0,0,17
"10.1101/097659","10.7554/elife.24838",TRUE,12.55,25,0,0,0,0,108
"10.1101/085084","10.1002/pd.5018",TRUE,9.5,1,0,1,0,0,13
"10.1101/069567","10.7717/peerj.3035",TRUE,38.55,71,0,0,0,0,120
"10.1101/081414","10.1186/s12917-017-0982-y",TRUE,2,4,0,0,0,0,34
"10.1101/017707","10.1371/journal.pcbi.1004322",TRUE,34.316,25,2,1,0,0,66
"10.1101/009001","10.1186/s13059-015-0611-7",TRUE,23.98,35,1,0,0,0,211
"10.1101/070961","10.1038/ejhg.2017.15",TRUE,42.85,19,0,4,0,0,54
"10.1101/099937","10.1016/j.cortex.2016.12.024",TRUE,0.25,1,0,0,0,0,69
"10.1101/073254","10.1002/bies.201600188",TRUE,10.33,8,1,0,0,0,63
"10.1101/070805","10.1038/ncomms13637",TRUE,3.5,3,0,0,0,0,32
"10.1101/073643","10.1038/nsmb.3325",TRUE,29.65,56,0,0,0,0,167
"10.1101/008623","10.1111/mec.13122",TRUE,3.35,6,0,0,0,0,67
"10.1101/005223","10.1016/j.evolhumbehav.2014.04.001",TRUE,5.7,8,0,0,0,0,77
"10.1101/009191","10.1093/molbev/msu394",TRUE,26.7,18,2,0,0,1,144
"10.1101/006346","10.1016/j.neuron.2016.06.012",TRUE,38.9,53,1,0,0,0,204
"10.1101/049296","10.1002/cne.24042",TRUE,4.5,10,0,0,0,0,17
"10.1101/178848","10.1186/s13072-017-0167-8",TRUE,3,8,0,0,0,0,31
"10.1101/125039","10.1038/s41467-017-01432-4",TRUE,112.996,27,1,12,0,0,113
"10.1101/189316","10.1126/science.aao0464",TRUE,13.95,30,0,0,0,0,86
"10.1101/145045","10.1016/j.cell.2017.10.019",TRUE,61.532,44,2,3,0,0,253
"10.1101/092734","10.1038/ng.3952",TRUE,92.6,90,0,7,0,0,85
"10.1101/113746","10.1073/pnas.1707009114",TRUE,264.03,169,8,15,0,2,197
"10.1101/095448","10.1016/j.chembiol.2017.06.018",TRUE,2.85,7,0,0,0,0,36
