"PREPRINT_DOI","PREPRINT_POSTED_DATE","CITING_ARTICLE_DOI","CITING_ARTICLE_CREATED_DATE"
"10.1101/097352",2016-12-30,"10.1016/j.neuron.2017.06.008","2017-06-22"
"10.1101/006403",2014-06-19,"10.1371/journal.pone.0182800","2017-08-11"
"10.1101/105791",2017-02-03,"10.1534/g3.117.042887","2017-06-30"
"10.1101/068593",2016-08-09,"10.1016/j.neuron.2017.07.034","2017-08-16"
"10.1101/058396",2016-06-11,"10.1016/j.neuron.2017.07.034","2017-08-16"
"10.1101/071464",2016-08-25,"10.1371/journal.pone.0182528","2017-08-11"
"10.1101/055368",2016-05-25,"10.1186/s13062-017-0190-5","2017-08-14"
"10.1101/013045",2014-12-20,"10.1161/hypertensionaha.117.09438","2017-07-25"
"10.1101/083915",2016-10-27,"10.1534/genetics.116.198424","2017-05-27"
"10.1101/083923",2016-10-27,"10.1534/genetics.116.198424","2017-05-27"
"10.1101/054734",2016-05-21,"10.1055/s-0037-1604108","2017-08-04"
"10.1101/021121",2015-06-18,"10.1534/genetics.117.203521","2017-06-20"
"10.1101/048876",2016-04-15,"10.23919/acc.2017.7963269","2017-07-10"
"10.1101/115410",2017-03-09,"10.1016/j.tig.2017.07.003","2017-08-08"
"10.1101/084962",2016-11-03,"10.1016/j.coisb.2017.02.004","2017-02-17"
"10.1101/102756",2017-01-25,"10.1016/j.pbiomolbio.2017.07.011","2017-08-06"
"10.1101/123851",2017-04-03,"10.3389/fcell.2017.00064","2017-07-12"
"10.1101/081422",2016-10-17,"10.3389/fcell.2017.00064","2017-07-12"
"10.1101/080465",2016-10-12,"10.3389/fcell.2017.00064","2017-07-12"
"10.1101/100495",2017-01-15,"10.3389/fcell.2017.00064","2017-07-12"
"10.1101/011650",2014-11-19,"10.1080/10428194.2017.1357174","2017-08-04"
"10.1101/124115",2017-04-05,"10.2527/jas.2017.1669","2017-07-20"
"10.1101/098913",2017-01-09,"10.1371/journal.ppat.1006537","2017-07-26"
"10.1101/119529",2017-03-22,"10.1159/000477782","2017-08-02"
"10.1101/101378",2017-01-18,"10.1038/nature23264","2017-07-25"
"10.1101/104604",2017-01-31,"10.1111/jeb.13108","2017-08-08"
"10.1101/123794",2017-04-04,"10.1038/nnano.2017.98","2017-06-05"
"10.1101/052662",2016-05-11,"10.1016/j.ccell.2017.07.003","2017-08-14"
"10.1101/072736",2016-08-31,"10.1111/jeb.13047","2017-08-08"
"10.1101/131243",2017-04-28,"10.1111/jeb.13129","2017-08-08"
"10.1101/020958",2015-06-17,"10.1086/691209","2017-03-01"
"10.1101/084772",2016-11-01,"10.1038/s41598-017-07650-6","2017-07-28"
"10.1101/099143",2017-01-08,"10.1038/s41598-017-07650-6","2017-07-28"
"10.1101/019281",2015-05-13,"10.1038/s41598-017-07650-6","2017-07-28"
"10.1101/026591",2015-09-16,"10.7554/elife.24836","2017-07-03"
"10.1101/091884",2016-12-06,"10.1021/acs.langmuir.7b01739","2017-07-13"
"10.1101/131409",2017-04-27,"10.7554/elife.26196","2017-07-03"
"10.1101/092890",2016-12-14,"10.1016/j.csbj.2017.07.001","2017-07-19"
"10.1101/064352",2016-07-18,"10.1186/s12864-017-3971-4","2017-08-04"
"10.1101/209924",2017-10-27,"10.1186/s12864-017-3971-4","2017-08-04"
"10.1101/056820",2016-06-02,"10.1038/s41598-017-07514-z","2017-07-26"
"10.1101/079137",2016-10-05,"10.1016/j.biortech.2017.07.035","2017-07-08"
"10.1101/002659",2014-02-14,"10.1038/s41598-017-07411-5","2017-07-31"
"10.1101/144410",2017-05-31,"10.1007/s11892-017-0907-y","2017-07-31"
"10.1101/042374",2016-03-04,"10.1371/journal.pone.0182138","2017-08-03"
"10.1101/125724",2017-04-09,"10.1111/1755-0998.12699","2017-07-04"
"10.1101/064105",2016-07-15,"10.1016/j.brainres.2017.07.026","2017-08-01"
"10.1101/087841",2016-11-15,"10.1016/j.sbi.2017.07.002","2017-08-05"
"10.1101/093633",2016-12-13,"10.1371/journal.pbio.2002702","2017-07-18"
"10.1101/115600",2017-03-10,"10.1192/bjp.bp.116.194662","2017-08-01"
"10.1101/012203",2014-12-04,"10.1038/tp.2017.171","2017-08-01"
"10.1101/028688",2015-10-08,"10.1016/j.ajhg.2017.06.001","2017-07-06"
"10.1101/048066",2016-04-11,"10.1371/journal.pgen.1006933","2017-07-24"
"10.1101/103069",2017-01-25,"10.1371/journal.pgen.1006933","2017-07-24"
"10.1101/048991",2016-04-16,"10.1371/journal.pgen.1006933","2017-07-24"
"10.1101/030338",2015-10-30,"10.1371/journal.pgen.1006936","2017-07-28"
"10.1101/049114",2016-06-15,"10.1080/23802359.2016.1233465","2016-10-03"
"10.1101/004325",2014-04-21,"10.1093/gbe/evx089","2017-05-04"
"10.1101/022277",2015-07-08,"10.1371/journal.pcbi.1005638","2017-07-07"
"10.1101/119651",2017-03-28,"10.1371/journal.pcbi.1005647","2017-07-24"
"10.1101/032953",2015-11-26,"10.1371/journal.pcbi.1005647","2017-07-24"
"10.1101/074450",2016-09-09,"10.1093/gbe/evx080","2017-04-25"
"10.1101/066985",2016-07-31,"10.1214/17-aoas1052","2017-12-28"
"10.1101/109975",2017-02-22,"10.1016/bs.abr.2017.06.003","2017-08-02"
"10.1101/086439",2016-11-08,"10.1371/journal.pgen.1006852","2017-07-27"
"10.1101/032763",2015-11-25,"10.1371/journal.pgen.1006852","2017-07-27"
"10.1101/088716",2016-11-19,"10.1371/journal.pgen.1006852","2017-07-27"
"10.1101/078360",2016-09-30,"10.1371/journal.pgen.1006852","2017-07-27"
"10.1101/107896",2017-02-12,"10.1371/journal.pcbi.1005644","2017-07-05"
"10.1101/089052",2016-11-22,"10.1109/aeeicb.2017.7972384","2017-07-10"
"10.1101/032151",2015-11-18,"10.1101/gr.216606.116","2017-07-19"
"10.1101/049395",2016-04-20,"10.1099/jgv.0.000849","2017-07-12"
"10.1101/111302",2017-02-24,"10.1101/gr.219915.116","2017-05-17"
"10.1101/227652",2017-12-01,"10.1002/acn3.369","2016-11-05"
"10.1101/052209",2016-05-09,"10.1002/acn3.369","2016-11-05"
"10.1101/048991",2016-04-16,"10.1002/acn3.369","2016-11-05"
"10.1101/077131",2016-09-25,"10.1371/journal.pcbi.1005604","2017-07-26"
"10.1101/009936",2014-10-03,"10.1371/journal.pcbi.1005604","2017-07-26"
"10.1101/107094",2017-02-09,"10.1016/j.tibs.2017.07.002","2017-08-04"
"10.1101/052662",2016-05-11,"10.1002/jso.24781","2017-08-02"
"10.1101/002832",2014-02-19,"10.1186/s12864-017-3957-2","2017-08-03"
"10.1101/046193",2016-03-29,"10.1371/journal.pntd.0005729","2017-07-18"
"10.1101/018820",2015-04-30,"10.1111/jeb.13140","2017-07-08"
"10.1101/117804",2017-03-17,"10.1371/journal.pbio.2003230","2017-07-24"
"10.1101/080853",2016-10-14,"10.1016/j.ydbio.2017.07.023","2017-07-28"
"10.1101/074310",2016-09-09,"10.1186/s12711-017-0336-z","2017-08-01"
"10.1101/125799",2017-04-08,"10.18699/vj17.262","2017-07-31"
"10.1101/095752",2016-12-20,"10.1016/j.devcel.2017.07.008","2017-08-07"
"10.1101/071852",2016-08-27,"10.1016/j.semcdb.2017.07.029","2017-07-25"
"10.1101/079863",2016-10-09,"10.7554/elife.23907","2017-06-30"
"10.1101/082297",2016-10-20,"10.7554/elife.23907","2017-06-30"
"10.1101/143859",2017-05-31,"10.7554/elife.23907","2017-06-30"
"10.1101/116285",2017-03-14,"10.3389/fpls.2017.01304","2017-07-27"
"10.1101/074450",2016-09-09,"10.1016/j.cell.2017.06.049","2017-07-27"
"10.1101/010140",2014-10-08,"10.1186/s13750-017-0097-8","2017-07-28"
"10.1101/093815",2016-12-14,"10.1016/j.concog.2017.07.005","2017-07-27"
"10.1101/080713",2016-10-15,"10.1002/pd.5109","2017-07-07"
"10.1101/069393",2016-08-14,"10.1002/pd.5109","2017-07-07"
"10.1101/068593",2016-08-09,"10.1038/ng.3903","2017-06-26"
"10.1101/117523",2017-03-18,"10.1186/s13059-017-1267-2","2017-07-27"
"10.1101/092189",2016-12-07,"10.1016/j.jgar.2017.07.003","2017-07-23"
"10.1101/081208",2016-10-16,"10.1016/j.neuron.2017.06.041","2017-08-02"
"10.1101/055699",2016-05-26,"10.1093/rpd/ncw283","2016-10-14"
"10.1101/039073",2016-02-09,"10.21425/f59233610","2017-07-31"
"10.1101/011650",2014-11-19,"10.1093/nar/gkx315","2017-04-20"
"10.1101/135632",2017-06-06,"10.1016/j.neuron.2017.07.011","2017-07-27"
"10.1101/088716",2016-11-19,"10.1016/j.ajhg.2017.06.013","2017-07-27"
"10.1101/133496",2017-05-03,"10.1016/j.stemcr.2017.06.012","2017-07-27"
"10.1101/015214",2015-02-16,"10.1109/siu.2017.7960670","2017-06-29"
"10.1101/102939",2017-01-25,"10.1111/2041-210x.12826","2017-05-30"
"10.1101/019224",2015-05-12,"10.1016/j.cub.2017.06.034","2017-07-27"
"10.1101/051417",2016-05-03,"10.1021/acssensors.7b00118","2017-04-21"
"10.1101/117200",2017-03-15,"10.1182/blood-2017-03-735654","2017-06-10"
"10.1101/131631",2017-04-27,"10.1371/journal.pone.0181934","2017-07-26"
"10.1101/098574",2017-01-06,"10.1016/j.tig.2017.06.008","2017-07-26"
"10.1101/136234",2017-05-09,"10.1097/sla.0000000000002409","2017-07-25"
"10.1101/011650",2014-11-19,"10.18632/oncotarget.17953","2017-05-18"
"10.1101/027839",2015-09-29,"10.1038/ismej.2017.58","2017-05-19"
"10.1101/055368",2016-05-25,"10.1016/bs.abr.2017.06.002","2017-07-27"
"10.1101/027714",2015-09-28,"10.1038/s41598-017-06714-x","2017-07-18"
"10.1101/040493",2016-02-23,"10.1016/j.tics.2017.06.006","2017-07-25"
"10.1101/107128",2017-02-08,"10.1016/j.coviro.2017.06.011","2017-07-24"
"10.1101/083493",2016-10-26,"10.1038/s41598-017-06293-x","2017-07-17"
"10.1101/120980",2017-03-27,"10.1007/s11894-017-0577-6","2017-07-22"
"10.1101/081869",2016-10-19,"10.1016/j.bpj.2017.05.051","2017-07-25"
"10.1101/103002",2017-01-25,"10.1016/j.neuroimage.2017.07.014","2017-07-13"
"10.1101/141796",2017-05-24,"10.1016/j.bpj.2017.06.003","2017-07-25"
"10.1101/058917",2016-06-14,"10.1016/j.neuron.2017.06.042","2017-07-20"
"10.1101/092130",2016-12-07,"10.1016/j.tics.2017.06.009","2017-07-20"
"10.1101/005165",2014-05-14,"10.1038/s41598-017-06214-y","2017-07-14"
"10.1101/089763",2016-12-05,"10.1016/j.cub.2017.05.043","2017-07-24"
"10.1101/081125",2016-10-14,"10.1038/s41598-017-06103-4","2017-07-13"
"10.1101/105965",2017-02-03,"10.1364/optica.4.000795","2017-07-13"
"10.1101/002824",2014-02-20,"10.1016/j.numecd.2017.05.010","2017-06-11"
"10.1101/103341",2017-01-26,"10.1371/journal.pone.0181849","2017-07-24"
"10.1101/099838",2017-01-12,"10.1021/acssynbio.6b00342","2017-03-24"
"10.1101/020610",2015-06-09,"10.17109/azh.63.3.361.2017","2017-07-19"
"10.1101/070615",2016-08-21,"10.1142/s0219720017500172","2017-06-23"
"10.1101/086041",2016-11-07,"10.1007/s11295-017-1165-5","2017-07-18"
"10.1101/084137",2016-11-07,"10.1016/j.neuroimage.2017.07.028","2017-07-15"
"10.1101/157719",2017-06-29,"10.1007/s00249-017-1244-4","2017-07-19"
"10.1101/006395",2014-06-18,"10.1186/s12864-017-3927-8","2017-07-19"
"10.1101/005165",2014-05-14,"10.1186/s12864-017-3931-z","2017-07-20"
"10.1101/052225",2016-05-09,"10.1002/cpmb.37","2017-04-05"
"10.1101/139857",2017-05-18,"10.1371/journal.pone.0180803","2017-07-18"
"10.1101/077768",2016-10-14,"10.1093/jxb/erx137","2017-04-07"
"10.1101/124131",2017-04-04,"10.12688/f1000research.11629.1","2017-05-17"
"10.1101/085555",2016-11-03,"10.1093/jxb/erx137","2017-04-07"
"10.1101/123042",2017-03-31,"10.1016/j.tig.2017.06.005","2017-07-18"
"10.1101/071373",2016-08-25,"10.12688/f1000research.10692.1","2017-06-09"
"10.1101/096628",2016-12-24,"10.1093/jxb/erx135","2017-04-07"
"10.1101/026963",2015-09-16,"10.1093/jxb/erx135","2017-04-07"
"10.1101/116566",2017-03-13,"10.12688/f1000research.11622.1","2017-05-31"
"10.1101/046508",2016-03-31,"10.12688/f1000research.11622.1","2017-05-31"
"10.1101/118901",2017-03-21,"10.12688/f1000research.11622.1","2017-05-31"
"10.1101/097287",2016-12-29,"10.1016/j.neuroimage.2017.04.011","2017-04-28"
"10.1101/097154",2016-12-29,"10.1016/j.neuroimage.2017.04.011","2017-04-28"
"10.1101/030338",2015-10-30,"10.1038/ejhg.2017.87","2017-05-24"
"10.1101/048991",2016-04-16,"10.1016/j.jadohealth.2017.04.001","2017-07-19"
"10.1101/055624",2016-05-26,"10.1177/1073858416667716","2016-09-23"
"10.1101/014019",2015-01-20,"10.1016/j.foodchem.2017.07.054","2017-07-12"
"10.1101/112011",2017-02-27,"10.1186/s12936-017-1932-7","2017-07-14"
"10.1101/149005",2017-06-12,"10.1186/s12936-017-1932-7","2017-07-14"
"10.1101/096289",2016-12-22,"10.1186/s12936-017-1932-7","2017-07-14"
"10.1101/085886",2016-11-11,"10.1016/j.conb.2017.06.004","2017-07-19"
"10.1101/103861",2017-01-28,"10.1016/j.mib.2017.07.001","2017-07-19"
"10.1101/084137",2016-11-07,"10.3389/fnins.2017.00348","2017-07-11"
"10.1101/076273",2016-09-20,"10.1016/j.molbiopara.2017.06.009","2017-06-24"
"10.1101/043901",2016-03-15,"10.1117/12.2263175","2017-05-18"
"10.1101/117291",2017-03-16,"10.2147/bctt.s139963","2017-07-12"
"10.1101/071472",2016-08-24,"10.1016/j.cobeha.2017.06.007","2017-07-19"
"10.1101/101048",2017-01-17,"10.1017/s0031182017001135","2017-07-17"
"10.1101/086504",2016-11-08,"10.1038/nature23009","2017-07-04"
"10.1101/085118",2016-11-02,"10.1016/j.jbiotec.2017.06.008","2017-06-17"
"10.1101/109967",2017-02-20,"10.1016/j.jbiotec.2017.06.008","2017-06-17"
"10.1101/089359",2016-11-24,"10.1016/j.jbiotec.2017.06.008","2017-06-17"
"10.1101/108100",2017-02-15,"10.1128/genomea.00333-17","2017-07-14"
"10.1101/158519",2017-07-03,"10.1016/j.cell.2017.06.037","2017-07-14"
"10.1101/107987",2017-02-20,"10.1016/j.tins.2017.06.002","2017-07-03"
"10.1101/113241",2017-03-03,"10.1016/j.cub.2017.06.022","2017-07-14"
"10.1101/135616",2017-05-09,"10.1016/j.cub.2017.06.022","2017-07-14"
"10.1101/074450",2016-09-09,"10.1016/j.ajhg.2017.06.010","2017-07-14"
"10.1101/021626",2015-06-27,"10.1101/gr.216226.116","2017-04-12"
"10.1101/042374",2016-03-04,"10.1159/000477561","2017-07-12"
"10.1101/004036",2014-04-09,"10.1098/rspb.2017.0268","2017-07-05"
"10.1101/050146",2016-04-25,"10.1101/gr.211433.116","2017-04-19"
"10.1101/121731",2017-03-29,"10.1098/rsif.2017.0096","2017-06-21"
"10.1101/019356",2015-05-15,"10.1093/gigascience/gix007","2017-02-25"
"10.1101/027607",2015-09-25,"10.1093/gigascience/gix007","2017-02-25"
"10.1101/030742",2015-11-06,"10.1093/gigascience/gix007","2017-02-25"
"10.1101/104679",2017-01-31,"10.1073/pnas.1621469114","2017-06-28"
"10.1101/059717",2016-06-19,"10.1109/isbi.2017.7950605","2017-06-20"
"10.1101/107037",2017-02-08,"10.1111/add.13888","2017-05-27"
"10.1101/006395",2014-06-18,"10.1186/s12864-017-3879-z","2017-07-12"
"10.1101/064352",2016-07-18,"10.1186/s12864-017-3879-z","2017-07-12"
"10.1101/209924",2017-10-27,"10.1186/s12864-017-3879-z","2017-07-12"
"10.1101/072116",2016-08-29,"10.1186/s12864-017-3879-z","2017-07-12"
"10.1101/071282",2016-08-24,"10.1186/s12864-017-3879-z","2017-07-12"
"10.1101/006395",2014-06-18,"10.1093/gigascience/gix010","2017-02-25"
"10.1101/053033",2016-05-12,"10.1186/s13007-017-0207-1","2017-07-13"
"10.1101/007575",2014-07-29,"10.1093/jhered/esx051","2017-05-18"
"10.1101/101378",2017-01-18,"10.1186/s13015-017-0109-9","2017-07-11"
"10.1101/122242",2017-03-30,"10.1073/pnas.1707645114","2017-06-27"
"10.1101/094243",2016-12-15,"10.1098/rsif.2017.0160","2017-06-21"
"10.1101/023267",2015-07-27,"10.1111/plb.12594","2017-06-21"
"10.1101/055244",2016-05-24,"10.1016/j.evolhumbehav.2017.05.005","2017-05-29"
"10.1101/099564",2017-01-10,"10.1186/s12864-017-3930-0","2017-07-14"
"10.1101/120741",2017-04-04,"10.1016/j.cois.2017.06.007","2017-07-02"
"10.1101/006395",2014-06-18,"10.1134/s102279541705012x","2017-07-11"
"10.1101/120998",2017-03-27,"10.1016/j.ydbio.2017.06.012","2017-06-22"
"10.1101/108555",2017-02-14,"10.1016/j.tibtech.2017.06.007","2017-07-15"
"10.1101/086744",2016-11-14,"10.1016/j.ijmm.2017.07.001","2017-07-08"
"10.1101/103242",2017-01-28,"10.1128/mbio.00695-17","2017-06-28"
"10.1101/118059",2017-03-18,"10.1128/mbio.00695-17","2017-06-28"
"10.1101/042051",2016-03-01,"10.15252/embj.201695842","2017-07-11"
"10.1101/061960",2016-07-04,"10.1128/mbio.00254-17","2017-05-03"
"10.1101/009274",2014-09-18,"10.1038/s41598-017-04261-z","2017-07-03"
"10.1101/046870",2016-04-03,"10.1038/nature22383","2017-06-20"
"10.1101/091801",2016-12-06,"10.3390/e19070294","2017-06-22"
"10.1101/026724",2015-09-13,"10.1578/am.43.4.2017.378","2017-07-11"
"10.1101/120980",2017-03-27,"10.1016/j.mib.2017.06.009","2017-07-11"
"10.1101/104984",2017-02-01,"10.1111/ejn.13625","2017-06-14"
"10.1101/075978",2016-09-19,"10.1093/gigascience/giw009","2017-02-25"
"10.1101/006353",2014-06-19,"10.1109/isbi.2017.7950553","2017-06-20"
"10.1101/033464",2015-12-01,"10.1128/mbio.00438-17","2017-05-24"
"10.1101/049452",2016-04-20,"10.1128/mbio.00438-17","2017-05-24"
"10.1101/113100",2017-03-03,"10.1128/mbio.00438-17","2017-05-24"
"10.1101/082420",2016-10-21,"10.1371/journal.pone.0179977","2017-07-07"
"10.1101/109140",2017-02-16,"10.1111/eva.12497","2017-06-01"
"10.1101/023374",2015-07-29,"10.1111/mec.14188","2017-05-25"
"10.1101/003236",2014-03-05,"10.1186/s12864-017-3893-1","2017-07-07"
"10.1101/032839",2015-11-25,"10.1002/jmv.24822","2017-04-04"
"10.1101/077768",2016-10-14,"10.1128/jb.00865-16","2017-05-23"
"10.1101/084012",2016-10-27,"10.1016/s1473-3099(17)30358-4","2017-07-07"
"10.1101/048603",2016-04-13,"10.1080/14737159.2017.1340834","2017-06-08"
"10.1101/030338",2015-10-30,"10.1093/brain/awx082","2017-04-13"
"10.1101/110684",2017-02-25,"10.1016/j.coisb.2017.04.017","2017-05-04"
"10.1101/005165",2014-05-14,"10.1021/acs.jafc.7b01226","2017-06-26"
"10.1101/026468",2015-09-15,"10.1007/s10586-017-1015-0","2017-07-06"
"10.1101/006395",2014-06-18,"10.1159/000477808","2017-06-30"
"10.1101/111070",2017-02-23,"10.1038/s41598-017-04507-w","2017-06-30"
"10.1101/011650",2014-11-19,"10.1038/s41598-017-04743-0","2017-07-03"
"10.1101/119529",2017-03-22,"10.1007/s00251-017-1017-3","2017-07-07"
"10.1101/118737",2017-03-20,"10.1186/s13072-017-0142-4","2017-07-11"
"10.1101/097600",2016-12-31,"10.1016/j.bpj.2017.05.023","2017-07-11"
"10.1101/006395",2014-06-18,"10.1534/genetics.117.200303","2017-05-04"
"10.1101/083964",2016-10-27,"10.1534/genetics.117.200303","2017-05-04"
"10.1101/096354",2016-12-22,"10.1128/genomea.00582-17","2017-06-30"
"10.1101/132084",2017-04-28,"10.1128/genomea.00576-17","2017-07-07"
"10.1101/132084",2017-04-28,"10.1128/genomea.00618-17","2017-07-07"
"10.1101/043372",2016-03-16,"10.1021/acs.est.6b03108","2017-01-30"
"10.1101/136028",2017-05-09,"10.1016/j.copbio.2017.06.012","2017-07-10"
"10.1101/107599",2017-02-10,"10.1016/j.ymeth.2017.06.025","2017-06-24"
"10.1101/006403",2014-06-19,"10.1155/2017/9631282","2017-06-18"
"10.1101/061507",2016-06-30,"10.1016/j.cell.2017.06.014","2017-07-06"
"10.1101/057927",2016-06-08,"10.1016/j.cis.2017.05.014","2017-05-14"
"10.1101/037515",2016-01-25,"10.1007/s00018-017-2584-z","2017-07-03"
"10.1101/110593",2017-02-21,"10.1016/j.molp.2017.05.010","2017-06-06"
"10.1101/042846",2016-03-08,"10.1371/journal.pgen.1006836","2017-06-09"
"10.1101/118810",2017-03-20,"10.1371/journal.pgen.1006836","2017-06-09"
"10.1101/018283",2015-04-20,"10.1371/journal.pgen.1006836","2017-06-09"
"10.1101/036574",2016-01-20,"10.1371/journal.pgen.1006836","2017-06-09"
"10.1101/039594",2016-02-13,"10.1371/journal.pgen.1006836","2017-06-09"
"10.1101/084715",2016-10-31,"10.7326/m17-0085","2017-06-06"
"10.1101/106740",2017-02-08,"10.1016/j.tig.2017.05.005","2017-07-05"
"10.1101/050559",2016-04-27,"10.1016/j.tig.2017.05.005","2017-07-05"
"10.1101/094243",2016-12-15,"10.1016/j.tig.2017.05.005","2017-07-05"
"10.1101/105759",2017-02-03,"10.1016/j.tig.2017.05.005","2017-07-05"
"10.1101/078204",2016-09-29,"10.1371/journal.pcbi.1005569","2017-06-30"
"10.1101/005165",2014-05-14,"10.1371/journal.pgen.1006710","2017-06-19"
"10.1101/018473",2015-04-23,"10.1016/j.tree.2017.06.003","2017-06-27"
"10.1101/042630",2016-03-07,"10.1089/cmb.2017.0054","2017-05-10"
"10.1101/097741",2017-01-03,"10.1371/journal.pcbi.1005630","2017-06-28"
"10.1101/082230",2016-10-20,"10.1016/j.ecoleng.2017.06.058","2017-07-07"
"10.1101/103879",2017-01-28,"10.1371/journal.pcbi.1005526","2017-06-07"
"10.1101/094672",2016-12-15,"10.1007/978-981-10-5122-7_61","2017-06-12"
"10.1101/017145",2015-03-26,"10.1016/j.actatropica.2017.06.024","2017-06-27"
"10.1101/066431",2016-07-28,"10.1186/s12915-017-0351-0","2017-02-20"
"10.1101/030338",2015-10-30,"10.1038/gim.2016.134","2016-09-22"
"10.1101/125724",2017-04-09,"10.1371/journal.pcbi.1005595","2017-06-08"
"10.1101/014399",2015-01-26,"10.1371/journal.pcbi.1005595","2017-06-08"
"10.1101/037762",2016-01-22,"10.7554/elife.24133","2017-06-06"
"10.1101/062109",2016-07-05,"10.1002/asi.23883","2017-07-03"
"10.1101/087924",2016-11-15,"10.1111/gbi.12243","2017-07-03"
"10.1101/059733",2016-06-19,"10.1016/j.nicl.2017.06.032","2017-06-27"
"10.1101/113308",2017-03-03,"10.1016/j.scitotenv.2017.07.005","2017-07-27"
"10.1101/029900",2015-10-27,"10.1073/pnas.1616755114","2017-06-21"
"10.1101/024737",2015-08-16,"10.1111/tra.12497","2017-06-02"
"10.1101/137760",2017-05-14,"10.1111/tra.12497","2017-06-02"
"10.1101/059774",2016-06-19,"10.1016/j.tibtech.2017.05.007","2017-07-07"
"10.1101/136168",2017-05-10,"10.1016/j.tibtech.2017.05.007","2017-07-07"
"10.1101/089359",2016-11-24,"10.1016/j.tibtech.2017.05.007","2017-07-07"
"10.1101/078816",2016-10-03,"10.1016/j.tibtech.2017.05.007","2017-07-07"
"10.1101/011650",2014-11-19,"10.1182/blood-2016-12-758979","2017-04-14"
"10.1101/020511",2015-06-05,"10.3390/mi8070207","2017-06-29"
"10.1101/096222",2016-12-22,"10.1371/journal.pone.0180583","2017-07-03"
"10.1101/097212",2016-12-29,"10.1080/15384101.2017.1327489","2017-06-07"
"10.1101/076117",2016-09-19,"10.1038/s41467-017-00062-0","2017-06-22"
"10.1101/101279",2017-01-18,"10.1371/journal.pbio.2001414","2017-06-29"
"10.1101/104620",2017-01-31,"10.1186/s13068-017-0840-y","2017-06-21"
"10.1101/077560",2016-09-26,"10.1016/j.bbamem.2017.06.009","2017-06-21"
"10.1101/077610",2016-09-26,"10.1016/j.bbamem.2017.06.009","2017-06-21"
"10.1101/079533",2016-10-07,"10.1016/j.bbamem.2017.06.009","2017-06-21"
"10.1101/140905",2017-05-22,"10.1016/j.semcdb.2017.06.014","2017-06-21"
"10.1101/141762",2017-05-24,"10.1016/j.semcdb.2017.06.014","2017-06-21"
"10.1101/047126",2016-04-05,"10.1002/hbm.23703","2017-06-29"
"10.1101/090399",2016-12-05,"10.3389/fmicb.2017.01145","2017-06-28"
"10.1101/031658",2015-11-14,"10.1016/j.jneumeth.2017.06.017","2017-06-24"
"10.1101/067843",2016-08-04,"10.1016/j.jneumeth.2017.06.017","2017-06-24"
"10.1101/061481",2016-06-30,"10.1016/j.jneumeth.2017.06.017","2017-06-24"
"10.1101/033266",2015-11-30,"10.1016/j.jneumeth.2017.06.017","2017-06-24"
"10.1101/087841",2016-11-15,"10.1016/j.sbi.2017.06.006","2017-07-01"
"10.1101/068288",2016-08-07,"10.1016/j.gde.2017.06.003","2017-07-01"
"10.1101/063875",2016-07-14,"10.1111/2041-210x.12824","2017-05-29"
"10.1101/010199",2014-10-09,"10.1111/2041-210x.12824","2017-05-29"
"10.1101/112664",2017-03-01,"10.1186/s12915-017-0391-5","2017-06-29"
"10.1101/049056",2016-04-20,"10.1016/j.ajhg.2017.05.013","2017-06-29"
"10.1101/018226",2015-04-21,"10.7554/elife.23978","2017-06-07"
"10.1101/028688",2015-10-08,"10.1534/g3.117.043752","2017-06-10"
"10.1101/030338",2015-10-30,"10.1681/asn.2016020231","2016-09-20"
"10.1101/046227",2016-03-29,"10.1016/j.apsoil.2017.05.029","2017-06-30"
"10.1101/031583",2015-11-13,"10.1093/bioinformatics/btx077","2017-02-10"
"10.1101/031187",2015-11-10,"10.1016/j.it.2017.06.003","2017-06-29"
"10.1101/000802",2013-11-22,"10.1016/j.cub.2017.05.086","2017-06-29"
"10.1101/051425",2016-05-02,"10.1016/j.bbrc.2017.06.121","2017-06-21"
"10.1101/017111",2015-03-29,"10.1093/bioinformatics/btx047","2017-01-30"
"10.1101/058164",2016-06-10,"10.15252/embj.201695757","2017-06-24"
"10.1101/110452",2017-02-21,"10.1111/mec.14195","2017-06-01"
"10.1101/042598",2016-03-07,"10.1111/mec.14195","2017-06-01"
"10.1101/065862",2016-07-26,"10.1093/brain/awx009","2017-01-30"
"10.1101/117267",2017-03-16,"10.1002/1873-3468.12684","2017-05-19"
"10.1101/088765",2016-11-20,"10.1002/1873-3468.12684","2017-05-19"
"10.1101/110668",2017-02-21,"10.1002/1873-3468.12684","2017-05-19"
"10.1101/069633",2016-08-15,"10.1002/1873-3468.12684","2017-05-19"
"10.1101/036558",2016-01-13,"10.1002/1873-3468.12684","2017-05-19"
"10.1101/066779",2016-07-29,"10.1038/nprot.2017.010","2017-03-09"
"10.1101/030338",2015-10-30,"10.1093/molehr/gax018","2017-03-20"
"10.1101/090753",2016-12-02,"10.1186/s12864-017-3840-1","2017-06-23"
"10.1101/068809",2016-08-12,"10.1109/aero.2017.7943896","2017-06-20"
"10.1101/030742",2015-11-06,"10.1109/aero.2017.7943896","2017-06-20"
"10.1101/003566",2014-03-25,"10.1109/aero.2017.7943896","2017-06-20"
"10.1101/047142",2016-04-04,"10.1109/aero.2017.7943896","2017-06-20"
"10.1101/077651",2016-09-27,"10.1109/aero.2017.7943896","2017-06-20"
"10.1101/056192",2016-05-31,"10.3389/fgene.2017.00077","2017-06-13"
